Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Number of Positions","Index Stops","Number of Decks","Number of Poles per Deck","Circuit per Deck","Contact Timing","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Actuator Length","Angle of Throw","Contact Material","Contact Finish","Mounting Type","Termination Style","Features","Depth Behind Panel"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A20615RNZQ.jpg,CKC7004-ND,A20615RNZQ,C&K,SWITCH ROTARY 6POS 2.5A 125V,159,0,"7.06000","0","1","A","Active","6","Fixed","1","2","DP6T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1354/rta.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/RTAP32S06M25NS.JPG,CKN10933-ND,RTAP32S06M25NS,C&K,SWITCH ROTARY 6POS 150MA 60V,366,0,"7.10000","0","1","RTA","Active","6","Fixed","1","2","DP6T","Non-Shorting (BBM)","150mA (AC/DC)","60V","60V","Round (6mm Dia), Slotted","25.00mm","30°","Brass","Silver","Panel Mount, Through Hole","PC Pin","-","12.60mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A30403RNZQ.jpg,CKN6043-ND,A30403RNZQ,C&K,SWITCH ROTARY 4POS 2.5A 125V,274,0,"7.26000","0","1","A","Active","4","Fixed","1","3","3P4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/a30405rncq.JPG,CKN9825-ND,A30405RNCQ,C&K,SWITCH ROTARY 4POS 2.5A 125V,236,0,"7.26000","0","1","A","Active","4","Fixed","1","3","3P4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/HS13Y.JPG,360-2559-ND,HS13Y,NKK Switches,SWITCH ROTARY 3POS 6A 125V,361,0,"7.54000","0","1","HS","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","6A (AC), 5A (DC)","125V","30V","Round (6mm Dia)","10.00mm","45°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","20.00mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/HS13Z-D.JPG,360-2351-ND,HS13Z-D,NKK Switches,SWITCH ROTARY 4POS 6A 125V,201,132,"7.54000","0","1","HS","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","6A (AC), 5A (DC)","125V","30V","Flatted (6mm Dia)","10.00mm","45°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","20.00mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/HS13Z-RO.jpg,360-2809-ND,HS13Z,NKK Switches,SWITCH ROTARY 4POS 6A 125V,162,255,"7.54000","0","1","HS","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","6A (AC), 5A (DC)","125V","30V","Round (6mm Dia)","10.00mm","45°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","20.00mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/HS13X-D.JPG,360-2349-ND,HS13X-D,NKK Switches,SWITCH ROTARY 2POS 6A 125V,105,99,"7.54000","0","1","HS","Active","2","Fixed","1","1","SPDT","Non-Shorting (BBM)","6A (AC), 5A (DC)","125V","30V","Flatted (6mm Dia)","10.00mm","45°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","20.00mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A21405RNZQE.JPG,CKN11095-ND,A21405RNZQE,C&K,SWITCH ROTARY 2POS 2.5A 125V,227,0,"8.41000","0","1","A","Active","2","Fixed","1","2","DPDT","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Epoxy Sealed Terminals","20.83mm"
//media.digikey.com/pdf/Data Sheets/CTS Corporation PDFs/212T0112N332RA.pdf,//media.digikey.com/Photos/CTS%20Photos/212T0112N332RA.jpg,CT2121-ND,212T0112N332RA,CTS Electrocomponents,SWITCH ROTARY 12POS 750MA 125V,258,0,"8.52000","0","1","212","Active","12","Fixed","1","1","SP12T","Non-Shorting (BBM)","750mA (AC), 250mA (DC)","125V","28V","Round (6.35mm Dia)","15.90mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","22.17mm"
http://spec_sheets.e-switch.com/specs/G510345.pdf,//media.digikey.com/Photos/E-Switch%20Photos/KC52A10.001NPS.jpg,KC52A10.001NPS-ND,KC52A10.001NPS,E-Switch,SWITCH ROTARY 12POS 350MA 125V,909,510,"8.65000","0","1","KC","Active","12","Fixed","1","1","SP12T","Non-Shorting (BBM)","350mA (AC)","125V","-","Flatted (6.35mm Dia)","10.00mm","30°","Copper Alloy","Silver","Panel Mount, Through Hole","PC Pin","-","14.20mm"
http://www.electro-nc.com/rotaryus/c5_6.pdf,//media.digikey.com/photos/Electroswitch/C5P0304N-A.jpg,451-1029-ND,C5P0304N-A,Electroswitch,SWITCH ROTARY 2-4POS 1A 125V,130,0,"9.54000","0","1","C5","Active","2 ~ 4","Adjustable","1","3","3P4T","Non-Shorting (BBM)","1A (AC/DC)","125V","28V","Flatted (6.35mm Dia)","14.29mm","30°","Brass","Silver","Panel Mount","Solder Lug","Sealed","20.07mm"
http://www.electro-nc.com/rotaryus/c5_6.pdf,//media.digikey.com/photos/Electroswitch/C5P0112N-A.jpg,451-1027-ND,C5P0112N-A,Electroswitch,SWITCH ROTARY 2-12POS 1A 125V,151,0,"9.76000","0","1","C5","Active","2 ~ 12","Adjustable","1","1","SP12T","Non-Shorting (BBM)","1A (AC/DC)","125V","28V","Flatted (6.35mm Dia)","14.29mm","30°","Brass","Silver","Panel Mount","Solder Lug","Sealed","20.07mm"
https://www.nkkswitches.com/pdf/MRlogicLevel.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_MRF206.jpg,360-2371-ND,MRF206,NKK Switches,SWITCH ROTARY 2-6POS 0.4VA 28V,490,931,"9.90000","0","1","MR","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Screwdriver Slot","Flush","30°","Phosphor Bronze","Gold","Through Hole","PC Pin","Process Sealed","-"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A30403RNZQ.jpg,CKN10620-ND,A20503RNZQK,C&K,SWITCH ROTARY 5POS 2.5A 125V,165,0,"10.16000","0","1","A","Active","5","Fixed","1","2","DP5T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Epoxy Sealed Terminals, Splashproof Bushing Seal","20.83mm"
http://www.nkkswitches.com/pdf/MRpowerLevel.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_MRT22-A.jpg,360-2375-ND,MRT22-A,NKK Switches,SWITCH ROTARY 2POS 10A 125V,153,43,"10.22000","0","1","MR","Active","2","Fixed","1","2","DPDT","Non-Shorting (BBM)","10A (AC), 4A (DC)","125V","30V","Knob","13.00mm","120°","Silver Alloy","-","Panel Mount, Right Angle","Solder Lug","Sealed - Flux Protection","12.00mm"
http://spec_sheets.e-switch.com/specs/G510406.pdf,//media.digikey.com/Photos/E-Switch%20Photos/KC26A9.501NPF.jpg,KC26A9.501NPF-ND,KC26A9.501NPF,E-Switch,SWITCH ROTARY 6POS 350MA 125V,367,0,"10.37000","0","1","KC","Active","6","Fixed","1","2","DP6T","Non-Shorting (BBM)","350mA (AC)","125V","-","Flatted (6.35mm Dia)","9.50mm","30°","Copper Alloy","Gold","Panel Mount, Through Hole","PC Pin","-","14.20mm"
http://www.electro-nc.com/rotaryus/c5_6.pdf,//media.digikey.com/photos/Electroswitch/C5P0206N-A.jpg,451-1028-ND,C5P0206N-A,Electroswitch,SWITCH ROTARY 2-6POS 1A 125V,245,0,"10.73000","0","1","C5","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","1A (AC/DC)","125V","28V","Flatted (6.35mm Dia)","14.29mm","30°","Brass","Silver","Panel Mount","Solder Lug","Sealed","20.07mm"
http://www.nkkswitches.com/pdf/NR01%20Rotaries.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_NR0110xANG13-2A.jpg,360-3639-ND,NR01105ANG13-2A,NKK Switches,SWITCH ROTARY SP5T 0.4VA 28V,120,0,"10.88000","0","1","NR01","Active","5","Fixed","1","1","SP5T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Knob","10.80mm","45°","Beryllium Copper","Gold","Through Hole","PC Pin","-","10.50mm"
https://www.nkkswitches.com/pdf/MRlogicLevel.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MRA112.jpg,360-2584-ND,MRA112,NKK Switches,SWITCH ROTARY 2-12POS 250MA 125V,248,1074,"12.38000","0","1","MR","Active","2 ~ 12","Adjustable","1","1","SP12T","Non-Shorting (BBM)","250mA (AC)","125V","-","Flatted (3.17mm Dia)","10.00mm","30°","Copper","Silver","Panel Mount, Through Hole","PC Pin","Process Sealed","17.00mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MA04L1NZQD.jpg,CKN11063-ND,MA04L1NZQD,C&K,SWITCH ROTARY 4POS 250MA 125V,477,0,"12.41000","0","1","M","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Silver","Panel Mount","Solder Lug","-","14.86mm"
https://www.nkkswitches.com/pdf/mrb-1.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_MRB24B_RO.jpg,360-2882-ND,MRB24B,NKK Switches,SWITCH ROTARY 3POS 0.4VA 28V,224,721,"12.62000","0","1","MRB","Active","3","Fixed","1","2","DP3T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Flatted (3.17mm Dia)","10.00mm","45°","Beryllium Copper","Gold","Panel Mount, Through Hole","PC Pin","Sealed - Fully","11.00mm"
http://www.nkkswitches.com/pdf/MRpowerLevel.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_MRY106-A-RO.jpg,360-2379-ND,MRY106-A,NKK Switches,SWITCH ROTARY 2-6POS 3A 125V,2269,1902,"12.66000","0","1","MR","Active","2 ~ 6","Adjustable","1","1","SP6T","Non-Shorting (BBM)","3A (AC), 2A (DC)","125V","30V","Knob","13.00mm","60°","Copper","Silver","Panel Mount","Solder Turret","Sealed - Flux Protection","24.90mm"
https://www.nkkswitches.com/pdf/mrb-1.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MRB14B-A.JPG,360-3154-ND,MRB14B-A,NKK Switches,SWITCH ROTARY 3POS 0.4VA 28V,229,267,"12.66000","0","1","MRB","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Knob","13.00mm","45°","Beryllium Copper","Gold","Panel Mount, Through Hole","PC Pin","Sealed - Fully","11.00mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MC00L1NZQD.jpg,CKC7009-ND,MC00L1NZQD,C&K,SWITCH ROTARY 12POS 250MA 125V,225,0,"12.68000","0","1","M","Active","12","Continuous","1","1","SP12T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","30°","Copper Alloy","Silver","Panel Mount","Solder Lug","-","14.86mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MA05L1NCQD.jpg,CKN10042-ND,MA05L1NCQD,C&K,SWITCH ROTARY 5POS 250MA 125V,1087,0,"12.88000","0","1","M","Active","5","Fixed","1","1","SP5T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Silver","Panel Mount, Through Hole","PC Pin","-","10.42mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/ME00L1NCQD.jpg,CKN6047-ND,ME00L1NCQD,C&K,SWITCH ROTARY 10POS 250MA 125V,128,0,"12.88000","0","1","M","Active","10","Continuous","1","1","SP10T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Silver","Panel Mount, Through Hole","PC Pin","-","11.44mm"
https://www.nkkswitches.com/pdf/MRlogicLevel.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_MRA112-A-RO.jpg,360-2368-ND,MRA112-A,NKK Switches,SWITCH ROTARY 2-12POS 250MA 125V,286,1074,"13.09000","0","1","MR","Active","2 ~ 12","Adjustable","1","1","SP12T","Non-Shorting (BBM)","250mA (AC)","125V","-","Knob","13.00mm","30°","Copper","Silver","Panel Mount, Through Hole","PC Pin","Process Sealed","17.00mm"
http://www.grayhill.com/assets/1/7/Rotary_56.pdf,//media.digikey.com/Photos/Grayhill%20Photos/56DP30-01-2-AJN.jpg,GH7280-ND,56DP30-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 200MA 115V,135,0,"13.10000","0","1","56","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","200mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","30°","Brass","Silver","Panel Mount, Through Hole","PC Pin","-","9.58mm"
https://www.nkkswitches.com/pdf/MRlogicLevel.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MRK403-A.JPG,360-2374-ND,MRK403-A,NKK Switches,SWITCH ROTARY 2-3POS 0.4VA 28V,386,693,"13.18000","0","1","MR","Active","2 ~ 3","Adjustable","1","4","4P3T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Knob","13.00mm","30°","Phosphor Bronze","Gold","Panel Mount, Through Hole","PC Pin","Process Sealed","10.10mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MA00L1NCQD.jpg,CKC7011-ND,MC00L1NCQD,C&K,SWITCH ROTARY 12POS 250MA 125V,1416,0,"13.21000","0","1","M","Active","12","Continuous","1","1","SP12T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","30°","Copper Alloy","Silver","Panel Mount, Through Hole","PC Pin","-","10.42mm"
http://www.grayhill.com/assets/1/7/Rotary_56.pdf,//media.digikey.com/Photos/Grayhill%20Photos/56D36-01-1-AJN.jpg,GH5603-ND,56D36-01-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-10POS 200MA 115V,169,0,"13.37000","0","1","56","Active","2 ~ 10","Adjustable","1","1","SP10T","Non-Shorting (BBM)","200mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","36°","Brass","Silver","Panel Mount","Solder Lug","-","12.19mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MD06L1NCQD.JPG,CKN10047-ND,MD06L1NCQD,C&K,SWITCH ROTARY 6POS 250MA 125V,448,0,"14.67000","0","1","M","Active","6","Fixed","1","2","DP6T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","30°","Copper Alloy","Silver","Panel Mount, Through Hole","PC Pin","-","10.42mm"
http://www.grayhill.com/assets/1/7/Rotary_56.pdf,//media.digikey.com/Photos/Grayhill%20Photos/56D30-01-2-AJN.jpg,GH5602-ND,56D30-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 200MA 115V,144,0,"15.42000","0","1","56","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","200mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","12.19mm"
https://www.nkkswitches.com/pdf/MRlogicLevel.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_MRA403_A_RO.jpg,360-2679-ND,MRA403-A,NKK Switches,SWITCH ROTARY 2-3POS 250MA 125V,103,356,"15.47000","0","1","MR","Active","2 ~ 3","Adjustable","1","4","4P3T","Non-Shorting (BBM)","250mA (AC)","125V","-","Knob","13.00mm","30°","Copper","Silver","Panel Mount, Through Hole","PC Pin","Process Sealed","17.00mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/50D45-01-1-AJN.JPG,GH7347-ND,50D45-01-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-8POS 150MA 115V,307,0,"18.90000","0","1","50","Active","2 ~ 8","Adjustable","1","1","SP8T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","45°","-","Gold","Panel Mount","Solder Lug","-","18.77mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71BD36-01-1-AJN.JPG,GH7311-ND,71BD36-01-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-10POS 250MA 115V,206,0,"19.24000","0","1","71","Active","2 ~ 10","Adjustable","1","1","SP10T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","36°","Silver Alloy","-","Panel Mount","Solder Lug","-","19.33mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/50DP90-01-1-AJN.JPG,GH7357-ND,50DP90-01-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-4POS 150MA 115V,190,0,"19.74000","0","1","50","Active","2 ~ 4","Adjustable","1","1","SP4T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","90°","-","Gold","Panel Mount, Through Hole","PC Pin","-","13.64mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/HS16-1N-AT432.JPG,360-3300-ND,HS16-1N-AT432,NKK Switches,SWITCH ROTARY 2-11POS 12A 125V,134,0,"21.74000","0","1","HS","Active","2 ~ 11","Adjustable","1","1","SP11T","Non-Shorting (BBM)","12A (AC)","125V","-","Knob","15.00mm","30°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","31.50mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D0406N-A.jpg,451-1016-ND,C4D0406N-A,Electroswitch,SWITCH ROTARY 2-6POS 300MA 125V,106,0,"38.89000","0","1","C4","Active","2 ~ 6","Adjustable","2","2","DP6T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","27.33mm"
http://www.electro-nc.com/rotaryus/c7.pdf,//media.digikey.com/photos/Electroswitch/C7D0124N-C.jpg,451-1036-ND,C7D0124N-C,Electroswitch,SWITCH ROTARY 24POS 500MA 125V,233,0,"41.01000","0","1","C7","Active","24","Continuous","1","1","SP24T","Non-Shorting (BBM)","500mA (AC), 1A (DC)","125V","28V","Flatted (6.35mm Dia)","14.29mm","15°","Brass","Silver","Panel Mount","Solder Lug","-","20.60mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D0612N-A.jpg,451-1021-ND,C4D0612N-A,Electroswitch,SWITCH ROTARY 2-12POS 300MA 125V,120,0,"74.35000","0","1","C4","Active","2 ~ 12","Adjustable","6","1","SP12T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","56.18mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/HS16-6N-RO.jpg,360-2988-ND,HS16-6N,NKK Switches,SWITCH ROTARY 2-11POS 12A 125V,49,19,"99.00000","0","1","HS","Active","2 ~ 11","Adjustable","6","1","SP11T","Non-Shorting (BBM)","12A (AC)","125V","-","Flatted (6mm Dia)","15.00mm","30°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","81.50mm"
https://www.ckswitches.com/media/1910/rm.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/RM100002BCB.JPG,CKN10690-ND,RM100002BCB,C&K,SWITCH ROTARY 8POS 500MA 24V,1220,0,"2.27000","0","1","RM","Active","8","Continuous","1","1","SP7T","Non-Shorting (BBM)","500mA (DC)","-","24V","Screwdriver Slot","Flush","45°","Brass","Gold","Through Hole","PC Pin","-","7.37mm"
https://www.ckswitches.com/media/1351/r.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/R10305RN02Q.JPG,CKN9479-ND,R10305RN02Q,C&K,SWITCH ROTARY 3POS 5A 125V,907,0,"3.73000","0","1","R","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","5A (AC), 500mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","36°","Copper","Silver","Through Hole","PC Pin","-","10.29mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A10415RNCQ.JPG,CKN9450-ND,A10415RNCQ,C&K,SWITCH ROTARY 4POS 2.5A 125V,115,0,"5.22000","0","1","A","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
http://spec_sheets.e-switch.com/specs/G510460.pdf,//media.digikey.com/Photos/E-Switch%20Photos/KC34A30.001NPS.jpg,EG1955-ND,KC34A30.001NPS,E-Switch,SWITCH ROTARY 4POS 350MA 125V,972,0,"6.06000","0","1","KC","Active","4","Fixed","1","3","3P4T","Non-Shorting (BBM)","350mA (AC)","125V","-","Flatted (6.35mm Dia)","30.00mm","30°","Copper Alloy","Silver","Panel Mount, Through Hole","PC Pin","-","14.20mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A12515RNZQ.JPG,CKN10618-ND,A12515RNZQ,C&K,SWITCH ROTARY 8POS 2.5A 125V,210,0,"6.27000","0","1","A","Active","8","Fixed","1","1","SP8T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","45°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A30415RNZQ.jpg,CKC7006-ND,A30415RNZQ,C&K,SWITCH ROTARY 4POS 2.5A 125V,120,0,"6.95000","0","1","A","Active","4","Fixed","1","3","3P4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1354/rta.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/RTAP31S07M25NS.JPG,CKN10657-ND,RTAP34S02M25NS,C&K,SWITCH ROTARY 2POS 150MA 60V,328,0,"7.35000","0","1","RTA","Active","2","Fixed","1","4","4PDT","Non-Shorting (BBM)","150mA (AC/DC)","60V","60V","Round (6mm Dia), Slotted","25.00mm","30°","Brass","Silver","Panel Mount, Through Hole","PC Pin","-","12.60mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A10405RNCQE.jpg,CKN10613-ND,A10405RNCQE,C&K,SWITCH ROTARY 4POS 2.5A 125V,182,0,"7.42000","0","1","A","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","Epoxy Sealed Terminals","14.48mm"
//media.digikey.com/pdf/Data Sheets/CTS Corporation PDFs/212T0111S332RA.pdf,//media.digikey.com/Photos/CTS%20Photos/212T0111S332RA.jpg,CT2122-ND,212T0111S332RA,CTS Electrocomponents,SWITCH ROTARY 11POS 750MA 125V,149,0,"8.52000","0","1","212","Active","11","Fixed","1","1","SP11T","Shorting (MBB)","750mA (AC), 250mA (DC)","125V","28V","Round (6.35mm Dia)","15.90mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","22.17mm"
http://spec_sheets.e-switch.com/specs/G510260.pdf,//media.digikey.com/Photos/E-Switch%20Photos/KC34A30%5E001NLS.jpg,EG1956-ND,KC34A30.001NLS,E-Switch,SWITCH ROTARY 4POS 350MA 125V,322,0,"8.65000","0","1","KC","Active","4","Fixed","1","3","3P4T","Non-Shorting (BBM)","350mA (AC)","125V","-","Flatted (6.35mm Dia)","30.00mm","30°","Copper Alloy","Silver","Panel Mount","Solder Lug","-","18.50mm"
//media.digikey.com/pdf/Data Sheets/CTS Corporation PDFs/212P0112N332RA_1.pdf,//media.digikey.com/Photos/CTS%20Photos/212PO112N332RA.JPG,CT2123-ND,212P0112N332RA,CTS Electrocomponents,SWITCH ROTARY 12POS 750MA 125V,195,0,"9.30000","0","1","212","Active","12","Fixed","1","1","SP12T","Non-Shorting (BBM)","750mA (AC), 250mA (DC)","125V","28V","Round (6.35mm Dia)","15.90mm","30°","Brass","Silver","Panel Mount, Through Hole, Right Angle","PC Pin","-","-"
//media.digikey.com/pdf/Data Sheets/CTS Corporation PDFs/212P0111S332RA.pdf,//media.digikey.com/Photos/CTS%20Photos/212PO111S332RA.jpg,CT2124-ND,212P0111S332RA,CTS Electrocomponents,SWITCH ROTARY 11POS 750MA 125V,166,0,"9.30000","0","1","212","Active","11","Fixed","1","1","SP11T","Shorting (MBB)","750mA (AC), 250mA (DC)","125V","28V","Round (6.35mm Dia)","15.90mm","30°","Brass","Silver","Panel Mount, Through Hole, Right Angle","PC Pin","-","-"
