Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Actuator Type","Switch Function","Functions, Extra","Output","Voltage - Supply","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Contact Material","Contact Finish","Resistance","Mounting Type","Termination Style","Operating Temperature","Panel Cutout Dimensions","Ingress Protection","Features"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF45S10.jpg,1040-1024-ND,HF45S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,10,0,"206.51000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","2 Pushbuttons","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HFX-45S10.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/HFX-45S10.jpg,679-2266-ND,HFX45S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,2,0,"265.62000","0","1","HFX Series I","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","2 Pushbuttons","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Circular - 41.66mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,//media.digikey.com/Photos/APEM%20Comp%20Photos/HG-44MIS000-2654.jpg,1040-1094-ND,HG-44MIS000-2654,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,25,0,"470.99000","0","1","HG","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","4 Pushbuttons, 4-Way Thumbstick, Index Trigger","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-25°C ~ 70°C","Circular - 71.40mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,//media.digikey.com/Photos/APEM%20Comp%20Photos/HG-44MIS000-U-2655.jpg,1040-1095-ND,HG-44MIS000-U-2655,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,9,0,"878.99000","0","1","HG","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","4 Pushbuttons, 4-Way Thumbstick, Index Trigger","Digital (Hall Effect Over USB Interface)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-25°C ~ 70°C","Circular - 71.40mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://cdn.sparkfun.com/datasheets/Components/Switches/LEVER8184.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-08184.jpg,1568-1827-ND,COM-08184,SparkFun Electronics,SURFACE MOUNT NAVIGATION SWITCH,98,0,"1.50000","0","1","-","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","10mA (DC)","-","5V","-","-","-","Surface Mount","J Lead","-","-","-","-"
http://cdn.sparkfun.com/datasheets/Components/Switches/ZippyyStick.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-09182.jpg,1568-1483-ND,COM-09182,SparkFun Electronics,ARCADE JOYSTICK SHORT HANDLE,12,0,"16.95000","0","1","Zippyy","Active","Joystick, 2 - Axis","Ball Tip","8-Way Directional","-","Digital (Mechanical Switch)","-","-","-","-","-","-","-","Panel Mount","Quick Connect - 0.250"" (6.3mm)","-","-","-","Arcade Style"
https://www.parallax.com/sites/default/files/downloads/27808-Gimbal-Joystick-w-Adapter-Guide-v1.1.pdf,//media.digikey.com/photos/Parallax%20Photos/27808.jpg,27808-ND,27808,Parallax Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT,19,0,"34.99000","0","1","-","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Wire Leads with Connector","-","-","-","-"
http://www.grayhill.com/assets/1/7/67A_datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/67A-DF-3C-030C.jpg,GH7699-ND,67A-DF-3C-030C,Grayhill Inc.,SWITCH JOYSTICK FINGER TIP HALL,47,0,"64.97000","0","1","67A","Active","Joystick, 2 - Axis","Finger Tip","360° Directional","-","Digital (Hall Effect Over I²C Interface)","3.3VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Circular - 25.58mm Dia","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=924,//media.digikey.com/photos/APEM%20Comp%20Photos/2V17F1100.jpg,679-1404-ND,2V17F1100,APEM Inc.,SWITCH JOYSTICK 16A 250V,43,0,"68.82000","0","1","1000","Active","Joystick, 2 - Axis","Joystick","8-Way Directional","-","Digital (Mechanical Switch)","-","16A (AC)","250V","-","Silver (Ag)","-","-","Panel Mount","Quick Connect - 0.250"" (6.3mm)","-20°C ~ 50°C","Circular - 20.00mm Dia","IP67 - Dust Tight, Waterproof","Includes Limiter and Bezel Set"
//media.digikey.com/pdf/Data%20Sheets/APEM%20Components%20PDFs/HR_Series_Friction%20Hold_Ds.pdf,"//media.digikey.com/photos/APEM%20Comp%20Photos/HRS202B(7,8).jpg",679-3755-ND,HRS202B8,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,20,0,"82.74000","0","1","HR","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-30°C ~ 70°C","-","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1263,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_CWB1BK1A0xA0.jpg,1040-1059-ND,CWB1BK1A02A0,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,21,0,"102.41000","0","1","CW","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount, Snap-In","Connector","-40°C ~ 85°C","Rectangular - 22.73mm x 10.67mm","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1207,//media.digikey.com/Photos/APEM%20Comp%20Photos/HS1A14SA.jpg,679-3579-ND,HS1A14SA,APEM Inc.,SWITCH THMBSTK CASTLE 100MA 30V,18,0,"107.49000","0","1","HS","Active","Thumbstick, 2 - Axis","Castle","4-Way Directional","-","Digital (Mechanical Switch)","-","100mA (DC)","-","30V","-","Silver","-","Panel Mount","Connector","-25°C ~ 80°C","Circular - 25.65mm Dia","IP68/69K - Dust Tight, Water Resistant, Waterproof","-"
-,//media.digikey.com/Photos/EAO/MFG_44-800.8.jpg,1948-1419-ND,44-800.8,EAO,CONTROL SWITCH 8 POSITIONS MAIN,18,0,"108.53000","0","1","44","Active","Joystick, 2 - Axis","Joystick","8-Way Directional","-","Digital (Mechanical Switch)","-","5A (AC)","250V","-","-","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","-","Circular - 22.30mm Dia","IP65 - Dust Tight, Water Resistant","-"
http://www.grayhill.com/assets/1/7/Hall_Effect_68B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_68B-1x5-4_primary.jpg,GH7881-ND,68B-105-4,Grayhill Inc.,SWITCH PADDLE HALL EFFECT,11,0,"115.86000","0","1","68B","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Rectangular - 35.81mm x 21.34mm","IP67 - Dust Tight, Waterproof","Black Actuator"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=134,//media.digikey.com/photos/APEM%20Comp%20Photos/HTW-00-BLACK.jpg,679-2287-ND,TW01BLK1,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,39,0,"116.91000","0","1","TW","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Rectangular - 36.60mm x 16.30mm","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/TS-1D1U00A-1293.jpg,679-2500-ND,TS-1D1U00A-1293,APEM Inc.,SWITCH THUMBSTICK CASTLE HALL,62,0,"122.64000","0","1","TS","Active","Thumbstick, 1 - Axis","Castle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/CH%20Products/TS-AA1S00A.JPG,1040-1030-ND,TSAA1S00A,APEM Inc.,SWITCH THMBSTK MULTI HALL EFFECT,45,0,"122.64000","0","1","TS","Active","Thumbstick, 2 - Axis","Multiple","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/CH%20Products/TS-AA1.jpg,1040-1096-ND,TSAA1U00A,APEM Inc.,SWITCH THMBSTK MULTI HALL EFFECT,8,0,"122.64000","0","1","TS","Active","Thumbstick, 1 - Axis","Multiple","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=924,//media.digikey.com/Photos/CH%20Products/1D27F1500.jpg,679-1407-ND,1D27F1500,APEM Inc.,SWITCH JOYSTICK 6A 250V,37,0,"124.78000","0","1","1000","Active","Joystick, 2 - Axis","Joystick","8-Way Directional","-","Digital (Mechanical Switch)","-","6A (AC)","250V","-","Silver (Ag)","Gold","-","Panel Mount","Solder Lug","-20°C ~ 50°C","Circular - 22.00mm Dia","IP65 - Dust Tight, Water Resistant","Includes Limiter and Bezel Set"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/APEM%20Comp%20Photos/M11L001M.jpg,1040-1120-ND,M11L001M,APEM Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT,20,44,"125.26000","0","1","M","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/photos/APEM%20Comp%20Photos/M21C051P.jpg,679-2258-ND,M21C051P,APEM Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT,51,67,"126.09000","0","1","M","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","1 Pushbutton","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
http://www.grayhill.com/assets/1/7/04J_datasheet.pdf,//media.digikey.com/photos/Grayhill%20Photos/04J-AP-C01.JPG,GH7875-ND,04J-AS-T01,Grayhill Inc.,SWITCH NAVIGATION CASTLE 2A 115V,7,2,"129.27000","0","1","04J","Active","Navigation Switch, 2 - Axis","Castle","4-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","2A (AC/DC)","115V","28V","Nickel","Gold","-","Panel Mount","Solder Lug","-55°C ~ 85°C","-","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF-11.jpg,1040-1098-ND,HF11S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,23,0,"131.55000","0","1","HF","Active","Joystick, 2 - Axis","Joystick","360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF-11.jpg,1040-1105-ND,HF11Y10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,4,0,"131.55000","0","1","HF","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/APEM%20Comp%20Photos/M11L0C1M.jpg,1040-1121-ND,M11L0C1M,APEM Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT,16,0,"131.84000","0","1","M","Active","Joystick, 2 - Axis","Ball Tip","4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_TSHA1S00A1BB.jpg,679-3918-ND,TSHA1S00A1BB,APEM Inc.,"TS SERIES, TWO AXIS, 22AWG, 0V T",12,224,"142.89000","0","1","TS","Active","Thumbstick, 2 - Axis","Castle","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","Illuminated"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=588,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_BL140A01BKBK0000.jpg,679-3896-ND,BL140A01BKBK0000,APEM Inc.,SWITCH JOYSTICK PADDLE HALL,18,0,"148.51000","0","1","BL","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-25°C ~ 70°C","Rectangular - 21.00mm x 7.00mm","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/photos/APEM%20Comp%20Photos/TSAA1S09A.jpg,1040-1057-ND,TSAA1S09A,APEM Inc.,SWITCH THMBSTK MULTI HALL EFFECT,14,0,"151.44000","0","1","TS","Active","Thumbstick, 2 - Axis","Multiple","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/TSAT1S02A.JPG,679-3657-ND,TSAT1S02A,APEM Inc.,SWITCH THMBSTK MULTI HALL EFFECT,22,0,"155.60000","0","1","TS","Active","Thumbstick, 2 - Axis","Multiple","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.02mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF22S10.jpg,1040-1099-ND,HF22S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,14,0,"157.49000","0","1","HF","Active","Joystick, 2 - Axis","Joystick","360° Directional","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/TSBT2S02A.JPG,679-3668-ND,TSBT2S02A,APEM Inc.,SWITCH THUMBSTICK CASTLE HALL,6,0,"158.92000","0","1","TS","Active","Thumbstick, 2 - Axis","Castle","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.02mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
//media.digikey.com/pdf/Data%20Sheets/APEM%20Components%20PDFs/BF%20Series.pdf,//media.digikey.com/Photos/APEM%20Comp%20Photos/BF140A01RE0000.jpg,679-2369-ND,BF140A01RE0000,APEM Inc.,SWITCH JOYSTICK PADDLE HALL,17,0,"160.19000","0","1","BF","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-25°C ~ 70°C","Rectangular - 21.00mm x 10.00mm","IP67 - Dust Tight, Waterproof","Red Actuator"
//media.digikey.com/pdf/Data%20Sheets/CH%20Products%20PDFs/BF_Series.pdf,//media.digikey.com/Photos/CH%20Products/BD150A01RE0000.jpg,1040-1015-ND,BD150A01RE0000,APEM Inc.,SWITCH JOYSTICK PADDLE HALL,5,0,"160.19000","0","1","BD","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-25°C ~ 70°C","Rectangular - 21.00mm x 10.00mm","IP67 - Dust Tight, Waterproof","Red Actuator"
//media.digikey.com/pdf/Data%20Sheets/APEM%20Components%20PDFs/S30L081P.pdf,//media.digikey.com/Photos/APEM%20Comp%20Photos/S30L081P.jpg,679-2502-ND,S30L081P,APEM Inc.,JOYSTICK 5K OHM 3 AXIS PNL MT,14,0,"172.83000","0","1","S","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-","-","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/CH%20Products/TS-1R1S14A.jpg,1040-1028-ND,TS1R3S14A,APEM Inc.,SWITCH THUMBSTICK CASTLE HALL,3,0,"176.63000","0","1","TS","Active","Thumbstick, 2 - Axis","Castle","4-Way Directional","-","Digital (Hall Effect Over USB Interface)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=940,//media.digikey.com/Photos/APEM%20Comp%20Photos/8BE2SE-65-249.jpg,679-2368-ND,8BE2SE-65-249,APEM Inc.,SWITCH JOYSTICK 1A 125V,8,0,"184.52000","0","1","8000","Active","Joystick, 2 - Axis","Joystick","8-Way Directional","-","Digital (Mechanical Switch)","-","1A (AC)","125V","-","-","Gold","-","Panel Mount","Wire Leads","-25°C ~ 80°C","Circular - 41.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF11S10U.jpg,1040-1016-ND,HF11S10U,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,5,0,"206.45000","0","1","HF","Active","Joystick, 2 - Axis","Joystick","360° Directional","-","Digital (Hall Effect Over USB Interface)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HFX-36S10.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/HFX-36S10.jpg,679-2267-ND,HFX36S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,20,0,"221.49000","0","1","HFX Series I","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Circular - 41.66mm Dia","IP65 - Dust Tight, Water Resistant","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HFX-33S10.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/HFX-33S10.jpg,679-2264-ND,HFX33S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,16,0,"221.49000","0","1","HFX Series I","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Circular - 41.66mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF52S10.jpg,679-3653-ND,HF52S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,18,0,"235.76000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","2 Pushbuttons","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=163,//media.digikey.com/photos/APEM%20Comp%20Photos/4R252S1E5500.jpg,679-1409-ND,4R252S1E5500,APEM Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT 1W,18,0,"268.28000","0","1","4000","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 23.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
http://www.grayhill.com/assets/1/7/VDC_datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/3J2115-200N.jpg,GH7919-ND,3J2115-200N,Grayhill Inc.,"VDC,JOYSTICK,TARGETS,CANOPEN-2YS",9,0,"319.16000","0","1","3J","Active","Joystick, 3 - Axis","Joystick","360° Directional, 360° Rotational, Center Select","5 Pushbuttons","Digital (Mechanical Switch)","8 ~ 32VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","-","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=67,//media.digikey.com/Photos/APEM%20Comp%20Photos/3140SAL6475.jpg,1040-1135-ND,3140SAL6475,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,2,0,"321.12000","0","1","3000","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-25°C ~ 75°C","Circular - 39.00mm Dia","IP65 - Dust Tight, Water Resistant","Center Detect"
//media.digikey.com/pdf/Data%20Sheets/APEM%20Components%20PDFs/HF3397.pdf,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_HF3397.jpg,679-3753-ND,HF3397,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,3,0,"397.79000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","2 Pushbuttons","Digital (Hall Effect Over CANbus Interface)","6 ~ 35VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-40°C ~ 85°C","Circular - 41.28mm Dia","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1089,//media.digikey.com/Photos/APEM%20Comp%20Photos/CJ-N3DP0013N.jpg,1040-1029-ND,CJ-N3DP0013N,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,3,0,"475.73000","0","1","CJ","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","3 Pushbuttons, Deadman","Digital (Hall Effect Over USB Interface)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 70°C","Circular - 57.15mm Dia","IP67 - Dust Tight, Waterproof","-"
