Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Circuit","Number of Positions","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Illumination","Illumination Type, Color","Illumination Voltage (Nominal)","Mounting Type","Termination Style","Panel Cutout Dimensions","Ingress Protection","Features","Operating Temperature"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,Z6771-ND,A22NW-2RM-TGA-G100-GB,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,40,0,"20.98000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://us.idec.com/Common/Download.aspx?d=145200,//media.digikey.com/Photos/IDEC/MFG_ASW211.jpg,1885-1182-ND,ASW211,IDEC,22MM SELECTOR SWITCH,75,0,"23.92000","0","1","TW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","110V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP65 - Dust Tight, Oil and Water Resistant","-","-25°C ~ 50°C"
http://us.idec.com/Common/Download.aspx?d=145200,//media.digikey.com/Photos/IDEC/MFG_ASW320.jpg,1885-1071-ND,ASW320,IDEC,22MM SELECTOR SWITCH,74,0,"23.92000","0","1","TW","Active","Standard","DPST-NO","3","On-Off-Off, Off-Off-On","10A (AC), 8A (DC)","110V","24V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP65 - Dust Tight, Oil and Water Resistant","-","-25°C ~ 50°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,//media.digikey.com/Photos/Omron%20Auto/A22NW-2RM-TGA-G102-GD.JPG,Z6776-ND,A22NW-2RM-TGA-G102-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,14,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,Z6773-ND,A22NW-2RM-TGA-G101-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,19,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,Z6772-ND,A22NW-2RM-TGA-G100-GD,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,25,0,"26.88000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","100 ~ 120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,Z6780-ND,A22NW-2RM-TRA-G100-RD,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,11,0,"26.88000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","100 ~ 120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,//media.digikey.com/Photos/Omron%20Auto/A22NW-3RM-TYA-G101-YC.jpg,Z6783-ND,A22NW-3RB-TYA-G101-YB,Omron Automation and Safety,SWITCH SELECT 3POS DPST-NO 10A,17,0,"26.98000","0","1","A22NW","Active","Standard","DPST-NO","3","Mom-Off-Mom, Mom-Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,Z6777-ND,A22NW-2RM-TGA-G102-GC,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,20,0,"27.04000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,Z6782-ND,A22NW-3RB-TAA-G101-AC,Omron Automation and Safety,SWITCH SELECT 3POS DPST-NO 10A,17,0,"27.88000","0","1","A22NW","Active","Standard","DPST-NO","3","Mom-Off-Mom, Mom-Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,Z6781-ND,A22NW-3BM-TAA-G101-AC,Omron Automation and Safety,SWITCH SELECT 3POS DPST-NO 10A,11,0,"27.88000","0","1","A22NW","Active","Standard","DPST-NO","3","On-Off-Off, Off-Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,Z11151-ND,A22NW-3RB-TGA-G102-GC,Omron Automation and Safety,SWITCH SELECT 3POS DPST 10A 120V,7,0,"27.88000","0","1","A22NW","Active","Standard","DPST-NO/NC","3","Mom-Off-Mom, Mom-On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a3us_a225-e1_4_1_csm1012312.pdf,-,Z6940-ND,A3US-SB-2M-AC,Omron Automation and Safety,SWITCH SELECT 2POS SPDT 100MA,8,7,"30.87000","0","1","A3US","Active","Standard","SPDT","2","On-On","100mA (DC)","-","30V","Non-Illuminated","-","-","Panel Mount","Connector","Circular - 25.20mm Dia","IP40","Bezel - Round","-20°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,Z6775-ND,A22NW-2RM-TGA-G101-GD,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,20,0,"32.19000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","100 ~ 120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,//media.digikey.com/Photos/Omron%20Auto/A22NW-2RM-TGA-G102-GD.JPG,Z6778-ND,A22NW-2RM-TGA-G102-GD,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,20,0,"32.19000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","100 ~ 120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://us.idec.com/Common/Download.aspx?d=193354,//media.digikey.com/Photos/IDEC/MFG_HW1F-2F10QD-G-120V.jpg,1885-1676-ND,HW1F-2F10QD-G-120V,IDEC,22MM SELECTOR SWITCH LIGHTED,10,0,"32.70000","0","1","HW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","110V","24V","Illuminated","LED, Green","120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP65 - Dust Tight, Water Resistant","-","-25°C ~ 50°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,Z6779-ND,A22NW-2RM-TGA-G102-GE,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,18,0,"33.34000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","200 ~ 240 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://us.idec.com/Common/Download.aspx?d=447459,//media.digikey.com/Photos/IDEC/LBW6S-2T5.JPG,1885-1901-ND,LBW6S-2T5,IDEC,LBW FLUSH SEL 2-POS MAIN.,10,0,"33.96000","0","1","LBW","Active","Standard","SPDT","2","On-On","5A (AC/DC)","125V","30V","Non-Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 22.30mm Dia","IP65 - Dust Tight, Water Resistant","-","-25°C ~ 60°C"
http://us.idec.com/Common/Download.aspx?d=447459,//media.digikey.com/Photos/IDEC/LBW6S-2T1V.JPG,1885-1900-ND,LBW6S-2T1V,IDEC,LBW FLUSH SEL 2-POS MAIN.,8,0,"33.96000","0","1","LBW","Active","Standard","SPDT","2","On-On","100mA (AC/DC)","125V","30V","Non-Illuminated","-","-","Panel Mount","PC Pin","Circular - 22.30mm Dia","IP65 - Dust Tight, Water Resistant","-","-25°C ~ 60°C"
http://us.idec.com/Common/Download.aspx?d=447459,//media.digikey.com/Photos/IDEC/LBW6S-xT6.JPG,1885-1903-ND,LBW6S-3T6,IDEC,LBW FLUSH SEL 3-POS MAIN.,8,0,"37.25000","0","1","LBW","Active","Standard","DPDT","3","On-Off-On","5A (AC/DC)","125V","30V","Non-Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 22.30mm Dia","IP65 - Dust Tight, Water Resistant","-","-25°C ~ 60°C"
https://eao.com/fileadmin/documents/PDFs/en/01_main-catalogue/EAO_MC_51_Main-Catalogue_EN.pdf,//media.digikey.com/Photos/EAO/52-131.022.JPG,1948-1722-ND,52-131.022,EAO,SELECTOR SWITCH 2 POSITIONS MOM,19,0,"39.45000","0","1","51","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","5A (AC)","250V","-","Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.20mm Dia","IP65 - Dust Tight, Water Resistant","-","-25°C ~ 55°C"
-,//media.digikey.com/photos/EAO/MFG_45-1828.1C90.001.101.jpg,1948-1454-ND,45-1828.1C90.001.101,EAO,(45-1828.1C90.001.101) SELECTOR,35,0,"39.66000","0","1","45","Active","Standard","SPST-NO","2","Off-On","10A (AC/DC)","500V","500V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66/67/69K - Dust Tight, Water Resistant, Waterproof","-","-25°C ~ 70°C"
https://assets.omron.com/m/2b22af8565a287d3/original/A165S-W_Datasheet-pdf.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A165S-J2A-1.JPG,Z1376-ND,A165S-J2A-1,Omron Automation and Safety,SWITCH SELECT 2POS SPDT 5A 125V,15,0,"39.69000","0","1","A165S","Active","Standard","SPDT","2","On-Mom","5A (AC), 3A (DC)","125V","30V","Non-Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.00mm Dia","IP65 - Dust Tight, Oil and Water Resistant","Bezel - Rectangular","-10°C ~ 55°C"
https://assets.omron.com/m/2b22af8565a287d3/original/A165S-W_Datasheet-pdf.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/A165S-T2M-1,%20A165S-T2A-1.jpg",Z1388-ND,A165S-T2A-1,Omron Automation and Safety,SWITCH SELECT 2POS SPDT 5A 125V,10,0,"39.69000","0","1","A165S","Active","Standard","SPDT","2","On-Mom","5A (AC), 3A (DC)","125V","30V","Non-Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.00mm Dia","IP65 - Dust Tight, Oil and Water Resistant","Bezel - Round","-10°C ~ 55°C"
http://us.idec.com/Common/Download.aspx?d=447459,-,1885-1894-ND,LBW6MS-2T6,IDEC,LBW FLUSH SEL 2-POS MAIN.,7,0,"40.74000","0","1","LBW","Active","Standard","DPDT","2","On-On","5A (AC/DC)","125V","30V","Non-Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 22.30mm Dia","IP65 - Dust Tight, Water Resistant","-","-25°C ~ 60°C"
http://us.idec.com/Common/Download.aspx?d=447459,-,1885-1895-ND,LBW6MS-3T6,IDEC,LBW FLUSH SEL 3-POS MAIN.,7,0,"40.74000","0","1","LBW","Active","Standard","DPDT","3","On-Off-On","5A (AC/DC)","125V","30V","Non-Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 22.30mm Dia","IP65 - Dust Tight, Water Resistant","-","-25°C ~ 60°C"
https://eao.com/fileadmin/documents/PDFs/en/01_main-catalogue/EAO_MC_51_Main-Catalogue_EN.pdf,//media.digikey.com/Photos/EAO/52-271.025.JPG,1948-1724-ND,52-271.025,EAO,SELECTOR SWITCH 2 POSITIONS MAIN,18,0,"41.45000","0","1","51","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","5A (AC)","250V","-","Illuminated","-","-","Panel Mount","Solder Lug","Circular - 16.20mm Dia","IP65 - Dust Tight, Water Resistant","-","-25°C ~ 55°C"
https://eao.com/fileadmin/documents/PDFs/en/01_main-catalogue/EAO_MC_14_Main-Catalogue_EN.pdf,//media.digikey.com/Photos/EAO/14-506.0250.jpg,1948-1248-ND,14-507.0250,EAO,SELECTOR SWITCH 2 POSITIONS MAIN,6,0,"41.53000","0","1","14","Active","Standard","4PST-2NO/2NC","2","On-Off, Off-On","5A (AC)","250V","-","Non-Illuminated","-","-","Panel Mount","Solder Lug","Circular - 22.30mm Dia","IP67 - Dust Tight, Waterproof","Bezel - Round, Black Knob","-25°C ~ 55°C"
http://us.idec.com/Common/Download.aspx?d=447459,//media.digikey.com/Photos/IDEC/LBW6MS-2T5.jpg,1885-1893-ND,LBW6MS-2T5,IDEC,LBW FLUSH SEL 2-POS MAIN.,9,0,"41.75000","0","1","LBW","Active","Standard","SPDT","2","On-On","5A (AC/DC)","125V","30V","Non-Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 22.30mm Dia","IP65 - Dust Tight, Water Resistant","-","-25°C ~ 60°C"
https://eao.com/fileadmin/documents/PDFs/en/01_main-catalogue/EAO_MC_51_Main-Catalogue_EN.pdf,//media.digikey.com/Photos/EAO/52-271.022.jpg,1948-1723-ND,52-271.022,EAO,SELECTOR SWITCH 2 POSITIONS MAIN,40,0,"42.00000","0","1","51","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","5A (AC)","250V","-","Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.20mm Dia","IP65 - Dust Tight, Water Resistant","-","-25°C ~ 55°C"
-,//media.digikey.com/Photos/EAO/45-1819.1C90.003.108.jpg,1948-1452-ND,45-1819.1C90.003.108,EAO,(45-1819.1C90.003.108) SELECTOR,37,0,"42.59000","0","1","45","Active","Standard","DPST-NO","3","On-Off-On","10A (AC/DC)","500V","500V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66/67/69K - Dust Tight, Water Resistant, Waterproof","-","-25°C ~ 70°C"
-,//media.digikey.com/photos/EAO/MFG_45-180S.1C90.003.108.jpg,1948-1450-ND,45-180S.1C90.003.108,EAO,(45-180S.1C90.003.108) SELECTOR,34,0,"42.59000","0","1","45","Active","Standard","DPST-NO","3","Mom-Off-Mom","10A (AC/DC)","500V","500V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66/67/69K - Dust Tight, Water Resistant, Waterproof","-","-25°C ~ 70°C"
https://assets.omron.com/m/2b22af8565a287d3/original/A165S-W_Datasheet-pdf.pdf,-,Z6736-ND,A165S-J2M-2,Omron Automation and Safety,SWITCH SELECT 2POS DPDT 5A 125V,13,0,"43.00000","0","1","A165S","Active","Standard","DPDT","2","On-On","5A (AC), 3A (DC)","125V","30V","Non-Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.00mm Dia","IP65 - Dust Tight, Oil and Water Resistant","Bezel - Rectangular","-10°C ~ 55°C"
-,//media.digikey.com/photos/EAO/MFG_45-1828.2C90.001.101.jpg,1948-1456-ND,45-1828.2C90.001.101,EAO,(45-1828.2C90.001.101) SELECTOR,15,0,"43.06000","0","1","45","Active","Standard","SPST-NO","2","Off-On","10A (AC/DC)","500V","500V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66/67/69K - Dust Tight, Water Resistant, Waterproof","-","-25°C ~ 70°C"
-,//media.digikey.com/photos/EAO/45-1828.3c90.001.101.jpg,1948-1458-ND,45-1828.3C90.001.101,EAO,(45-1828.3C90.001.101) SELECTOR,18,0,"43.31000","0","1","45","Active","Standard","SPST-NO","2","Off-On","10A (AC/DC)","500V","500V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66/67/69K - Dust Tight, Water Resistant, Waterproof","-","-25°C ~ 70°C"
https://eao.com/fileadmin/documents/PDFs/en/01_main-catalogue/EAO_MC_51_Main-Catalogue_EN.pdf,//media.digikey.com/photos/EAO/52-473.036.jpg,1948-1726-ND,52-473.036,EAO,SELECTOR SWITCH 2 POSITIONS MAIN,80,0,"44.29000","0","1","51","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","100mA (AC/DC)","42V","42V","Illuminated","-","-","Panel Mount","PC Pin, Solder Lug","Circular - 16.20mm Dia","IP65 - Dust Tight, Water Resistant","-","-25°C ~ 55°C"
-,//media.digikey.com/photos/EAO/MFG_45-180S.2C90.003.108.jpg,1948-1451-ND,45-180S.2C90.003.108,EAO,(45-180S.2C90.003.108) SELECTOR,31,0,"45.42000","0","1","45","Active","Standard","DPST-NO","3","Mom-Off-Mom","10A (AC/DC)","500V","500V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66/67/69K - Dust Tight, Water Resistant, Waterproof","-","-25°C ~ 70°C"
-,-,1948-1457-ND,45-1828.2C90.001.105,EAO,(45-1828.2C90.001.105) SELECTOR,19,0,"45.42000","0","1","45","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC/DC)","500V","500V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66/67/69K - Dust Tight, Water Resistant, Waterproof","-","-25°C ~ 70°C"
-,//media.digikey.com/photos/EAO/45-1819.2c90.003.108.jpg,1948-1453-ND,45-1819.2C90.003.108,EAO,(45-1819.2C90.003.108) SELECTOR,17,0,"45.42000","0","1","45","Active","Standard","DPST-NO","3","On-Off-On","10A (AC/DC)","500V","500V","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66/67/69K - Dust Tight, Water Resistant, Waterproof","-","-25°C ~ 70°C"
https://eao.com/fileadmin/documents/PDFs/en/01_main-catalogue/EAO_MC_51_Main-Catalogue_EN.pdf,//media.digikey.com/photos/EAO/52-272.025.jpg,1948-1725-ND,52-272.025,EAO,SELECTOR SWITCH 2 POSITIONS MAIN,19,0,"48.23000","0","1","51","Active","Standard","4PST-2NO/2NC","2","On-Off, Off-On","5A (AC)","250V","-","Illuminated","-","-","Panel Mount","Solder Lug","Circular - 16.20mm Dia","IP65 - Dust Tight, Water Resistant","-","-25°C ~ 55°C"
https://eao.com/fileadmin/documents/PDFs/en/01_main-catalogue/EAO_MC_14_Main-Catalogue_EN.pdf,//media.digikey.com/Photos/EAO/K14-507.22200.jpg,1948-2479-ND,K14-507.22200,EAO,SELECTOR SWITCH 2-POS. FLAT MAIN,9,0,"56.07000","0","1","14","Active","Standard","4PST-2NO/2NC","2","Off-On","5A (AC)","250V","-","Non-Illuminated","-","-","Panel Mount","Solder Lug","Circular - 30.50mm Dia","IP67 - Dust Tight, Waterproof","-","-25°C ~ 55°C"
https://eao.com/fileadmin/documents/PDFs/en/01_main-catalogue/EAO_MC_51_Main-Catalogue_EN.pdf,//media.digikey.com/Photos/EAO/52-573.F22A.jpg,1948-2433-ND,52-572.F22A,EAO,SELECTOR SWITCH 3 POSITIONS MOM-,35,0,"59.34000","0","1","51","Active","Standard","4PST-2NO/2NC","3","Mom-Off-Mom","5A (AC)","250V","-","Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.20mm Dia","IP65 - Dust Tight, Water Resistant","-","-40°C ~ 85°C"
https://eao.com/fileadmin/documents/PDFs/en/01_main-catalogue/EAO_MC_51_Main-Catalogue_EN.pdf,//media.digikey.com/Photos/EAO/MFG_52-571.F22A.jpg,1948-2432-ND,52-571.F22A,EAO,SELECTOR SWITCH 3 POSITIONS MAIN,13,0,"64.06000","0","1","51","Active","Standard","4PST-2NO/2NC","3","On-Off-On","5A (AC)","250V","-","Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.20mm Dia","IP65 - Dust Tight, Water Resistant","-","-40°C ~ 85°C"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_SWA1__Frontpl_.pdf,//media.digikey.com/Photos/Schurter%20Photos/MFG_0033.4503.jpg,486-3900-ND,0033.4503,Schurter Inc.,SWITCH SELECT 2POS SERIES 6.3A,74,0,"7.49000","0","1","SWA","Active","Line Voltage Selector","Series, Parallel Connections","2","On-On","6.3A (AC)","250V","-","Non-Illuminated","-","-","Panel Mount","Solder Lug","Circular - 12.70mm Dia","IP40","Marking: 120-240","-40°C ~ 85°C"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_SWM1__Frontpl_.pdf,//media.digikey.com/Photos/Schurter%20Photos/MFG_0033.4008.jpg,486-3899-ND,0033.4008,Schurter Inc.,SWITCH SELECT 3POS SP3T 10A 250V,95,0,"15.58000","0","1","SWM","Active","Line Voltage Selector","SP3T","3","On-On-On","10A (AC)","250V","-","Non-Illuminated","-","-","Panel Mount","Solder Lug","Circular - 14.10mm Dia","IP40","Marking: 100-115-230","-40°C ~ 85°C"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_SWM1__Frontpl_.pdf,//media.digikey.com/Photos/Schurter%20Photos/MFG_0033.4032.jpg,486-3645-ND,0033.4032,Schurter Inc.,SWITCH SELECT 3POS SP3T 10A 250V,45,0,"15.58000","0","1","SWM","Active","Line Voltage Selector","SP3T","3","On-On-On","10A (AC)","250V","-","Non-Illuminated","-","-","Panel Mount","Solder Lug","Circular - 14.10mm Dia","IP40","Marking: 4-8-16","-40°C ~ 85°C"
https://us.schurter.com/en/datasheet/typ_SWZ1__Frontpl_.pdf,//media.digikey.com/Photos/Schurter%20Photos/MFG_0033.3527.jpg,486-3898-ND,0033.3527,Schurter Inc.,SWITCH SELECT 6POS SERIES 10A,27,0,"28.47000","0","1","SWZ","Active","Line Voltage Selector","Series, Parallel Connections","6","On-On-On-On-On-On","10A (AC)","250V","-","Non-Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 30.00mm Dia","IP40","Marking: 0-220-120-0-100-230/240","-40°C ~ 85°C"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_SWP.pdf,-,486-4252-ND,0033.1109,Schurter Inc.,SWITCH SELECT 6POS SP6T 10A 250V,21,0,"34.65000","0","1","SWP","Active","Line Voltage Selector","SP6T","6","On-On-On-On-On-On","10A (AC)","250V","-","Non-Illuminated","-","-","Panel Mount","Solder Lug","Circular - 30.00mm Dia","IP40","Marking: 100V-115V-120V-220V-240V","-40°C ~ 85°C"
-,//media.digikey.com/Photos/EAO/52-573.F22A.jpg,52-573.F22A-ND,52-573.F22A,EAO,SELECTOR SWITCH 3 POSITIONS MAIN,19,0,"59.80000","0","1","51","Active","Standard","4PST-2NO/2NC","3","Mom-Off-On","5A (AC)","250V","-","Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.20mm Dia","IP65 - Dust Tight, Water Resistant","-","-40°C ~ 85°C"
-,//media.digikey.com/Photos/EAO/52-573.F22A.jpg,52-574.F22A-ND,52-574.F22A,EAO,SELECTOR SWITCH 3 POSITIONS MOM,18,0,"59.80000","0","1","51","Active","Standard","4PST-2NO/2NC","3","On-Off-Mom","5A (AC)","250V","-","Illuminated","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.20mm Dia","IP65 - Dust Tight, Water Resistant","-","-40°C ~ 85°C"
