Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Proto Board Type","Plating","Pitch","Circuit Pattern","Edge Contacts","Hole Diameter","Size / Dimension","Board Thickness"
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8000-1010-LF.JPG,438-1059-ND,8000-1010-LF,Twin Industries,BREADBOARD GENERAL PURPOSE,5,0,"63.70000","0","1","8000","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","10.00"" L x 10.00"" W (254.0mm x 254.0mm)","0.062"" (1.57mm) 1/16"""
-,//media.digikey.com/Photos/Twin%20Industries%20Photos/2000-50.JPG,438-1072-ND,2000-50,Twin Industries,PLUGBOARD HARD METRIC,1,0,"78.00000","0","1","-","Active","Plugboard, Hard Metric","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","-","-","-"
http://schmartboard.com/content/Brochures/201-0106-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_201-0106-01.jpg",1988-1076-ND,201-0106-01,"Schmartboard, Inc.",T.H. RGB 15 PINS CONNECTOR 0.5"",24,0,"2.50000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","-","Pad Per Hole (Round)","-","0.038"" (0.97mm)","2.00"" L x 0.50"" W (50.8mm x 12.7mm)","-"
http://schmartboard.com/content/Brochures/201-0103-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_201-0103-01.jpg",1988-1073-ND,201-0103-01,"Schmartboard, Inc.",T.H. AUDIO/RCA JACK 0.5"" X 2"" GR,23,0,"2.50000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","-","Pad Per Hole (Round)","-","0.038"" (0.97mm), 0.110"" (2.79mm)","2.00"" L x 0.50"" W (50.8mm x 12.7mm)","-"
http://schmartboard.com/content/Brochures/201-0108-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_201-0108-01.jpg",1988-1078-ND,201-0108-01,"Schmartboard, Inc.",T.H. RJ11/45 AND USB CONNECTOR 0,21,0,"2.50000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","-","Pad Per Hole (Round)","-","0.038"" (0.97mm)","2.00"" L x 0.50"" W (50.8mm x 12.7mm)","-"
http://schmartboard.com/content/Brochures/201-0101-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_201-0101-01.jpg",1988-1071-ND,201-0101-01,"Schmartboard, Inc.",T.H. DRIVE POWER CONN AND POWER,19,0,"2.50000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","-","Pad Per Hole (Round)","-","0.038"" (0.97mm), 0.080"" (2.03mm)","2.00"" L x 0.50"" W (50.8mm x 12.7mm)","-"
http://schmartboard.com/content/Brochures/201-0104-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_201-0104-01.jpg",1988-1074-ND,201-0104-01,"Schmartboard, Inc.",T.H. DB 25 CONNECTOR 0.5"" X 2"" G,16,0,"2.50000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","-","Pad Per Hole (Round)","-","0.038"" (0.97mm)","2.00"" L x 0.50"" W (50.8mm x 12.7mm)","-"
http://schmartboard.com/content/Brochures/201-0105-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_201-0105-01.jpg",1988-1075-ND,201-0105-01,"Schmartboard, Inc.",T.H. JTAG 20 PINS 0.1"" SP AND IE,23,0,"3.00000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","-","Pad Per Hole (Round)","-","0.038"" (0.97mm), 0.079"" (2.00mm)","2.00"" L x 0.50"" W (50.8mm x 12.7mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/7100-series.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/B30-7100-PCB.JPG,438-1106-ND,B30-7100-PCB,Twin Industries,BREADBOARD PREPUNCHED INSULATING,2,0,"9.73000","0","1","-","Active","Breadboard, Prepunched Insulating","-","0.100"" (2.54mm)","-","-","-","-","0.062"" (1.57mm) 1/16"""
-,//media.digikey.com/photos/Vector%20Photos/E160-3U-00.JPG,V2120-ND,E160-3U-00,Vector Electronics,EUROCARD 3UX160MM BLANK EDGE,13,0,"11.25000","0","1","Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Both Sides)","-","0.042"" (1.07mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.58mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20Plugbord%20Eurocard.pdf,//media.digikey.com/photos/Vector%20Photos/E220-6U-1.jpg,V1229-ND,E220-6U-1,Vector Electronics,PLUGBOARD HARD METRIC PTH,5,0,"43.24000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round), Ground Plane","-","0.042"" (1.07mm)","9.19"" L x 8.66"" W (233.4mm x 220.0mm)","0.062"" (1.57mm) 1/16"""
-,-,SBBSM2108-1-ND,SBBSM2108-1,Chip Quik Inc.,SMD BREADBOARD 168 SMT PADS,0,0,"2.09000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Surface Mount","0.1"" (2.54mm) Grid","Pads (Square)","-","-","2.30"" L x 0.90"" W (58.4mm x 22.9mm)","0.063"" (1.60mm)"
-,-,SBB0802P-1-ND,SBB0802P-1,Chip Quik Inc.,SOLDER-IN BREADBOARD 1X1"" (8 ROW,0,0,"2.38000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.1"" (2.54mm) Grid","Pad Per Hole (Round)","-","0.039"" (1.00mm)","1.00"" L x 1.00"" W (25.4mm x 25.4mm)","0.063"" (1.60mm)"
-,-,SBBSM2110-1-ND,SBBSM2110-1,Chip Quik Inc.,SMD BREADBOARD 210 SMT PADS,0,0,"2.69000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.1"" (2.54mm) Grid","Pads (Square)","-","-","2.30"" L x 1.10"" W (58.4mm x 27.9mm)","0.063"" (1.60mm)"
-,-,SBBSM2112-1-ND,SBBSM2112-1,Chip Quik Inc.,SMD BREADBOARD 252 SMT PADS,0,0,"3.19000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.1"" (2.54mm) Grid","Pads (Square)","-","-","2.30"" L x 1.30"" W (58.4mm x 33.0mm)","0.063"" (1.60mm)"
-,-,SBBTH1516-1-ND,SBBTH1516-1,Chip Quik Inc.,SOLDER-IN BREADBOARD 240 PLATED,0,0,"3.19000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.1"" (2.54mm) Grid","Pad Per Hole (Round)","-","0.039"" (1.00mm)","1.75"" L x 1.70"" W (44.5mm x 43.2mm)","0.063"" (1.60mm)"
-,-,SBB1802P-1-ND,SBB1802P-1,Chip Quik Inc.,SOLDER-IN BREADBOARD 1X2"" (18 RO,0,0,"3.58000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.1"" (2.54mm) Grid","Pad Per Hole (Round)","-","0.039"" (1.00mm)","2.00"" L x 1.00"" W (50.8mm x 25.4mm)","0.063"" (1.60mm)"
-,-,SBBSM2116-1-ND,SBBSM2116-1,Chip Quik Inc.,SMD BREADBOARD 336 SMT PADS,0,0,"3.69000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.1"" (2.54mm) Grid","Pads (Square)","-","-","2.30"" L x 1.70"" W (58.4mm x 43.2mm)","0.063"" (1.60mm)"
-,-,SBBSM127P-ND,SBBSM127P,Chip Quik Inc.,SMD BREADBOARD 2X2"" 1.27MM PITCH,0,0,"4.74000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.050"" (1.27mm) Grid","Pads (Square)","-","-","2.00"" L x 2.00"" W (50.8mm x 50.8mm)","0.063"" (1.60mm)"
-,-,SBBSM200P-ND,SBBSM200P,Chip Quik Inc.,SMD BREADBOARD 2X2"" 2.00MM PITCH,0,0,"4.74000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.079"" (2.00mm) Grid","Pads (Square)","-","-","2.00"" L x 2.00"" W (50.8mm x 50.8mm)","0.063"" (1.60mm)"
-,-,SBBTH127-254P-ND,SBBTH127-254P,Chip Quik Inc.,SOLDER-IN BREADBOARD 2X2"" 1.27MM,0,0,"4.74000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.05"" (1.27mm), 0.1"" (2.54mm) Grid","Pad Per Hole (Round)","-","0.039"" (1.00mm)","2.00"" L x 2.00"" W (50.8mm x 50.8mm)","0.063"" (1.60mm)"
-,-,SBBTH127P-ND,SBBTH127P,Chip Quik Inc.,SOLDER-IN BREADBOARD 2X2"" 1.27MM,0,0,"4.74000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.050"" (1.27mm) Grid","Pad Per Hole (Round)","-","0.025"" (0.64mm)","2.00"" L x 2.00"" W (50.8mm x 50.8mm)","0.063"" (1.60mm)"
-,-,SBBTH200P-ND,SBBTH200P,Chip Quik Inc.,SOLDER-IN BREADBOARD 2X2"" 2.00MM,0,0,"4.74000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.079"" (2.00mm) Grid","Pad Per Hole (Round)","-","0.039"" (1.00mm)","2.00"" L x 2.00"" W (50.8mm x 50.8mm)","0.063"" (1.60mm)"
-,-,SBB2802P-1-ND,SBB2802P-1,Chip Quik Inc.,SOLDER-IN BREADBOARD 1X3"" (28 RO,0,0,"4.78000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.1"" (2.54mm) Grid","Pad Per Hole (Round)","-","0.039"" (1.00mm)","3.00"" L x 1.00"" W (76.2mm x 25.4mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Keystone%20Electronics%20PDFs/Terminals%20Strips%20&%20Boards.pdf,//media.digikey.com/Photos/Keystone%20Elect%20Photos/3405.JPG,36-3405-ND,3405,Keystone Electronics,BREADBRD PREPUNCHED INSULAT NPTH,7,29,"5.83000","0","1","-","Obsolete","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","4.50"" L x 2.00"" W (114.3mm x 50.8mm)","0.062"" (1.57mm) 1/16"""
-,-,32P15WE-ND,32P15WE,Vector Electronics,BREADBOARD GENERAL PURPOSE,0,0,"6.99000","0","1","-","Active","Breadboard, General Purpose","-","0.1"" (2.54mm) Grid","Pad Per Hole (Round)","-","0.042"" (1.07mm)","3.31"" L x 1.58"" W (84.0mm x 40.0mm)","0.062"" (1.57mm) 1/16"""
-,-,79900004B-ND,79900004B,Vector Electronics,SHROUD: DIN FOR 96 PIN CONNECT,0,0,"7.06000","0","1","*","Active","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2947019.pdf,-,2947019-ND,2947019,Phoenix Contact,BREADBOARD GENERAL PURPOSE NPTH,0,0,"8.34850","0","20","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","-","Common Bus","-","0.079"" (2.00mm)","2.22"" L x 0.39"" W (56.5mm x 9.9mm)","-"
-,-,SBBSM3030-1-ND,SBBSM3030-1,Chip Quik Inc.,LG SMD BREADBOARD 900 SMT PADS,0,0,"9.49000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.1"" (2.54mm) Grid","Pads (Square)","-","-","3.20"" L x 3.10"" W (81.3mm x 78.7mm)","0.063"" (1.60mm)"
-,-,8030VE-ND,8030,Vector Electronics,CIRCBORD,0,0,"9.71000","0","1","*","Active","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2946120.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2946120.jpg,2946120-ND,2946120,Phoenix Contact,BREADBOARD GENERAL PURPOSE NPTH,0,0,"10.22800","0","5","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.197"" (5.00mm)","Common Bus","-","-","2.83"" L x 0.60"" W (71.8mm x 15.3mm)","-"
-,-,E220-3U-00-ND,E220-3U-00,Vector Electronics,EUROCARD BLANK EDGE HOLES ONLY,0,0,"11.10000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,SBBSM3040-1-ND,SBBSM3040-1,Chip Quik Inc.,LG SMD BREADBOARD 1200 SMT PADS,0,0,"11.59000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.1"" (2.54mm) Grid","Pads (Square)","-","-","4.10"" L x 3.20"" W (104.1mm x 81.3mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20General%20Purpose%20Pre-Punched.pdf,-,59P44-032-ND,59P44-032,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,0,0,"12.03000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","6.00"" L x 4.50"" W (152.4mm x 114.3mm)","0.031"" (0.79mm) 1/32"""
-,-,E160-3U-0-ND,E160-3U-0,Vector Electronics,EUROCARD BLANK EDGE HOLES ONLY,0,0,"12.49000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,SBBTH3050-1-ND,SBBTH3050-1,Chip Quik Inc.,LG SOLDER-IN BREADBOARD 1500 PLA,0,0,"12.59000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.1"" (2.54mm) Grid","Pad Per Hole (Round)","-","0.039"" (1.00mm)","5.10"" L x 3.20"" W (129.5mm x 81.3mm)","0.063"" (1.60mm)"
-,-,SBBSM3050-1-ND,SBBSM3050-1,Chip Quik Inc.,LG SMD BREADBOARD 1500 SMT PADS,0,0,"13.69000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.1"" (2.54mm) Grid","Pads (Square)","-","-","5.10"" L x 3.20"" W (129.5mm x 81.3mm)","0.063"" (1.60mm)"
-,-,SBBSM4040-1-ND,SBBSM4040-1,Chip Quik Inc.,LG SMD BREADBOARD 1600 SMT PADS,0,0,"13.69000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.1"" (2.54mm) Grid","Pads (Square)","-","-","4.20"" L x 4.10"" W (106.7mm x 104.1mm)","0.063"" (1.60mm)"
-,-,SBBTH4040-1-ND,SBBTH4040-1,Chip Quik Inc.,LG SOLDER-IN BREADBOARD 1600 PLA,0,0,"13.69000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Surface Mount","0.1"" (2.54mm) Grid","Pad Per Hole (Round)","-","0.039"" (1.00mm)","4.20"" L x 4.10"" W (106.7mm x 104.1mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2946188.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2946188.jpg,2946188-ND,2946188,Phoenix Contact,BREADBOARD GENERAL PURPOSE NPTH,0,0,"13.86800","0","5","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.197"" (5.00mm)","Common Bus","-","-","2.83"" L x 0.80"" W (71.8mm x 20.2mm)","-"
-,-,12X12XXXP-ND,12X12XXXP,Vector Electronics,VECTORBORD PHENOLIC 12.0""X 12.0"",0,0,"15.71000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,SBBSM3060-1-ND,SBBSM3060-1,Chip Quik Inc.,LG SMD BREADBOARD 1800 SMT PADS,0,0,"15.79000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.1"" (2.54mm) Grid","Pads (Square)","-","-","6.10"" L x 3.20"" W (154.9mm x 81.3mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Square%20Vectorbord%20Pads.pdf,-,3797-ND,3797,Vector Electronics,PLUGBOARD CARD EDGE NPTH,0,0,"16.35000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","30 @ 0.156"" (3.96mm)","0.042"" (1.07mm)","4.50"" L x 2.73"" W (114.3mm x 69.3mm)","0.062"" (1.57mm) 1/16"""
-,-,SBBSM4060-1-ND,SBBSM4060-1,Chip Quik Inc.,LG SMD BREADBOARD 2400 SMT PADS,0,0,"17.09000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.1"" (2.54mm) Grid","Pads (Square)","-","-","6.10"" L x 4.20"" W (154.9mm x 106.7mm)","0.063"" (1.60mm)"
-,-,SBBTH4060-1-ND,SBBTH4060-1,Chip Quik Inc.,LG SOLDER-IN BREADBOARD 2400 PLA,0,0,"17.89000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.1"" (2.54mm) Grid","Pad Per Hole (Round)","-","0.039"" (1.00mm)","6.10"" L x 4.20"" W (154.9mm x 106.7mm)","0.063"" (1.60mm)"
-,-,8019-1-ND,8019-1,Vector Electronics,BREADBOARD GENERAL PURPOSE NPTH,0,0,"19.78000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.1"" (2.54mm) Grid","Common Bus","-","0.042"" (1.07mm)","3.94"" L x 6.30"" W (100.1mm x 160.0mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,-,170H48WE-032-ND,170H48WE-032,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,0,0,"21.13000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.062"" (1.57mm) 1/16""","17.00"" L x 4.80"" W (431.8mm x 121.9mm)","0.031"" (0.79mm) 1/32"""
-,-,SBBSM4080-1-ND,SBBSM4080-1,Chip Quik Inc.,LG SMD BREADBOARD 3200 SMT PADS,0,0,"22.09000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.1"" (2.54mm) Grid","Pads (Square)","-","-","8.10"" L x 4.20"" W (205.7mm x 106.7mm)","0.063"" (1.60mm)"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2790428.jpg,2790428-ND,2790428,Phoenix Contact,BREADBOARD GENERAL PURPOSE NPTH,0,0,"22.23000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","7.5mm, 5.1mm, 4.6mm, 1.9mm","Custom","-","0.051"" (1.30mm)","2.81"" L x 1.89"" W (71.5mm x 48.1mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,-,169P44WEC2-ND,169P44WEC2,Vector Electronics,BREADBRD DRILLED COPP CLAD NPTH,0,0,"22.50000","0","1","Vectorbord®","Active","Breadboard, Drilled Copper Clad","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 4.50"" W (431.6mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/8025-8026.pdf,//media.digikey.com/photos/Vector%20Photos/8025.JPG,V1251-ND,8025,Vector Electronics,PLUGBOARD D-SUB PTH,0,0,"22.75000","0","1","Plugbord™","Active","Plugboard, D-Sub","Plated Through Hole (PTH)","-","Pad Per Hole (Round)","-","0.039"" (1.00mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/44%20Contacts%20Vectorbord.pdf,-,838WE-ND,838WE,Vector Electronics,PLUGBOARD CARD EDGE NPTH,0,0,"22.75000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","44 @ 0.156"" (3.96mm)","0.062"" (1.57mm) 1/16""","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Keystone%20Electronics%20PDFs/Terminals%20Strips%20&%20Boards.pdf,//media.digikey.com/Photos/Keystone%20Elect%20Photos/3407.JPG,36-3407-ND,3407,Keystone Electronics,BREADBRD PREPUNCHED INSULAT NPTH,1,13,"22.86000","0","1","-","Obsolete","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 2.73"" W (431.8mm x 69.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,-,169P59C1-ND,169P59C1,Vector Electronics,BREADBRD DRILLED COPP CLAD NPTH,0,0,"22.86000","0","1","Vectorbord®","Active","Breadboard, Drilled Copper Clad","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 6.00"" W (431.8mm x 152.4mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2790224.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2790224.JPG,277-2871-ND,2790224,Phoenix Contact,BREADBOARD GENERAL PURPOSE NPTH,0,0,"23.86000","0","1","UEG","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.197"" (5.00mm)","Common Bus","-","0.051"" (1.30mm)","2.82"" L x 1.89"" W (71.5mm x 48.1mm)","-"
-,-,7940003500-ND,7940003500,Weidmüller,BREADBOARD GENERAL PURPOSE NPTH,0,0,"25.27000","0","1","*","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","-","Pad Per Hole (Round)","-","-","-","-"
-,-,4614-4-ND,4614-4,Vector Electronics,PLUGBOARD HARD METRIC,0,0,"25.72000","0","1","VME Prototyping Boards™","Active","Plugboard, Hard Metric","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.055"" (1.40mm)","6.30"" L x 3.94"" W (160.02mm x 100.08mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%2072%20Contacts.pdf,-,4614-5-ND,4614-5,Vector Electronics,PLUGBOARD HARD METRIC PTH,0,0,"25.72000","0","1","Euroblock™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round), Ground Plane","-","0.042"" (1.07mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2946243.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2946243.jpg,2946243-ND,2946243,Phoenix Contact,BREADBOARD GENERAL PURPOSE NPTH,0,0,"26.31000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.197"" (5.00mm)","Common Bus","-","-","2.83"" L x 1.68"" W (71.8mm x 42.7mm)","-"
http://schmartboard.com/content/Brochures/201-0013-01.pdf,-,910-0013-01-ND,910-0013-01,"Schmartboard, Inc.",10 PACK OF 201-0013-01,0,0,"28.00000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.1"" (2.54mm) Grid","Custom","-","0.038"" (0.97mm)","2.00"" L x 2.00"" W (50.8mm x 50.8mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20STD%20Bus.pdf,//media.digikey.com/photos/Vector%20Photos/MFG_4610-2.jpg,V1113-ND,4610-2,Vector Electronics,PLUGBOARD CARD EDGE NPTH,0,0,"28.65000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Common Bus","56 @ 0.125"" (3.18mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2947255.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2947255.jpg,2947255-ND,2947255,Phoenix Contact,BREADBOARD GENERAL PURPOSE NPTH,0,2,"28.98000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.197"" (5.00mm)","Common Bus","-","-","2.83"" L x 1.83"" W (71.8mm x 46.5mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/8025-8026.pdf,//media.digikey.com/photos/Vector%20Photos/8026.JPG,V1252-ND,8026,Vector Electronics,PLUGBOARD D-SUB PTH,0,0,"29.57000","0","1","Plugbord™","Active","Plugboard, D-Sub","Plated Through Hole (PTH)","-","Pad Per Hole (Round)","-","0.039"" (1.00mm)","9.19"" L x 6.30"" W (233.4mm x 160.0mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%2072%20Contacts.pdf,-,E160-3U-2-ND,E160-3U-2,Vector Electronics,PLUGBOARD HARD METRIC NPTH,0,0,"29.57000","0","1","Plugbord™","Active","Plugboard, Hard Metric","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round), Ground Plane","-","0.042"" (1.07mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/44%20Contacts%20Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/3682-2.jpg,V1023-ND,3682-2,Vector Electronics,PLUGBOARD CARD EDGE NPTH,0,0,"29.68000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Common Bus","44 @ 0.156"" (3.96mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20STD%20Bus.pdf,//media.digikey.com/photos/Vector%20Photos/4610-1.jpg,V1112-ND,4610-1,Vector Electronics,PLUGBOARD CARD EDGE NPTH,0,0,"29.70000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","56 @ 0.125"" (3.18mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
-,-,169P84WEC1-038-ND,169P84WEC1-038,Vector Electronics,BREADBOARD GENERAL PURPOSE NPTH,0,0,"31.05000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.1"" (2.54mm) Grid","Pad Per Hole (Round)","-","0.042"" (1.07mm)","17.00"" L x 8.50"" W (431.8mm x 215.9mm)","0.038"" (0.97mm)"
