Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Amplifier Type","Voltage - Supply","Output Type","Current - Supply","Operating Temperature","Mounting Type"
-,-,LFP1000-F4NMB-ND,LFP1000-F4NMB,"SICK, Inc.",SEN FLUID LEVEL STANDARD,0,0,"734.53000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP4000-F5NMC-ND,LFP4000-F5NMC,"SICK, Inc.",SEN LVL LFP4000-F5NMC,0,0,"782.31000","0","1","-","Active","Liquid Level","-","-","-","-","Cable"
-,-,PAM10AN3ANO-ND,PAM10AN3ANO,Carlo Gavazzi Inc.,PHOTO AMP 10CH NPN NO,0,0,"863.90000","0","1","-","Active","General Purpose","18V ~ 33V","NPN","20mA","-20°C ~ 50°C","DIN Rail"
-,-,PAM10AN3APO-ND,PAM10AN3APO,Carlo Gavazzi Inc.,PHOTO AMP 10CH PNP NO,0,0,"863.90000","0","1","-","Active","General Purpose","18V ~ 33V","PNP","20mA","-20°C ~ 50°C","DIN Rail"
http://www.beisensors.com/pdfs/broadcaster.pdf,-,BX-15-DB/V-DB/V-IC/V-IC/V-ND,BX-15-DB/V-DB/V-IC/V-IC/V,Sensata-BEI Sensors,BROADCASTER AMP FOR BEI ENCODER,0,0,"866.00000","0","1","-","Active","External Input","5V ~ 28V","Analog","125mA","-","DIN Rail"
http://www.beisensors.com/pdfs/broadcaster.pdf,-,BX-24-DB/V-DB/V-IC/V-IC/V-ND,BX-24-DB/V-DB/V-IC/V-IC/V,Sensata-BEI Sensors,BROADCASTER AMP FOR BEI ENCODER,0,0,"866.00000","0","1","-","Active","External Input","5V ~ 28V","Analog","125mA","-","DIN Rail"
-,-,LFP1000-B4BMB-ND,LFP1000-B4BMB,"SICK, Inc.",SEN LVL LFP1000-B4BMB,0,0,"917.97000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP2000-B4BMB-ND,LFP2000-B4BMB,"SICK, Inc.",SEN FLUID RMT AMP SWTCH OUTPUT,0,0,"928.14000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1000-B4CMB-ND,LFP1000-B4CMB,"SICK, Inc.",SEN FLUID RMT AMP SWTCH OUTPUT,0,0,"930.40000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0300-B4DMB-ND,LFP0300-B4DMB,"SICK, Inc.",SEN FLUID RMT AMP SWTCH OUTPUT,0,0,"940.58000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0700-B4DMB-ND,LFP0700-B4DMB,"SICK, Inc.",SEN FLUID RMT AMP SWTCH OUTPUT,0,0,"940.58000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0500-B5BMC-ND,LFP0500-B5BMC,"SICK, Inc.",SEN FLUID RMT AMP SWTCH OUTPUT,0,0,"966.58000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP2000-B4CMB-ND,LFP2000-B4CMB,"SICK, Inc.",SEN FLUID RMT AMP SWTCH OUTPUT,0,0,"989.19000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0300-B5DMC-ND,LFP0300-B5DMC,"SICK, Inc.",SEN FLUID RMT AMP SWTCH OUTPUT,0,0,"989.19000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
http://www.ia.omron.com/data_pdf/cat/e4c-uda_ds_e_12_2_csm1725.pdf,-,E4C-DS30L-ND,E4C-DS30L,Omron Automation and Safety,PROXIMITY ULTRASONIC 300MM M18,0,0,"1000.03000","0","1","E4C","Active","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/zx-e_e331-e1_8_2_csm1398.pdf,//media.digikey.com/Photos/Omron%20Auto/MFG_ZX-EDA41%202M.jpg,ZX-EDA412M-ND,ZX-EDA41 2M,Omron Automation and Safety,AMP UNIT 12-24VDC PWR SPLY PNP,0,12,"1009.74000","0","1","-","Active","Standard","12V ~ 24V","PNP - Open Collector","140mA","0°C ~ 50°C (TA)","Cable"
-,-,LFP4000-F4BMB-ND,LFP4000-F4BMB,"SICK, Inc.",SEN FLUID RMT AMP SWTCH OUTPUT,0,0,"1010.59000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
http://www.ia.omron.com/data_sheet/cat/zx-e_dsheet.pdf,-,ZX-LDA41-N2M-ND,ZX-LDA41-N 2M,Omron Automation and Safety,AMP UNIT 12-24VDC PWR SPLY PNP,0,0,"1014.59000","0","1","-","Active","Standard","12V ~ 24V","PNP","-","0°C ~ 50°C (TA)","Cable"
http://www.beisensors.com/pdfs/broadcaster.pdf,-,BX-5-DB/V-DB/V-DB/V-DB/V-ND,BX-5-DB/V-DB/V-DB/V-DB/V,Sensata-BEI Sensors,INTERFACE MODULE 5V FOR ENCODER,0,0,"1030.43000","0","1","-","Active","External Input","5V ~ 28V","Analog","125mA","-","DIN Rail"
http://www.beisensors.com/pdfs/broadcaster.pdf,-,BX-24-DB/V-DB/V-DB/V-DB/V-ND,BX-24-DB/V-DB/V-DB/V-DB/V,Sensata-BEI Sensors,INTERFACE MODULE 24V FOR ENCODER,0,0,"1030.43000","0","1","-","Active","External Input","5V ~ 28V","Analog","125mA","-","DIN Rail"
//media.digikey.com/PDF/Data%20Sheets/Omron%20PDFs/D5SN_Series.pdf,-,D5SN-A01-ND,D5SN-A01,Omron Automation and Safety,AMPLIFIER,0,0,"1034.01000","0","1","D5SN","Active","Standard","12V ~ 24V","Analog","80mA","-10°C ~ 55°C (TA)","-"
http://www.ia.omron.com/data_sheet/cat/zx-e_dsheet.pdf,-,ZX-LDA11-012M-ND,ZX-LDA11-01 2M,Omron Automation and Safety,ZX AMP THROUGH BEAM NPN OUTPUT,0,0,"1036.76000","0","1","-","Active","Standard","12V ~ 24V","NPN","-","0°C ~ 50°C (TA)","Cable"
http://www.ia.omron.com/data_sheet/cat/zx-e_dsheet.pdf,-,ZX-LDA41-012M-ND,ZX-LDA41-01 2M,Omron Automation and Safety,ZX AMP THROUGH BEAM PNP OUTPUT,0,0,"1036.76000","0","1","-","Active","Standard","12V ~ 24V","PNP","-","0°C ~ 50°C (TA)","Cable"
-,-,LFP1000-F4DMB-ND,LFP1000-F4DMB,"SICK, Inc.",SEN FLUID RMT AMP SWTCH OUTPUT,0,0,"1047.71000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP3000-E5CMC-ND,LFP3000-E5CMC,"SICK, Inc.",SEN FLUID RMT AMP SWTCH OUTPUT,0,0,"1065.48000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,08349005000-ND,08349005000,Altech Corporation,CONTROL UNIT FOR FLAT SENSORS 10,0,2,"1104.74000","0","1","SP","Active","Monitor Output","-","-","-","0°C ~ 50°C","DIN Rail"
http://www.ia.omron.com/data_sheet/cat/zx-e_dsheet.pdf,-,ZX-LDA112M-ND,ZX-LDA11 2M,Omron Automation and Safety,SMART SENSOR AMPLIFIER NPN OUT,0,0,"1139.74000","0","1","-","Active","Standard","12V ~ 24V","NPN","-","0°C ~ 50°C (TA)","Cable"
http://www.ia.omron.com/data_sheet/cat/zx-e_dsheet.pdf,-,ZX-LDA412M-ND,ZX-LDA41 2M,Omron Automation and Safety,SMART SENSOR AMPLIFIER PNP OUT,0,0,"1174.46000","0","1","-","Active","Standard","12V ~ 24V","PNP","-","0°C ~ 50°C (TA)","Cable"
-,-,ZJ-SDA11-ND,ZJ-SDA11,Omron Automation and Safety,"AMPLIFIER, NPN",0,0,"1355.06000","0","1","-","Active","Standard","24VDC","NPN - Open Collector","-","-","Cable"
-,-,E4DA-WL1C-ND,E4DA-WL1C,Omron Automation and Safety,AMP FOR E4DA 3 LEVEL OUT ALARM,0,0,"1556.30000","0","1","-","Active","-","12V ~ 24V","Analog","200mA","-10°C ~ 55°C (TA)","DIN Rail"
https://www.finisar.com/sites/default/files/resources/finisar_optical_amplifiers_selection_guide_20161128_web.pdf,-,FOA-M2200CB-EFG1C-AA002-ND,FOA-M2200CB-EFG1C-AA002,Finisar Corporation,"FIXED GAIN 15DB, DUAL MODE, 1529",0,0,"1863.75000","0","3","-","Active","Optical","4.75V ~ 5.25V","Optical","-","0°C ~ 70°C","Chassis Mount"
https://www.finisar.com/sites/default/files/resources/finisar_optical_amplifiers_selection_guide_20161128_web.pdf,-,FOA-M2200CB-EFG1C-AA003-ND,FOA-M2200CB-EFG1C-AA003,Finisar Corporation,"FIXED GAIN 23DB, DUAL MODE, 1528",0,0,"1863.75000","0","3","-","Active","Optical","4.75V ~ 5.25V","Optical","-","0°C ~ 70°C","Chassis Mount"
https://www.finisar.com/sites/default/files/resources/finisar_optical_amplifiers_selection_guide_20161128_web.pdf,-,FOA-M2200CB-EFG1C-AA004-ND,FOA-M2200CB-EFG1C-AA004,Finisar Corporation,"FIXED GAIN 23DB, 1528.77-1565.0N",0,0,"1863.75000","0","3","-","Active","Optical","4.75V ~ 5.25V","Optical","-","0°C ~ 70°C","Chassis Mount"
https://www.finisar.com/sites/default/files/downloads/finisar_amplifier_single_channel_micro_edfa_product_brief.pdf,-,FOA-M1100MB-ESC1C-AA001-ND,FOA-M1100MB-ESC1C-AA001,Finisar Corporation,POWER CTRL MOD 1CH CLASS 1M,0,0,"1980.07500","0","50","-","Active","Single Function","2.97V ~ 3.63V","-","-","0°C ~ 70°C","Chassis Mount"
https://www.finisar.com/sites/default/files/downloads/finisar_amplifier_fixed_gain_edfa_product_brief.pdf,-,FOA-M1500CB-ESC1C-AA011-ND,FOA-M1500CB-ESC1C-AA011,Finisar Corporation,"SINGLE-CHANNEL, 1504.5-1517.5NM,",0,0,"2151.25000","0","3","-","Active","Optical","3.13V ~ 3.46V","Optical","-","0°C ~ 70°C","Chassis Mount"
https://www.finisar.com/sites/default/files/downloads/finisar_amplifier_fixed_gain_edfa_product_brief.pdf,-,FOA-M2200CB-EFG1C-AA005-ND,FOA-M2200CB-EFG1C-AA005,Finisar Corporation,MOD AMP FIXED 15DB DUAL CLASS 1M,0,0,"2241.00000","0","1","-","Active","Optical","4.75V ~ 5.25V","Optical","-","0°C ~ 70°C (TA)","Rack Mount"
-,-,08310200003-ND,08310200003,Altech Corporation,CONTROL UNIT FOR MESEP FS MESEP,0,0,"2301.71000","0","1","FS","Active","Monitor Output","20V ~ 25V","-","10mA","-10°C ~ 60°C","DIN Rail"
https://www.finisar.com/sites/default/files/resources/finisar_optical_amplifiers_selection_guide_20161128_web.pdf,-,FOA-M2200CB-EFG1C-AA008-ND,FOA-M2200CB-EFG1C-AA008,Finisar Corporation,"FIXED GAIN 20DB, 1529-1563NM, 21",0,0,"2490.00000","0","3","-","Active","Optical","3.15V ~ 3.45V","Optical","-","0°C ~ 70°C","Chassis Mount"
https://www.finisar.com/sites/default/files/downloads/finisar_amplifier_fixed_gain_edfa_product_brief.pdf,-,FOA-M2200CB-EFG1C-AA006-ND,FOA-M2200CB-EFG1C-AA006,Finisar Corporation,MOD AMP FIXED 20DB DUAL CLASS 1M,0,0,"2527.20000","0","3","-","Active","Optical","4.75V ~ 5.25V","Optical","-","0°C ~ 70°C (TA)","Rack Mount"
https://www.finisar.com/sites/default/files/downloads/finisar_amplifier_fixed_gain_edfa_product_brief.pdf,-,FOA-M2200CB-EFG1C-AA007-ND,FOA-M2200CB-EFG1C-AA007,Finisar Corporation,MOD AMP FIXED 25DB DUAL CLASS 1M,0,0,"2608.20000","0","3","-","Active","Optical","4.75V ~ 5.25V","Optical","-","0°C ~ 70°C (TA)","Rack Mount"
-,-,FOA-M2300CD-EFV1C-AA009-ND,FOA-M2300CD-EFV1C-AA009,Finisar Corporation,MOD AMP FIXED 22DB CLASS 1M,0,0,"2934.90000","0","3","-","Active","-","-","-","-","-","-"
-,-,FOA-M7300CD-EVG1C-AA002-ND,FOA-M7300CD-EVG1C-AA002,Finisar Corporation,"VARIABLE GAIN 15-30DB, 1529.5-15",0,0,"3000.00000","0","3","-","Active","Optical","4.75V ~ 5.25V","Optical","-","0°C ~ 70°C","Chassis Mount"
-,-,FOA-M7300CD-EVG1C-AA003-ND,FOA-M7300CD-EVG1C-AA003,Finisar Corporation,MOD AMP VAR 10-25DB CLASS 1M,0,0,"3586.95000","0","3","-","Active","-","-","-","-","-","-"
-,-,50-10-0040-01R-ND,50-10-0040-01R,Finisar Corporation,ERBIUM DOPED REMOTE OPTICAL AMPL,0,0,"3840.00000","0","1","*","Active","-","-","-","-","-","-"
https://www.finisar.com/sites/default/files/downloads/finisar_amplifier_variable_gain_dual_stage_edfa_product_brief.pdf,-,FOA-M7100DA-EVG2C-AA013-ND,FOA-M7100DA-EVG2C-AA013,Finisar Corporation,"VARIABLE GAIN 25-37DB, 4-9DB MID",0,0,"4303.20000","0","3","-","Active","Optical","4.75V ~ 5.25V","Optical","-","0°C ~ 70°C","Chassis Mount"
https://www.finisar.com/sites/default/files/downloads/finisar_amplifier_variable_gain_dual_stage_edfa_product_brief.pdf,-,FOA-M7100DA-EVG2C-AA014-ND,FOA-M7100DA-EVG2C-AA014,Finisar Corporation,"VARIABLE GAIN 17-32DB, 4-9DB MID",0,0,"4491.60000","0","3","-","Active","Optical","4.75V ~ 5.25V","Optical","-","0°C ~ 70°C","Rack Mount"
https://www.finisar.com/sites/default/files/resources/finisar_optical_amplifiers_selection_guide_20161128_web.pdf,-,FOA-R7100DA-EVG2C-AA015-ND,FOA-R7100DA-EVG2C-AA015,Finisar Corporation,"VARIABLE GAIN 17-32DB, 4-9DB MID",0,0,"5589.60000","0","1","-","Active","Optical","4.75V ~ 5.25V","Optical","-","0°C ~ 70°C (TA)","Rack Mount"
-,-,FOA-M2200PB-EFG1C-AA069-ND,FOA-M2200PB-EFG1C-AA069,Finisar Corporation,"ULTRASPAN EDFA, 1RU NETWORK INTE",0,0,"8280.00000","0","1","-","Active","Optical","110V ~ 240V","Optical","-","-5°C ~ 55°C","Rack Mount"
https://www.finisar.com/sites/default/files/resources/ultraspan_for_tm_product_guide_v7.pdf,-,FOA-M2200TM-EFG1C-AA060-ND,FOA-M2200TM-EFG1C-AA060,Finisar Corporation,ULTRASPAN FIXED GAIN EDFA 1RU RA,0,0,"8625.60000","0","1","Ultraspan®","Active","Optical","110V ~ 240V","Optical","-","15°C ~ 35°C","Rack Mount"
https://www.finisar.com/sites/default/files/downloads/finisar_amplifier_ultraspan_inline_product_brief.pdf,-,775-1188-ND,FOA-M2200PB-EFG1C-AA015,Finisar Corporation,ULTRASPAN DUAL EDFA,0,0,"8694.00000","0","1","Ultraspan®","Active","Optical","110 ~ 240VAC","Optical","-","-5°C ~ 55°C","Rack Mount"
https://www.finisar.com/sites/default/files/resources/finisar_optical_amplifiers_selection_guide_20161128_web.pdf,-,FOA-M2000PB-EFG2C-AA066-ND,FOA-M2000PB-EFG2C-AA066,Finisar Corporation,"ULTRASPAN DUAL EDFA, 1RU NETWORK",0,0,"13041.60000","0","1","Ultraspan®","Active","Optical","-","Optical","-","-5°C ~ 55°C","Rack Mount"
https://www.finisar.com/sites/default/files/resources/ultraspan_for_tm_product_guide_v7.pdf,-,FOA-M2200TM-EFG2C-AA061-ND,FOA-M2200TM-EFG2C-AA061,Finisar Corporation,ULTRASPAN DUAL FIXED GAIN EDFA 1,0,0,"13455.60000","0","1","Ultraspan®","Active","Optical","110V ~ 240V","Optical","-","15°C ~ 35°C","Rack Mount"
-,-,FOA-M7100TM-EVG2C-AA027-ND,FOA-M7100TM-EVG2C-AA027,Finisar Corporation,ULTRASPAN VARIABLE GAIN EDFA 1RU,0,0,"16215.60000","0","1","Ultraspan®","Active","Optical","110V ~ 240V","Optical","-","15°C ~ 35°C","Rack Mount"
https://www.finisar.com/sites/default/files/downloads/finisar_amplifier_ultraspan_power_booster_product_brief.pdf,-,FOA-R2100PB-EPB2C-AA010-ND,FOA-R2100PB-EPB2C-AA010,Finisar Corporation,ULTRASPAN POWER BOOSTER EDFA 1RU,0,0,"17098.80000","0","1","Ultraspan®","Active","Optical","36V ~ 76V","Optical","-","-5°C ~ 55°C (TA)","Rack Mount"
https://www.finisar.com/sites/default/files/downloads/ultraspan_raman_product_brief_10_2012.pdf,-,FOA-R9100PR-RBW3C-AA004-ND,FOA-R9100PR-RBW3C-AA004,Finisar Corporation,RAMAN COUNTER 700MW CLASS 1M,0,0,"18837.60000","0","1","Ultraspan®","Active","Optical","36V ~ 76V","Optical","1.5A","-5°C ~ 55°C (TA)","Rack Mount"
https://www.finisar.com/sites/default/files/resources/finisar_optical_amplifiers_selection_guide_20161128_web.pdf,-,FOA-R9200PR-RFW3C-AA037-ND,FOA-R9200PR-RFW3C-AA037,Finisar Corporation,RAMAN COUNTER ULTRASPAN CO-PROPA,0,0,"18837.60000","0","1","Ultraspan®","Active","Optical","36V ~ 76V","Optical","-","-5°C ~ 55°C (TA)","Rack Mount"
-,-,FOA-M1000PB-EFG2C-AA028-ND,FOA-M1000PB-EFG2C-AA028,Finisar Corporation,ULTRASPAN OPTIMIZED SINGLE CHANN,0,0,"21010.80000","0","1","Ultraspan®","Active","Optical","-","Optical","-","-5°C ~ 55°C","Rack Mount"
-,-,FOA-S2000TM-ASE3C-AA062-ND,FOA-S2000TM-ASE3C-AA062,Finisar Corporation,1RU RACK-MOUNT OR BENCH-TOP T&M,0,0,"21252.00000","0","1","Ultraspan®","Active","Optical","110V ~ 240V","Optical","-","15°C ~ 35°C","Rack Mount"
https://www.finisar.com/sites/default/files/resources/finisar_optical_amplifiers_selection_guide_20161128_web.pdf,-,FOA-R9400PR-RPA3C-AA001-ND,FOA-R9400PR-RPA3C-AA001,Finisar Corporation,"ULTRASPAN ROPA PUMP UNIT, 1U NET",0,0,"25719.60000","0","1","Ultraspan®","Active","Optical","36V ~ 76V","Optical","-","-5°C ~ 55°C","Rack Mount"
-,-,1395904-1-ND,1395904-1,TE Application Tooling,"SENSOR, FIBEROPTIC AMPLIFIER",0,0,"892.92000","0","1","-","Active","Fiber Amp","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-NH.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/E3X-NH11,21,41,51.jpg",Z1110-ND,E3X-NH11,Omron Automation and Safety,SENSOR PHOTO AMP FIBEROPTIC NPN,0,0,"Obsolete","0","1","E3X-NH","Obsolete","General Purpose","12V ~ 24V","NPN","75mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-NH.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/E3X-NH11,21,41,51.jpg",Z1111-ND,E3X-NH41,Omron Automation and Safety,SENSOR PHOTO AMP FIBEROPTIC PNP,0,0,"Obsolete","0","1","E3X-NH","Obsolete","General Purpose","12V ~ 24V","PNP","75mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/E3X-A11,E3X-A41.jpg",Z1114-ND,E3X-A11,Omron Automation and Safety,SENSOR PHOTO AMP USE W/E32 FIBER,0,0,"Obsolete","0","1","E3X","Obsolete","Standard","10V ~ 30V","NPN","35mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/E3X-A11,E3X-A41.jpg",Z1115-ND,E3X-A41,Omron Automation and Safety,SENSOR PHOTO AMP USE W/E32 FIBER,0,0,"Obsolete","0","1","E3X","Obsolete","Standard","10V ~ 30V","PNP","35mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/E3X-A21,E3X-A51.jpg",Z1116-ND,E3X-A21,Omron Automation and Safety,SENSOR PHOTO AMP USE W/E32 FIBER,0,0,"Obsolete","0","1","E3X","Obsolete","Standard","10V ~ 30V","NPN","35mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/E3X-A21,E3X-A51.jpg",Z1117-ND,E3X-A51,Omron Automation and Safety,SENSOR PHOTO AMP USE W/E32 FIBER,0,0,"Obsolete","0","1","E3X","Obsolete","Standard","10V ~ 30V","PNP","35mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3A2-X.pdf,-,E3A2-XCM4-ND,E3A2-XCM4,Omron Automation and Safety,AMPLIFIER RELAY-OUT FIBER-OPTIC,0,0,"Obsolete","0","1","E3A2-X","Obsolete","Standard","24 ~ 240VAC/DC","NPN / PNP","200mA","-25°C ~ 55°C (TA)","Bracket Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3A2-X.pdf,-,E3A2-XCM4D-ND,E3A2-XCM4D,Omron Automation and Safety,AMP RELAY-OUT TIMER FIBER-OPTIC,0,0,"Obsolete","0","1","E3A2-X","Obsolete","Standard","24 ~ 240VAC/DC","NPN / PNP","200mA","-25°C ~ 55°C (TA)","Bracket Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3A2-X.pdf,-,E3A2-XCM4T-ND,E3A2-XCM4T,Omron Automation and Safety,AMP RELAY-OUT TIMER FIBER-OPTIC,0,0,"Obsolete","0","1","E3A2-X","Obsolete","Standard","24 ~ 240VAC/DC","NPN / PNP","200mA","-25°C ~ 55°C (TA)","Bracket Mount"
http://www.ia.omron.com/data_pdf/cat/e3c_ds_e_11_2_csm418.pdf,-,E3C-A-ND,E3C-A,Omron Automation and Safety,AMPLIF PHOTO 100-240V 50/60HZ,0,0,"Obsolete","0","1","E3C","Obsolete","Standard","100V ~ 240 VAC","Relay / NPN","80mA","-10°C ~ 55°C (TA)","Bracket Mount"
http://www.ia.omron.com/data_pdf/cat/e3c_ds_e_11_2_csm418.pdf,-,E3C-C-ND,E3C-C,Omron Automation and Safety,AMPL PHOTO 100-240V 50/60HZ TIMR,0,0,"Obsolete","0","1","E3C","Obsolete","Standard","100V ~ 240 VAC","Relay / NPN","80mA","-10°C ~ 55°C (TA)","Bracket Mount"
http://www.ia.omron.com/data_pdf/cat/e3c_ds_e_11_2_csm418.pdf,-,E3C-GE4-ND,E3C-GE4,Omron Automation and Safety,AMPLIF PHOTO MINI NPN 12-24VDC,0,0,"Obsolete","0","1","E3C","Obsolete","Standard","12V ~ 24V","NPN","50mA","-10°C ~ 55°C (TA)","Bracket Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3C.pdf,-,E3C-GF4-ND,E3C-GF4,Omron Automation and Safety,AMPLIF PHOTO MINI PNP 12-24VDC,0,0,"Obsolete","0","1","E3C","Obsolete","Standard","12V ~ 24V","PNP","50mA","-10°C ~ 55°C (TA)","Bracket Mount"
-,-,E3C-JC4-ND,E3C-JC4,Omron Automation and Safety,AMPLIF TIMER NPN OUTPUT RAIL-MT,0,0,"Obsolete","0","1","E3C","Obsolete","Standard","12V ~ 24V","NPN","50mA","-","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2CA_Series.pdf,-,E2CA-AL4C-ND,E2CA-AL4C,Omron Automation and Safety,AMP DC 4-20MA FOR E2CA-X1R5A/-5M,0,0,"Obsolete","0","1","E2CA","Obsolete","Standard","10V ~ 30V","Linear","70mA","-10°C ~ 55°C (TA)","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2CA_Series.pdf,-,E2CA-AL4F-ND,E2CA-AL4F,Omron Automation and Safety,AMP DC 4-20MA FOR E2CA-X10A/-5M,0,0,"Obsolete","0","1","E2CA","Obsolete","Standard","10V ~ 30V","Linear","70mA","-10°C ~ 55°C (TA)","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X.pdf,-,E3X-A11-82M-ND,E3X-A11-8 2M,Omron Automation and Safety,FIBER-OPTIC AMP RECEIVER,0,0,"Obsolete","0","1","E3X","Obsolete","Standard","10V ~ 30V","NPN","35mA","-","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA11AN-S-ND,E3X-DA11AN-S,Omron Automation and Safety,DIGITAL FIBER AMP NPN ANALOG,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Analog Output","12V ~ 24V","NPN","40mA","-","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA11AT-S-ND,E3X-DA11AT-S,Omron Automation and Safety,ATC AMP NPN PREWIRED,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","ATC Output","12V ~ 24V","NPN","40mA","-","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/E3X-DA11-N.jpg,Z3266-ND,E3X-DA11-N,Omron Automation and Safety,PREWIRED DIGITAL NPN FO AMP,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Standard","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA11RM-S-ND,E3X-DA11RM-S,Omron Automation and Safety,REMOTE SETTING RED NPN PREWIRE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","External Input","12V ~ 24V","NPN","45mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",//media.digikey.com/Photos/Omron%20Elect%20Photos/E3X-DA11-S.jpg,Z3267-ND,E3X-DA11-S,Omron Automation and Safety,RED LED NPN PREWIRE PTUNE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Standard","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
"//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-S,MDA.pdf",-,E3X-DA11SE-S-ND,E3X-DA11SE-S,Omron Automation and Safety,LIMITED FUNC AMP NPN PREWIRE,0,0,"Obsolete","0","1","E3X-DA-S","Obsolete","Single Function","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-DA-N_DS.pdf,-,E3X-DA11TW-ND,E3X-DA11TW,Omron Automation and Safety,2 OUTPUT DIGITAL NPN 2M CABLE,0,0,"Obsolete","0","1","E3X-DA-N","Obsolete","Twin Output","12V ~ 24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
