Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Topology","Number of Outputs","Voltage - Input (Min)","Voltage - Input (Max)","Voltage - Output","Current - Output (Max)","Power (Watts)","Voltage - Isolation","Dimming","Features","Ratings","Operating Temperature","Efficiency","Termination Style","Size / Dimension"
https://cdn.samsung.com/led/file/data/pmd/Data_Sheet_PMD-75A-L_SLP-DUA47501US.pdf,//media.digikey.com/Photos/Samsung%20Photos/MFG_SLP-DUA47501US.jpg,1510-2302-ND,SLP-DUA47501US,"Samsung Semiconductor, Inc.",LED DVR 2CH TUNABLE WHITE,1477,0,"61.51000","0","1","PMD","Active","Constant Current","AC DC Converter","2","120VAC","277VAC","20 ~ 50V","1.4A","75W","-","Analog","OTP, OVP, SCP","IP20","-20°C ~ 50°C","88%","Terminal Block","12.99"" L x 1.30"" W x 1.18"" H (330.0mm x 33.0mm x 30.0mm)"
https://hubbellcdn.com/specsheet/PLED-96W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/PLED96W-039-C2450-D.JPG,1121-1216-ND,PLED96W-034-C2800-D,Thomas Research Products,LED DRIVER CC AC/DC 12-34V 2.8A,200,0,"63.55000","0","1","PLED96W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","12 ~ 34V","2.8A","96W","-","Analog","OCP, OVP, SCP","IP66, NEMA 6","-30°C ~ 65°C","89%","Wire Leads","5.98"" L x 2.31"" W x 1.46"" H (152.0mm x 58.8mm x 37.0mm)"
https://hubbellcdn.com/specsheet/PLED-96W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/PLED96W-039-C2450-D.JPG,1121-1212-ND,PLED96W-137-C0700-D,Thomas Research Products,LED DRIVR CC AC/DC 46-137V 700MA,114,0,"63.55000","0","1","PLED96W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","46 ~ 137V","700mA","96W","-","Analog","OCP, OVP, SCP","IP66, NEMA 6","-30°C ~ 65°C","92%","Wire Leads","5.98"" L x 2.31"" W x 1.46"" H (152.0mm x 58.8mm x 37.0mm)"
https://hubbellcdn.com/specsheet/PLED-120W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/MFG_PLED120W.jpg,1121-1377-ND,PLED120W-086-C1400-D,Thomas Research Products,LED DRIVER CC AC/DC 29-86V 1.4A,684,0,"68.91000","0","1","PLED120W","Active","Constant Current","AC DC Converter","1","100VAC","277VAC","29 ~ 86V","1.4A","120W","-","Analog","OCP, OVP, SCP","IP66, NEMA 6","-","91%","Wire Leads","7.60"" L x 2.33"" W x 1.47"" H (193.0mm x 59.2mm x 37.3mm)"
https://cdn.samsung.com/led/file/resource/2019/02/2019_Q1_LinearUS_Leaflet_190131.pdf,//media.digikey.com/Photos/Samsung%20Photos/MFG_SLP-DUA47531WW.jpg,1510-2206-ND,SLP-DUA47531WW,"Samsung Semiconductor, Inc.",LED DVR 2CH TUNABLE WHITE,192,0,"76.34000","0","1","PMD","Active","Constant Current","AC DC Converter","2","120VAC","277VAC","20 ~ 50V","1.4A","75W","-","Analog, DALI","OTP, OVP, SCP","IP20","-20°C ~ 50°C","88%","Terminal Block","12.99"" L x 1.18"" W x 1.18"" H (330.0mm x 30.0mm x 30.0mm)"
https://hubbellcdn.com/specsheet/PLED-150W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/MFG_PLED150W.jpg,1121-1382-ND,PLED150W-053-C2800-D,Thomas Research Products,LED DRIVER CC AC/DC 18-53V 2.8A,608,0,"82.32000","0","1","PLED150W","Active","Constant Current","AC DC Converter","1","100VAC","277VAC","18 ~ 53V","2.8A","150W","-","Analog","OCP, OVP, SCP","IP66, NEMA 6","-","90%","Wire Leads","7.60"" L x 2.33"" W x 1.47"" H (193.0mm x 59.2mm x 37.3mm)"
https://hubbellcdn.com/specsheet/PLED-150W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/MFG_PLED150W.jpg,1121-1375-ND,PLED150W-214-C0700-D,Thomas Research Products,LED DRIVR CC AC/DC 72-214V 700MA,382,0,"82.32000","0","1","PLED150W","Active","Constant Current","AC DC Converter","1","100VAC","277VAC","72 ~ 214V","700mA","150W","-","Analog","OCP, OVP, SCP","IP66, NEMA 6","-","91%","Wire Leads","7.60"" L x 2.33"" W x 1.47"" H (193.0mm x 59.2mm x 37.3mm)"
http://www.excelsys.com/wp-content/uploads/2011/09/LXV300April2720113.pdf,//media.digikey.com/photos/Excelsys%20Tech%20Photos/LXV300_series.jpg,633-1109-ND,LXV300-024SW,Excelsys Technologies Ltd,LED DRIVER CV AC/DC 24V 12.5A,105,0,"130.94000","0","1","LXV300 (300W)","Active","Constant Voltage","AC DC Converter","1","90VAC","305VAC","24V","12.5A","300W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-35°C ~ 70°C","93%","Wire Leads","8.82"" L x 3.47"" W x 1.30"" H (224.0mm x 88.0mm x 33.0mm)"
http://www.excelsys.com/wp-content/uploads/2011/09/LXV300April2720113.pdf,//media.digikey.com/photos/Excelsys%20Tech%20Photos/LXV300_series.jpg,633-1112-ND,LXV300-048SW,Excelsys Technologies Ltd,LED DRIVER CV AC/DC 48V 6.25A,73,0,"130.94000","0","1","LXV300 (300W)","Active","Constant Voltage","AC DC Converter","1","90VAC","305VAC","48V","6.25A","300W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-35°C ~ 70°C","93.5%","Wire Leads","8.82"" L x 3.47"" W x 1.30"" H (224.0mm x 88.0mm x 33.0mm)"
https://www.recom-power.com/pdf/Lightline/RACV04.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RACV04.jpg,945-2945-ND,RACV04-12,Recom Power,LED DRIVER CV AC/DC 12V 330MA,552,1000,"7.27000","0","1","LIGHTLINE RACV04 (4W)","Active","Constant Voltage","AC DC Converter","1","90VAC","264VAC","12V","330mA","4W","3.75kV","-","OTP, OVP, SCP","IP65","-20°C ~ 50°C","75%","Wire Leads","1.50"" L x 1.06"" W x 0.83"" H (38.0mm x 27.0mm x 21.0mm)"
https://www.recom-power.com/pdf/Lightline/RACD04.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RACD04.jpg,945-2933-ND,RACD04-350,Recom Power,LED DRIVER CC AC/DC 3-12V 350MA,384,140,"7.27000","0","1","LIGHTLINE RACD04 (4W)","Active","Constant Current","AC DC Converter","1","90VAC","264VAC","3 ~ 12V","350mA","4W","3.75kV","-","OCP, OTP, SCP","IP65","-20°C ~ 50°C","77%","Wire Leads","1.50"" L x 1.06"" W x 0.83"" H (38.0mm x 27.0mm x 21.0mm)"
http://www.luxdrive.com/download/?dltf&dmid=1128,//media.digikey.com/photos/LEDdynamics/7027-D-350.jpg,788-1034-ND,7027-D-350,LEDdynamics Inc.,LED DRIVER CC BUCK 350MA,190,0,"9.49000","0","1","BuckToot™ 7027","Active","Constant Current","Buck","1","5V","28V","-","350mA","-","-","-","SCP","-","-40°C ~ 85°C","94%","Wire Leads","0.75"" L x 0.38"" Dia (19.0mm x 9.7mm)"
https://www.recom-power.com/pdf/Lightline/RACD03.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/RACD03-350.jpg,945-1413-ND,RACD03-350,Recom Power,LED DRVR CC/CV AC/DC 2.5-15V,107,1000,"10.20000","0","1","LIGHTLINE RACD03 (3W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","264VAC","2.5V ~ 15V","350mA","3W","3kV","-","OCP, OTP, OVP, SCP","IP66","-20°C ~ 50°C","55%","Wire Leads","1.81"" L x 1.18"" W x 0.91"" H (46.0mm x 30.0mm x 23.0mm)"
https://www.recom-power.com/pdf/Lightline/RACD06.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/RACD06-700.jpg,945-1416-ND,RACD06-700,Recom Power,LED DRIVER CC AC/DC 3-12V 700MA,1255,1000,"12.00000","0","1","LIGHTLINE RACD06 (6W)","Active","Constant Current","AC DC Converter","1","90VAC","264VAC","3 ~ 12V","700mA","6W","3kV","-","OCP, OTP, OVP, SCP","IP20","-20°C ~ 65°C","65%","Screw Terminal","2.68"" L x 1.38"" W x 0.79"" H (68.0mm x 35.0mm x 20.0mm)"
https://www.recom-power.com/pdf/Lightline/RACD07.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/RACD07-350.jpg,945-2115-ND,RACD07-350,Recom Power,LED DRIVER CC AC/DC 10-20V 350MA,0,100,"12.24000","0","1","LIGHTLINE RACD07 (7W)","Active","Constant Current","AC DC Converter","1","90VAC","295VAC","10 ~ 20V","350mA","7W","3.75kV","-","OCP, OVP, SCP","IP67","-20°C ~ 40°C","70%","Wire Leads","1.93"" L x 1.61"" W x 0.94"" H (49.0mm x 41.0mm x 24.0mm)"
http://www.luxdrive.com/content/3021-BuckPuck.pdf,//media.digikey.com/Photos/LEDdynamics/3023-D-N-700.jpg,788-1117-ND,3023-D-N-700,LEDdynamics Inc.,LED DRIVER CC BUCK 32V 700MA,161,0,"13.99000","0","1","BuckPuck™ 3021/3023","Active","Constant Current","Buck","1","5V","32V","32V (Max)","700mA","22W","-","-","SCP","-","-40°C ~ 80°C","95%","Wire Leads","0.827"" L x 0.827"" W (21.00mm x 21.00mm)"
https://www.erp-power.com/wp-content/uploads/2017/05/EBR-Series-1-pager.pdf,//media.digikey.com/Photos/ERP-Power/EBR-Series.jpg,1800-1011-ND,EBR015U-0350-42,"ERP Power, LLC",LED DRIVER CC AC/DC 30-42V 350MA,1149,0,"14.15000","0","1","EBR (15W)","Active","Constant Current","AC DC Converter","1","90VAC","132VAC","30 ~ 42V","350mA","15W","-","ELV, Triac","OCP, OTP, SCP","IP20","-30°C ~ 90°C","87%","Wire Leads","2.28"" Dia x 1.25"" H (57.9mm x 31.8mm)"
https://www.meanwell.com/Upload/PDF/APC-35/APC-35-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_APC-35-xxx.jpg,1866-1129-ND,APC-35-700,MEAN WELL USA Inc.,LED DRVR CC AC/DC 15-50V 700MA,346,0,"14.34000","0","1","APC-35 (35W)","Active","Constant Current","AC DC Converter","1","90VAC","264VAC","15 ~ 50V","700mA","35W","3kV","-","OVP, SCP","IP42","-30°C ~ 70°C","84%","Wire Leads","3.31"" L x 2.24"" W x 1.16"" H (84.0mm x 57.0mm x 29.5mm)"
http://www.luxdrive.com/content/3021-BuckPuck.pdf,//media.digikey.com/Photos/LEDdynamics/3023-D-E-350.jpg,788-1106-ND,3023-D-E-350,LEDdynamics Inc.,LED DRIVER CC BUCK 32V 350MA,239,0,"14.99000","0","1","BuckPuck™ 3021/3023","Active","Constant Current","Buck","1","7V","32V","32V (Max)","350mA","11W","-","Analog","SCP","-","-40°C ~ 80°C","95%","Wire Leads","0.83"" L x 0.83"" W x 0.43"" H (21.0mm x 21.0mm x 11.0mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/RCD-48.JPG,945-1119-ND,RCD-24-0.35/W,Recom Power,LED DRIVER CC BUCK 2-35V 350MA,273,1000,"15.08000","0","1","LIGHTLINE RCD-24","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","350mA","12W","-","-","SCP","IP67","-40°C ~ 85°C","96%","Wire Leads","0.87"" L x 0.49"" W x 0.33"" H (22.1mm x 12.6mm x 8.5mm)"
https://hubbellcdn.com/specsheet/LED-30W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED30W-24-C1250-D.jpg,1121-1456-ND,LED30W-24-C1250-D,Thomas Research Products,LED DRIVER CC AC/DC 8-24V 1.25A,641,0,"17.26000","0","1","LED-30W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","8 ~ 24V","1.25A","30W","-","Analog","OCP, OVP, SCP","IP66","-30°C ~ 60°C","86%","Wire Leads","4.92"" L x 1.69"" W x 0.98"" H (125.0mm x 43.0mm x 25.0mm)"
https://www.meanwell.com/Upload/PDF/LPV-60/LPV-60-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LPV-60.jpg,1866-3306-ND,LPV-60-24,MEAN WELL USA Inc.,LED DRIVER CV AC/DC 24V 2.5A,1283,0,"17.68000","0","1","LPV-60 (60W)","Active","Constant Voltage","AC DC Converter","1","90VAC","264VAC","24V","2.5A","60W","3kV","-","OCP, OVP, SCP","IP67","-30°C ~ 70°C","86%","Wire Leads","6.40"" L x 1.67"" W x 1.26"" H (162.5mm x 42.5mm x 32.0mm)"
https://www.meanwell.com/Upload/PDF/LPV-60/LPV-60-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LPV-60.jpg,1866-3304-ND,LPV-60-12,MEAN WELL USA Inc.,LED DRIVER CV AC/DC 12V 5A,586,0,"17.68000","0","1","LPV-60 (60W)","Active","Constant Voltage","AC DC Converter","1","90VAC","264VAC","12V","5A","60W","3kV","-","OCP, OVP, SCP","IP67","-30°C ~ 70°C","83%","Wire Leads","6.40"" L x 1.67"" W x 1.26"" H (162.5mm x 42.5mm x 32.0mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/RCD-48.JPG,945-1129-ND,RCD-24-1.00/W,Recom Power,LED DRIVER CC BUCK 3-31V 1A,120,210,"19.95000","0","1","LIGHTLINE RCD-24","Active","Constant Current","Buck","1","6V","36V","3 ~ 31V","1A","33W","-","-","SCP","IP67","-40°C ~ 71°C","96%","Wire Leads","0.87"" L x 0.49"" W x 0.33"" H (22.1mm x 12.6mm x 8.5mm)"
http://www.luxdrive.com/content/A009_BuckBlock_V1.pdf,//media.digikey.com/Photos/LEDdynamics/A009-D-V-1400.jpg,788-1036-ND,A009-D-V-2100,LEDdynamics Inc.,LED DRIVER CC BUCK 16V 2.1A,259,0,"19.99000","0","1","BuckBlock™ A009","Active","Constant Current","Buck","1","10V","32V","16V (Max)","2.1A","34W","-","Analog, PWM","SCP","-","-40°C ~ 80°C","90%","Wire Leads","2.00"" L x 1.20"" W x 0.38"" H (50.8mm x 30.5mm x 9.5mm)"
http://www.luxdrive.com/content/FlexBlock_A011_V1.pdf,//media.digikey.com/Photos/LEDdynamics/FLEXBLOCKAO11%20SERIES.JPG,788-1039-ND,A011-D-V-350,LEDdynamics Inc.,LED DVR CC BUCK-BOOST 48V 350MA,256,0,"19.99000","0","1","FlexBlock™ A011","Active","Constant Current","Buck-Boost","1","10V","32V","48V (Max)","350mA","17W","-","Analog, PWM","SCP","-","-40°C ~ 80°C","90%","Wire Leads","2.00"" L x 1.20"" W x 0.38"" H (50.8mm x 30.5mm x 9.5mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/RCD-48.JPG,945-1133-ND,RCD-24-1.20/W,Recom Power,LED DRIVER CC BUCK 3-31V 1.2A,1523,325,"21.09000","0","1","LIGHTLINE RCD-24","Active","Constant Current","Buck","1","6V","36V","3 ~ 31V","1.2A","37W","-","-","SCP","IP67","-40°C ~ 65°C","96%","Wire Leads","0.87"" L x 0.49"" W x 0.33"" H (22.1mm x 12.6mm x 8.5mm)"
https://hubbellcdn.com/specsheet/LED-20W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/MFG_LED20W.jpg,1121-1403-ND,LED20W-40-C0500-D,Thomas Research Products,LED DRIVER CC AC/DC 14-40V 500MA,202,0,"21.50000","0","1","LED-20W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","14 ~ 40V","500mA","20W","-","Analog","OCP, OVP, SCP","IP66, NEMA 4","-","82%","Wire Leads","3.74"" L x 1.61"" W x 0.98"" H (95.0mm x 41.0mm x 25.0mm)"
https://hubbellcdn.com/specsheet/LED-20W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/MFG_LED20W.jpg,1121-1406-ND,LED20W-28-C0700-D,Thomas Research Products,LED DRIVER CC AC/DC 10-28V 700MA,114,0,"21.50000","0","1","LED-20W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","10 ~ 28V","700mA","20W","-","Analog","OCP, OVP, SCP","IP66, NEMA 4","-","81%","Wire Leads","3.74"" L x 1.61"" W x 0.98"" H (95.0mm x 41.0mm x 25.0mm)"
https://hubbellcdn.com/specsheet/LED-25W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED25W-14-C1750-D.JPG,1121-1399-ND,LED25W-40-C0620-D,Thomas Research Products,LED DRIVER CC AC/DC 13-40V 620MA,158,0,"21.86000","0","1","LED-25W","Active","Constant Current","AC DC Converter","1","100VAC","277VAC","13 ~ 40V","620mA","25W","-","Analog","OCP, OVP, SCP","IP66, NEMA 4","-","84%","Wire Leads","3.15"" L x 3.07"" W x 0.99"" H (80.0mm x 78.0mm x 25.2mm)"
https://hubbellcdn.com/specsheet/LED-25W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED25W-14-C1750-D.JPG,1121-1597-ND,LED25W-28-C0850-D,Thomas Research Products,LED DRIVER CC AC/DC 10-28V 850MA,366,0,"22.12000","0","1","LED-25W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","10 ~ 28V","850mA","25W","-","Analog","OCP, OVP, SCP","IP66","-","83%","Wire Leads","3.15"" L x 3.07"" W x 0.99"" H (80.0mm x 78.0mm x 25.2mm)"
https://hubbellcdn.com/specsheet/LED-25W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED25W-14-C1750-D.JPG,1121-1455-ND,LED25W-40-C0500-D,Thomas Research Products,LED DRIVER CC AC/DC 13-40V 500MA,145,0,"22.12000","0","1","LED-25W","Active","Constant Current","AC DC Converter","1","100VAC","277VAC","13 ~ 40V","500mA","25W","-","Analog","OCP, OVP, SCP","IP66, NEMA 4","-","84%","Wire Leads","3.15"" L x 3.07"" W x 0.99"" H (80.0mm x 78.0mm x 25.2mm)"
https://hubbellcdn.com/specsheet/LED-12W-D.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED-12W%20SERIES.JPG,1121-1466-ND,LED12W-36-C0350-D,Thomas Research Products,LED DRIVER CC AC/DC 18-36V 350MA,612,0,"22.63000","0","1","LED-12W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","18 ~ 36V","350mA","12W","-","Analog","OCP, OVP, SCP","IP66","-","80%","Wire Leads","-"
https://cdn.samsung.com/led/file/resource/2017/11/Data_Sheet_SI-EPF006660WW_Rev.9.0.pdf,//media.digikey.com/Photos/Samsung%20Photos/SI-EPF006660WW.JPG,1510-1158-ND,SI-EPF006660WW,"Samsung Semiconductor, Inc.",LED DRIVER CC AC/DC 20-50V 1.4A,675,0,"24.12000","0","1","-","Active","Constant Current","AC DC Converter","1","108VAC","305VAC","20 ~ 50V","1.4A","50W","3.75kV","Analog","OVP, SCP","-","-20°C ~ 50°C","83%","Terminal Block","11.81"" L x 1.18"" W x 0.83"" H (300.0mm x 30.0mm x 21.0mm)"
https://hubbellcdn.com/specsheet/LED-25W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED-25W%20SERIES.JPG,1121-1043-ND,LED25W-24,Thomas Research Products,LED DRIVER CV AC/DC 24V 1.04A,226,0,"24.63000","0","1","LED-25W","Active","Constant Voltage","AC DC Converter","1","90VAC","305VAC","24V","1.04A","25W","-","-","OCP, OVP, SCP","IP66","-","83%","Wire Leads","3.15"" L x 3.07"" W x 0.99"" H (80.0mm x 78.0mm x 25.2mm)"
https://www.erp-power.com/wp-content/series-assets/datasheets/constant-current/ess-esst/ess-esst-series-1-pager.pdf,//media.digikey.com/Photos/ERP-Power/ESS-Series.jpg,1800-1004-ND,ESS010W-0250-42,"ERP Power, LLC",LED DRIVER CC AC/DC 28-42V 250MA,241,0,"25.18000","0","1","ESS (10W)","Active","Constant Current","AC DC Converter","1","120VAC","277VAC","28 ~ 42V","250mA","11W","-","Analog, ELV, Triac","OCP, OTP, SCP","IP64","-","87%","Wire Leads","3.30"" L x 1.57"" W x 0.99"" H (83.8mm x 39.9mm x 25.1mm)"
https://www.erp-power.com/wp-content/series-assets/datasheets/constant-current/ess-esst/ess-esst-series-1-pager.pdf,//media.digikey.com/Photos/ERP-Power/ESS-Series.jpg,1800-1061-ND,ESS010W-0750-12,"ERP Power, LLC",LED DRIVER CC AC/DC 6-12V 750MA,150,0,"25.18000","0","1","ESS (10W)","Active","Constant Current","AC DC Converter","1","120VAC","277VAC","6 ~ 12V","750mA","9W","-","Analog, ELV, Triac","OCP, OTP, SCP","IP64","-","87%","Wire Leads","3.30"" L x 1.57"" W x 0.99"" H (83.8mm x 39.9mm x 25.1mm)"
https://hubbellcdn.com/specsheet/LED-25W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED25W-14-C1750-D.JPG,1121-1042-ND,LED25W-18-C1400-D,Thomas Research Products,LED DRIVER CC AC/DC 6-18V 1.4A,216,0,"26.08000","0","1","LED-25W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","6 ~ 18V","1.4A","25W","-","Analog","OCP, OVP, SCP","IP66","-","82%","Wire Leads","3.15"" L x 3.07"" W x 0.99"" H (80.0mm x 78.0mm x 25.2mm)"
https://hubbellcdn.com/specsheet/LED-30W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED-30W%20SERIES.JPG,1121-1057-ND,LED30W-42-C0700,Thomas Research Products,LED DRIVER CC AC/DC 14-42V 700MA,269,0,"26.63000","0","1","LED-30W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","14 ~ 42V","700mA","30W","-","-","OCP, OVP, SCP","IP66","-30°C ~ 60°C","87%","Wire Leads","4.92"" L x 1.69"" W x 0.98"" H (125.0mm x 43.0mm x 25.0mm)"
https://hubbellcdn.com/specsheet/LED-30W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED-30W%20SERIES.JPG,1121-1059-ND,LED30W-85-C0350,Thomas Research Products,LED DRIVER CC AC/DC 28-85V 350MA,143,0,"26.63000","0","1","LED-30W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","28 ~ 85V","350mA","30W","-","-","OCP, OVP, SCP","IP66","-30°C ~ 60°C","88%","Wire Leads","4.92"" L x 1.69"" W x 0.98"" H (125.0mm x 43.0mm x 25.0mm)"
https://hubbellcdn.com/specsheet/LED-20W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED20W-24.jpg,1121-1033-ND,LED20W-12,Thomas Research Products,LED DRIVER CV AC/DC 12V 1.66A,624,0,"26.87000","0","1","LED-20W","Active","Constant Voltage","AC DC Converter","1","90VAC","305VAC","12V","1.66A","20W","-","-","OCP, OVP, SCP","IP66","-30°C ~ 60°C","85%","Wire Leads","3.74"" L x 1.61"" W x 0.98"" H (95.0mm x 41.0mm x 25.0mm)"
https://www.erp-power.com/wp-content/series-assets/datasheets/constant-current/ess-esst/ess-esst-series-1-pager.pdf,//media.digikey.com/Photos/ERP-Power/ESS-Series.jpg,1800-1002-ND,ESS015W-0350-42,"ERP Power, LLC",LED DRIVER CC AC/DC 28-42V 350MA,627,0,"26.88000","0","1","ESS (15W)","Active","Constant Current","AC DC Converter","1","120VAC","277VAC","28 ~ 42V","350mA","15W","-","Analog, ELV, Triac","OCP, OTP, SCP","IP64","-","87%","Wire Leads","3.30"" L x 1.57"" W x 0.99"" H (83.8mm x 39.9mm x 25.1mm)"
https://www.erp-power.com/wp-content/series-assets/datasheets/constant-current/ess-esst/ess-esst-series-1-pager.pdf,//media.digikey.com/Photos/ERP-Power/ESS-Series.jpg,1800-1072-ND,ESS020W-0400-42,"ERP Power, LLC",LED DRIVER CC AC/DC 28-42V 400MA,785,0,"28.54000","0","1","ESS (20W)","Active","Constant Current","AC DC Converter","1","120VAC","277VAC","28 ~ 42V","400mA","17W","-","Analog, ELV, Triac","OCP, OTP, SCP","IP64","-","87%","Wire Leads","3.30"" L x 1.57"" W x 0.99"" H (83.8mm x 39.9mm x 25.1mm)"
https://www.erp-power.com/wp-content/series-assets/vlm-series/datasheet-short/vlm-series-1-pager.zip,//media.digikey.com/Photos/ERP-Power/MFG_VLM40-60-100-Series.jpg,1800-1103-ND,VLM60W-24,"ERP Power, LLC","120 TO 277 VAC, 93% EFF., RECTAN",199,0,"28.73000","0","1","VLM60 (60W)","Active","Constant Voltage","AC DC Converter","1","120VAC","277VAC","24V","2.5A","60W","-","-","-","IP20","90°C","93%","Wire Leads","5.12"" L x 0.77"" W x 0.78"" H (130.0mm x 19.7mm x 19.8mm)"
https://hubbellcdn.com/specsheet/LED-40W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED40W-12.jpg,1121-1065-ND,LED40W-024,Thomas Research Products,LED DRIVER CV AC/DC 24V 1.67A,185,0,"28.78000","0","1","LED-40W","Active","Constant Voltage","AC DC Converter","1","90VAC","305VAC","24V","1.67A","40W","-","-","OCP, OVP, SCP","IP66, NEMA 4","-30°C ~ 60°C","86%","Wire Leads","3.74"" L x 2.76"" W x 1.26"" H (95.0mm x 70.0mm x 32.0mm)"
https://www.erp-power.com/wp-content/series-assets/datasheets/constant-current/ess-esst/ess-esst-series-1-pager.pdf,//media.digikey.com/Photos/ERP-Power/ESS-Series.jpg,1800-1059-ND,ESS030W-0900-27,"ERP Power, LLC",LED DRIVER CC AC/DC 20-27V 900MA,504,0,"30.23000","0","1","ESS (30W)","Active","Constant Current","AC DC Converter","1","120VAC","277VAC","20 ~ 27V","900mA","24W","-","Analog, ELV, Triac","OCP, OTP, SCP","IP64","-","87%","Wire Leads","3.30"" L x 1.57"" W x 0.99"" H (83.8mm x 39.9mm x 25.1mm)"
https://www.meanwell.com/Upload/PDF/LPF-60/LPF-60-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LPF-60.jpg,1866-3213-ND,LPF-60-24,MEAN WELL USA Inc.,LED DVR CC/CV ACDC 14.4-24V 2.5A,1104,0,"30.74000","0","1","LPF-60 (60W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","14.4 ~ 24V","2.5A","60W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-40°C ~ 80°C","89%","Wire Leads","6.40"" L x 1.69"" W x 1.26"" H (162.5mm x 43.0mm x 32.0mm)"
https://www.erp-power.com/wp-content/uploads/2017/05/ESM-Series-1-pager.pdf,//media.digikey.com/Photos/ERP-Power/ESM030W-0900-26.JPG,1800-1017-ND,ESM030W-0900-26,"ERP Power, LLC",LED DRIVER CC AC/DC 19-26V 900MA,153,0,"32.42000","0","1","ESM (30W)","Active","Constant Current","AC DC Converter","1","120VAC","277VAC","19 ~ 26V","900mA","23W","-","ELV, Triac","OCP, OTP, SCP","IP20, NEMA 410","-30°C ~ 90°C","87%","Wire Leads","4.20"" L x 2.37"" W x 0.99"" H (106.7mm x 60.3mm x 25.2mm)"
https://www.erp-power.com/wp-content/uploads/2017/05/ESM-Series-1-pager.pdf,-,1800-1018-ND,ESM030W-0700-42,"ERP Power, LLC",LED DRIVER CC AC/DC 28-42V 700MA,102,0,"32.42000","0","1","ESM (30W)","Active","Constant Current","AC DC Converter","1","120VAC","277VAC","28 ~ 42V","700mA","29W","-","ELV, Triac","OCP, OTP, SCP","IP20, NEMA 410","-30°C ~ 90°C","87%","Wire Leads","4.20"" L x 2.37"" W x 0.99"" H (106.7mm x 60.3mm x 25.2mm)"
