Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Function","Embedded","Utilized IC / Part","Primary Attributes","Supplied Contents"
http://www.st.com/content/ccc/resource/technical/document/data_brief/2a/72/b0/b2/66/12/42/e5/DM00127214.pdf/files/DM00127214.pdf/jcr:content/translations/en.DM00127214.pdf,//media.digikey.com/Photos/STMicro%20Photos/MFG_STEVAL-IHM028V2.jpg,497-15237-ND,STEVAL-IHM028V2,STMicroelectronics,BOARD DEMO FOR STGIPS20C60,9,0,"336.00000","0","1","SLLIMM™","Active","Power Management","Motor Controller/Driver","No","STGIPS20C60","-","Board(s)"
https://reference.digilentinc.com/_media/reference/programmable-logic/zybo-z7/zybo-z7_rm.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/471-021.jpg",1286-1197-ND,471-021,"Digilent, Inc.",ZYBO Z7 EMBEDDED VISION BUNDLE,12,0,"343.99000","0","1","Zynq®-7000","Active","Video","Video Processing","Yes, FPGA / CPLD","OV5640, XC7Z010","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Powercast%20PDFs/P21XXCSR-EVB_v2.0_7-30-18.pdf,//media.digikey.com/Photos/Powercast/MFG_P21XXCSR-EVB.jpg,1964-1004-ND,P21XXCSR-EVB,Powercast Corporation,PCC110 & PCC210 EVALUATION BOARD,8,0,"360.00000","0","1","Powerharvester®","Active","Power Management","Energy Harvesting","-","PCC110, PCC210","RF Energy (Radio Waves) to DC","Board(s)"
http://www.latticesemi.com/view_document?document_id=52103,//media.digikey.com/Photos/Lattice%20Semi%20Photos/LF-EVDK1-EVN.jpg,220-2142-ND,LF-EVDK1-EVN,Lattice Semiconductor Corporation,EMBEDDED VISION DEVELOPMENT KIT,23,0,"361.08000","0","1","-","Active","Video","Video Processing","Yes, FPGA / CPLD","ECP5, SiL1136","-","Board(s)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdrv8312,//media.digikey.com/Photos/Texas%20Instr%20Photos/296-28551-ND.jpg,296-28551-ND,DRV8312-C2-KIT,Texas Instruments,KIT EVAL MOTOR CTRL FOR DRV8312,8,0,"362.40000","0","1","Piccolo™","Active","Power Management","Motor Controller/Driver","Yes, MCU, 32-Bit","DRV8312","Motors (BLAC, BLDC, PMSM)","Board(s), Cable(s), Power Supply, Accessories"
http://www.ti.com/lit/pdf/spruhj1,//media.digikey.com/Photos/Texas%20Instr%20Photos/DRV8312-69M-KIT.jpg,296-37049-ND,DRV8312-69M-KIT,Texas Instruments,KIT EVAL MOTOR CTRL FOR DRV8312,4,0,"362.40000","0","1","C2000™, Piccolo™","Active","Power Management","Motor Controller/Driver","Yes, MCU, 32-Bit","DRV8312, TMS320F28069M","Motors (BLAC, BLDC, PMSM)","Board(s), Cable(s), Power Supply, Accessories"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/DRV8301-HC-C2-KIT_Web.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/DRV8301-HC-C2-KIT.jpg,296-30925-ND,DRV8301-HC-C2-KIT,Texas Instruments,KIT EVAL PREDRIVER MOTR CTRL 3PH,3,0,"362.40000","0","1","-","Active","Power Management","Motor Controller/Driver","Yes, MCU, 32-Bit","DRV8301","3 Half Bridge Drivers","Board(s), Cable(s)"
https://www.renesas.com/us/en/doc/products/mpumcu/rx200/r20ut3697ej0110_motor.pdf,-,RTK0EM0006S01212BJ-ND,RTK0EM0006S01212BJ,Renesas Electronics America,RX23T 24V MOTOR CONTROL EVAL BRD,4,0,"380.46000","0","1","RX","Active","Power Management","Motor Controller/Driver","Yes, MCU, 32-Bit","RX23T","-","Board(s), Cable(s), Accessories"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/200W%20WP%20Deveopment%20Kit%20Product%20Spotlight.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_760308EMP.jpg,732-13365-ND,760308EMP,Wurth Electronics Inc.,WIRELESS POWER 200 W DEVELOPMENT,8,0,"387.50000","0","1","-","Active","Power Management","Wireless Power Supply/Charging","Yes, MCU, 32-Bit","171032401, 760308102142, BSZ070N08LS5, IR1161L, XMC1302","Transmitter and Receiver","Board(s), Power Supply"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc833.pdf,//media.digikey.com/Photos/Hittite%20Microwave%20Photos/EKIT01-HMC833LP6GE.jpg,1127-1221-ND,EKIT01-HMC833LP6GE,Analog Devices Inc.,BOARD EVAL PLL HMC833,8,26,"389.34000","0","1","-","Active","Timing","PLL","-","HMC833LP6GE","Single Fractional-N PLL with VCO","Board(s), Cable(s)"
-,//media.digikey.com/Photos/EPC/EPC9512.JPG,917-1155-ND,EPC9512,EPC,CLASS 4 WIRELESS PWR AMP DEMOBRD,22,0,"390.00000","0","1","-","Active","Power Management","Wireless Power Supply/Charging","-","-","-","Board(s)"
http://ww1.microchip.com/downloads/en/DeviceDoc/50002350A.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MFG_EVB-USB5734.jpg,EVB-USB5734-ND,EVB-USB5734,Microchip Technology,BOARD EVAL FOR USB5734,9,0,"399.00000","0","1","-","Active","Interface","USB 3.0 Hub","-","USB5734","4-Channel (Quad)","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Analog%20Devices%20PDFs/EV-ADF5355SD1Z_UG.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_EV-ADF5355SD1Z.JPG,EV-ADF5355SD1Z-ND,EV-ADF5355SD1Z,Analog Devices Inc.,EVAL BOARD FOR ADF5355SD1Z,5,128,"409.05000","0","1","-","Active","Timing","Frequency Synthesizer","-","ADF5355","Single Fractional-N and Integer-N PLL with VCO","Board(s), Cable(s)"
http://www.ti.com/lit/pdf/snlu169,//media.digikey.com/Photos/Texas%20Instr%20Photos/DS90UB949-Q1EVM.JPG,296-46709-ND,DS90UB949-Q1EVM,Texas Instruments,EVALUATION MODULE,12,232,"414.32000","0","1","-","Active","Interface","Serializer","-","DS90UB949-Q1","-","Board(s)"
http://www.ti.com/lit/pdf/snau210,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LMX2594EVM.jpg,296-46575-ND,LMX2594EVM,Texas Instruments,EVAL BOARD FOR LMX2594,7,251,"414.32000","0","1","PLLatinum™","Active","Timing","Frequency Synthesizer","-","LMX2594","Single Fractional-N PLL with VCO","Board(s)"
http://www.ti.com/lit/pdf/snlu140,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_DS90UB947-Q1EVM.jpg,296-46708-ND,DS90UB947-Q1EVM,Texas Instruments,EVALUATION MODULE,9,1,"414.32000","0","1","-","Active","Interface","Serializer","-","DS90UB947-Q1","-","Board(s)"
http://www.ti.com/lit/pdf/snou143,-,296-47699-ND,EM1402EVM,Texas Instruments,EVAL MODULE,7,46,"414.32000","0","1","-","Active","Power Management","Battery Monitor","-","BQ76PL455A-Q1","Cell Balancer","Board(s)"
http://www.ti.com/lit/pdf/snlu223,//media.digikey.com/Photos/Texas%20Instr%20Photos/DS90UB954-Q1EVM.jpg,296-47635-ND,DS90UB954-Q1EVM,Texas Instruments,DS90UB954-Q1EVM,7,184,"414.32000","0","1","-","Active","Interface","Deserializer","-","DS90UB954-Q1","-","Board(s)"
http://www.ti.com/lit/pdf/snlu114,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_DS90UB926QSEVB%5ENOPB.jpg,296-45699-ND,DS90UB926QSEVB/NOPB,Texas Instruments,MODULE EVAL FOR DS90UB926QS,4,22,"414.32000","0","1","-","Active","Interface","Deserializer","-","DS90UB926Q","-","Board(s), Cable(s)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmh1297,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LMH1297EVM.jpg,296-46656-ND,LMH1297EVM,Texas Instruments,LMH1297 12G BIDIRECTIONAL I/O EV,3,0,"421.34000","0","1","-","Active","Video","Reclocker","-","LMH1297","-","Board(s)"
https://www.analog.com/media/en/technical-documentation/user-guides/EVAL-ADE9000EBZ-UG-1082.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/MFG_EVAL-ADE9000EBZ.jpg,EVAL-ADE9000EBZ-ND,EVAL-ADE9000EBZ,Analog Devices Inc.,ADE9000 EVALUATION BOARD,7,37,"425.41000","0","1","-","Active","Power Management","Energy/Power Meter","No","ADE9000","-","Board(s)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/57418637811849AD9959_pcb_0.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/AD9959^PCB.jpg,AD9959/PCBZ-ND,AD9959/PCBZ,Analog Devices Inc.,BOARD EVALUATION FOR AD9959,5,0,"434.43000","0","1","-","Active","Timing","Direct Digital Synthesis (DDS)","No","AD9959","10-Bit DAC, 32-Bit Tuning Word Width","Board(s), Cable(s)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/57241686299254AD995EB_0.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/AD9958^PCB.jpg,AD9958/PCBZ-ND,AD9958/PCBZ,Analog Devices Inc.,BOARD EVALUATION FOR AD9958,5,84,"434.43000","0","1","AgileRF™","Active","Timing","Direct Digital Synthesis (DDS)","No","AD9958","10-Bit DAC, 32-Bit Tuning Word Width","Board(s), Cable(s)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/EVAL-AD9913.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/ANALOG%20DEVICES_AD9913^PCBZ.JPG,AD9913/PCBZ-ND,AD9913/PCBZ,Analog Devices Inc.,BOARD EVAL FOR AD9913,4,88,"434.43000","0","1","AgileRF™","Active","Timing","Direct Digital Synthesis (DDS)","No","AD9913","10-Bit DAC, 32-Bit Tuning Word Width","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/XMOS/XK-VF3100-C43_QSG.pdf,//media.digikey.com/Photos/XMOS%20Photos/MFG_XK-VF3100-C43.jpg,880-1127-ND,XK-VF3100-C43,XMOS,EVAL XCORE VOCALFUSION CIRCULAR,15,0,"448.80000","0","1","XCore™","Active","Audio","Voice Recognition","-","XVF3100","-","Board(s), Cable(s)"
-,//media.digikey.com/Photos/XMOS%20Photos/MFG_XK-VF3100-L33.jpg,880-1129-ND,XK-VF3100-L33,XMOS,EVAL XCORE VOCALFUSION 4MIC,12,0,"448.80000","0","1","XCore™","Active","Audio","Voice Recognition","-","XVF3100","-","Board(s), Cable(s)"
http://www.linear.com/docs/46831,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC2100B-C.jpg,DC2100B-C-ND,DC2100B-C,Linear Technology/Analog Devices,EVAL LTC3300-1 LTC6804-2 LTC6820,11,9,"475.00000","0","1","-","Active","Power Management","Battery Monitor","-","LTC3300-1, LTC6804-2, LTC6820","Cell Balancer","Board(s)"
https://www.xmos.com/published/vocalfusion-stereo-dev-kit-for-amazon-avs-product-brief?version=latest,//media.digikey.com/Photos/XMOS%20Photos/MFG_XK-VF3500-L33-AVS.jpg,880-1130-ND,XK-VF3500-L33-AVS,XMOS,VOCALFUSION STEREOKIT AMAZON AVS,12,0,"499.00000","0","1","XCore™","Active","Audio","Voice Recognition","-","XVF3500","-","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/MegaChips%20PDFs/MCDP2900_DS.pdf,//media.digikey.com/Photos/MegaChips%20Technology%20America/RD2-2900.jpg,RD2-2900-ND,RD2-2900,MegaChips Technology America Corporation,EVB DISPLAYPORT 1.4 TO HDMI 2.0,5,0,"504.00000","0","1","-","Active","Video","Video Processing","-","MCDP2900A2","DisplayPort to HDMI","Board(s)"
http://www.ti.com/lit/pdf/snau145,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMK04828BEVM.jpg,296-37503-ND,LMK04828BEVM,Texas Instruments,EVAL BOARD FOR LMK04828,4,7,"518.16000","0","1","PLLatinum™","Active","Timing","Clock Conditioner","-","LMK04828","Jitter Cleaner","Board(s)"
http://www.ti.com/lit/ug/dlpu027d/dlpu027d.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/DLPDLCR2010EVM.jpg,296-38658-ND,DLPDLCR2010EVM,Texas Instruments,EVAL BOARD FOR DLPDLCR2010,5,0,"518.16000","0","1","-","Active","Reference Design","Projection DLP","-","DLP2010","-","Board(s), Cable(s)"
http://www.ti.com/lit/pdf/snau215,-,296-48236-ND,LMK04832EVM,Texas Instruments,LMK04832EVM,3,0,"518.16000","0","1","-","Active","Timing","Clock Conditioner","-","LMK04832","Jitter Cleaner","Board(s)"
https://www.newscaletech.com/wp-content/uploads/SQL-RV-TRK-developers-kits.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_DK-RV-1%208-33.jpg,DK-RV-1.8-33-ND,DK-RV-1.8-33,ams,EVAL KIT SQUIGGLE MOTOR,5,0,"540.00000","0","1","SQUIGGLE®","Active","Power Management","Motor Controller/Driver","-","SQL-RV-1.8-6-12, MC-3300-RV, NSD-2101","Linear Motor, Driver","Board(s), Cable(s)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/UG-207.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/AD9910^PCBZ.JPG,AD9910/PCBZ-ND,AD9910/PCBZ,Analog Devices Inc.,BOARD EVAL FOR AD9910 1GSPS,5,0,"543.04000","0","1","AgileRF™","Active","Timing","Direct Digital Synthesis (DDS)","No","AD9910","14-Bit DAC, 32-Bit Tuning Word Width","Board(s), Cable(s)"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD9912.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/AD9912A%5EPCBZ.jpg,AD9912A/PCBZ-ND,AD9912A/PCBZ,Analog Devices Inc.,BOARD EVALUATION FOR AD9912,5,18,"543.04000","0","1","-","Active","Timing","Direct Digital Synthesis (DDS)","No","AD9912","14-Bit DAC, 48-Bit Tuning Word Width","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/MegaChips%20PDFs/RD1-4020_UG.pdf,//media.digikey.com/photos/MegaChips%20Technology%20America/RD1-4020.jpg,RD1-4020-ND,RD1-4020,MegaChips Technology America Corporation,EVB DISPLAYPORT TO DVI,4,0,"560.00000","0","1","-","Active","Video","Video Processing","-","STDP4020","DisplayPort to LVDS or RGB (LVTTL)","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/MegaChips%20PDFs/RD1-4320_UG.pdf,//media.digikey.com/photos/MegaChips%20Technology%20America/RD1-4320.jpg,RD1-4320-ND,RD1-4320,MegaChips Technology America Corporation,EVB DISPLAYPORT 1.2A SPLITTER,4,0,"560.00000","0","1","-","Active","Video","Video Processing","-","STDP4320","DisplayPort Splitter","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/MegaChips%20PDFs/RD5-4320_UG.pdf,//media.digikey.com/photos/MegaChips%20Technology%20America/RD5-4320.jpg,RD5-4320-ND,RD5-4320,MegaChips Technology America Corporation,EVB DISPLAYPORT 1.2 TO HDMI DUAL,3,0,"560.00000","0","1","-","Active","Video","Video Processing","-","STDP4320","DisplayPort to HDMI Splitter","Board(s)"
https://www.analog.com/media/en/technical-documentation/user-guides/EK1HMC7044LP10B_UG-826.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_EK1HMC7044LP10B.jpg,1127-3127-ND,EK1HMC7044LP10B,Analog Devices Inc.,EVAL KIT HMC7044LP10BE,11,10,"572.67000","0","1","-","Active","Timing","PLL","-","HMC7044LP10BE","-","Board(s)"
https://www.analog.com/media/en/technical-documentation/user-guides/EK1HMC7043LP7F_UG-892.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/EK1HMC7043LP7F.jpg,1127-3260-ND,EK1HMC7043LP7F,Analog Devices Inc.,EVAL KIT HMC7043LP7FE,4,1,"572.67000","0","1","-","Active","Timing","Clock Buffer","-","HMC7043LP7FE","1 Input, 14 Outputs","Board(s)"
https://www.wolfspeed.com/media/downloads/836/CGD15FB45P1.pdf,//media.digikey.com/photos/Cree%20Photos/CGD15FB45P1.JPG,CGD15FB45P1-ND,CGD15FB45P1,Cree/Wolfspeed,EVAL FXTR G2 1.2KV 45MM SIX-PK P,23,0,"600.00000","0","1","-","Active","Power Management","Gate Driver","-","-","Isolated","Partially Populated Board(s) - Main IC Not Included"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD9914.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/AD9914%5EPCBZ.jpg,AD9914/PCBZ-ND,AD9914/PCBZ,Analog Devices Inc.,BOARD EVAL FOR AD9914,5,100,"654.48000","0","1","-","Active","Timing","Direct Digital Synthesis (DDS)","-","AD9914","-","Board(s)"
https://www.newscaletech.com/wp-content/uploads/SQL-RV-TRK-developers-kits-ams.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_DK-RV-1%208-TRK-33.jpg,DK-RV-1.8.TRK-33-ND,DK-RV-1.8.TRK-33,ams,EVAL KIT SQUIGGLE MOTOR + SENSOR,5,0,"660.00000","0","1","SQUIGGLE®, TRACKER™","Active","Power Management","Motor Controller/Driver","-","SQL-RV-1.8-6-12, NSE-5310, MC-3300-RV, NSD-2101","Linear Motor, Driver and Position Encoder","Board(s), Cable(s)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc830.pdf,//media.digikey.com/Photos/Hittite%20Microwave%20Photos/EKIT01-HMC830LP6GE.JPG,1127-1165-ND,EKIT01-HMC830LP6GE,Analog Devices Inc.,KIT EVAL FOR HMC830,6,7,"661.79000","0","1","-","Active","Timing","PLL","-","HMC830LP6GE","Single Fractional-N PLL with VCO","Board(s), Cable(s)"
http://www.ti.com/lit/ug/dlpu058a/dlpu058a.pdf,-,296-47995-ND,DLPDLCR3010EVM-G2,Texas Instruments,DLPDLCR3010EVM-G2,11,0,"725.84000","0","1","-","Active","Reference Design","Projection DLP","-","DLP3010","-","Board(s), Cable(s)"
http://www.ti.com/lit/pdf/spruhj1,//media.digikey.com/Photos/Texas%20Instr%20Photos/TMDSHVMTRINSPIN.jpg,296-37056-ND,TMDSHVMTRINSPIN,Texas Instruments,DEV KIT INSTASPIN FOC MOTION,4,0,"725.84000","0","1","C2000™, Piccolo™","Active","Power Management","Motor Controller/Driver","Yes, MCU, 32-Bit","TMS320F28069M","Motors (ACIM, BLDC, PMSM)","Board(s), Cable(s), Power Supply"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc980.pdf,//media.digikey.com/photos/Hittite%20Microwave%20Photos/EVAL01-%20HMC980LP4E.jpg,1127-1212-ND,EVAL01-HMC980LP4E,Analog Devices Inc.,BOARD EVAL ACTIVE BIAS HMC980,10,106,"730.73000","0","1","-","Active","Power Management","Active Bias Controller","No","HMC980LP4E","-","Board(s)"
https://www.newscaletech.com/wp-content/uploads/M3-L_datasheet.pdf,//media.digikey.com/Photos/Austria%20Microsystems/DK-M3L-1.8-TRK-6.0-S.jpg,DK-M3-L-1.8-TRK-6.0-S-ND,DK-M3-L-1.8-TRK-6.0-S,ams,EVAL KIT M3-L LINEAR MOTION,11,0,"840.00000","0","1","SQUIGGLE®","Active","Power Management","Motor Controller/Driver","Yes, ASIC","SQUIGGLE® Piezo Micro Motor, NSD-2101, NSE-5310","High-Resolution M3-L Linear Motion Modules","Board(s), Cable(s), Accessories"
http://www.ti.com/lit/pdf/sprt615,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TMDSSOLARUINVKIT.jpg,296-41629-ND,TMDSSOLARUINVKIT,Texas Instruments,DEV KIT FOR C2000,21,0,"882.64000","0","1","-","Active","Power Management","Renewable Energy","Yes, MCU, 32-Bit","TMS320F28035","-","Board(s), Cable(s), Power Supply"
http://epc-co.com/epc/Portals/0/epc/documents/guides/EPC9112_qsg.pdf,//media.digikey.com/Photos/EPC/EPC911x.jpg,917-1054-ND,EPC9112,EPC,EVAL BOARD CLASS D WIRELESS DEMO,8,0,"895.00000","0","1","eGaN®","Active","Power Management","Wireless Power Supply/Charging","No","EPC2007","-","Board(s)"
http://epc-co.com/epc/Portals/0/epc/documents/guides/EPC9111_qsg.pdf,//media.digikey.com/Photos/EPC/EPC911x.jpg,917-1053-ND,EPC9111,EPC,EVAL BOARD CLASS D WIRELESS DEMO,5,0,"895.00000","0","1","eGaN®","Active","Power Management","Wireless Power Supply/Charging","No","EPC2014","-","Board(s)"
http://epc-co.com/epc/documents/guides/EPC9129_qsg.pdf,//media.digikey.com/Photos/EPC/MFG_EPC9129.jpg,917-1189-ND,EPC9129,EPC,CLASS 4 WIRELESS POWER DEMONSTRA,16,0,"907.20000","0","1","eGaN®","Active","Power Management","Wireless Power Supply/Charging","-","EPC2016C, EPC2019, EPC2038, EPC8010","Transmitter and Receiver","Board(s)"
http://epc-co.com/epc/Portals/0/epc/documents/guides/EPC9121_qsg.pdf,//media.digikey.com/Photos/EPC/EPC9121.jpg,917-1149-ND,EPC9121,EPC,MULTI-MODE WIRELESS POWER DEMONS,11,0,"907.20000","0","1","-","Active","Power Management","Wireless Power Supply/Charging","-","EPC2036, EPC2038, EPC2107","Transmitter and Receiver","Board(s)"
http://epc-co.com/epc/documents/guides/EPC9127_qsg.pdf,//media.digikey.com/Photos/EPC/MFG_EPC9127.jpg,917-1187-ND,EPC9127,EPC,CLASS 2 WIRELESS POWER DEMONSTRA,5,0,"907.20000","0","1","eGaN®","Active","Power Management","Wireless Power Supply/Charging","No","EPC2019, EPC2036, EPC2107","-","Board(s)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc703.pdf,//media.digikey.com/Photos/Hittite%20Microwave%20Photos/EKIT01-HMC703LP4E.JPG,1127-1164-ND,EKIT01-HMC703LP4E,Analog Devices Inc.,KIT EVAL FOR HMC703,7,15,"939.09000","0","1","-","Active","Timing","PLL","-","HMC703LP4E","Single Fractional-N PLL","Board(s), Cable(s)"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=134893,//media.digikey.com/Photos/Microsemi%20Photos/SF2-MC-STARTER-KIT.jpg,1100-1229-ND,SF2-MC-STARTER-KIT,Microsemi Corporation,STARTER KIT SMARTFUSION2 SOC,8,0,"946.80000","0","1","SmartFusion®2","Active","Power Management","Motor Controller/Driver","Yes, FPGA / CPLD","SmartFusion®2","-","Board(s)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/TSN-Evaluation-Kit.pdf,//media.digikey.com/Photos/Innovasic%20Semiconductor/RAPID-TSNEK-V0001.jpg,RAPID-TSNEK-V0001-ND,RAPID-TSNEK-V0001,Analog Devices Inc.,RAPID PLATFORM - TSN EVALUATION,13,0,"947.94000","0","1","fido™","Active","Interface","Ethernet","-","fido5000","-","Board(s), Cable(s)"
http://www.echelon.com/assets/blt6fafed545e287f28/FT_6000_EVK_Datasheet.pdf,//media.digikey.com/Photos/Echelon%20Photos/10070R-43-54.JPG,1499-1037-ND,10070R-43-54,Echelon Corporation,EVAL KIT FOR FT 6000,5,0,"988.98000","0","1","-","Active","Interface","IzoT and LonWorks","-","FT 6000","-","Board(s)"
http://www.ti.com/lit/pdf/slwu079,//media.digikey.com/Photos/Texas%20Instr%20Photos/TSW1400EVM.jpg,296-31326-ND,TSW1400EVM,Texas Instruments,KIT EVAL DAT69933A ACQ 16B,14,43,"1037.36000","0","1","-","Active","Interface","Data Capture","Yes, FPGA / CPLD","-","ADC and DAC Evaluation","Board(s), Cable(s)"
http://www.ti.com/lit/pdf/dlpu044,//media.digikey.com/Photos/Texas%20Instr%20Photos/DLPDLCR4710EVM-G2.JPG,296-46696-ND,DLPDLCR4710EVM-G2,Texas Instruments,EVALUATION MODULE,2,0,"1037.36000","0","1","-","Active","Reference Design","Projection DLP","-","DLP4710, DLPA3005, DLPC3439","-","Board(s), Cable(s)"
https://www.newscaletech.com/wp-content/uploads/M3-F_datasheet.pdf ,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/DK-M3-FS-1.8-1.5-M12%5E16.jpg,DK-M3-FS-1.8-1.5-M12/16-ND,DK-M3-FS-1.8-1.5-M12/16,ams,EVAL KIT M3-FS,7,0,"1080.00000","0","1","-","Active","Reference Design","Focus Module","-","M3-FS","Integrated M3 Motion Platform","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Finisar/FDB-1032-SFP+_PS_RevC_2-8-16.pdf,//media.digikey.com/Photos/Finisar/FDB-1032-SFP+.JPG,775-1184-ND,FDB-1032-SFP+,Finisar Corporation,EVALUATION BOARD FOR PLUGGABLE S,14,0,"1198.50000","0","1","-","Active","Telecom","Fiber Optic Transceiver, SFP/SFP+","-","SFP+ Modules","-","Board(s)"
http://www.powercastco.com/wp-content/uploads/2018/07/P2110-EVAL-01-Users-Manual-A-7.pdf,//media.digikey.com/Photos/Powercast/MFG_P2110-EVAL-01.jpg,1964-1003-ND,P2110-EVAL-01,Powercast Corporation,LIFETIME POWER ENERGY HARVESTING,10,0,"1200.00000","0","1","Powerharvester®","Active","Power Management","Energy Harvesting","-","P2110","RF Energy (Radio Waves) to DC","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Powercast%20PDFs/P1110-EVAL-01_UM_Rev5_7-30-18.pdf,//media.digikey.com/Photos/Powercast/MFG_P1110-EVAL-01.jpg,1964-1002-ND,P1110-EVAL-01,Powercast Corporation,ENERGY HARVESTING DEVELOPMENT KI,7,0,"1200.00000","0","1","Powerharvester®","Active","Power Management","Energy Harvesting","-","P1110","RF Energy (Radio Waves) to DC","Board(s)"
http://www.ti.com/lit/pdf/slwu086,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TSW14J56EVM.jpg,296-37154-ND,TSW14J56EVM,Texas Instruments,EVAL MOD FOR TSW14J56,15,173,"1296.96000","0","1","-","Active","Interface","Data Capture","Yes, FPGA / CPLD","-","ADC and DAC Evaluation","Board(s)"
http://www.ti.com/lit/ug/dlpu011f/dlpu011f.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/DLPLCR4500EVM.jpg,296-36420-ND,DLPLCR4500EVM,Texas Instruments,DLP LIGHTCRAFTER 4500,12,0,"1348.88000","0","1","-","Active","Reference Design","Projection DLP","Yes, DSP","DLP4500","Graphical User Interface (GUI)","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Analog%20Devices%20PDFs/AD-FMCDAQ2-EBZ_UG.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_AD-FMCDAQ2-EBZ.jpg,AD-FMCDAQ2-EBZ-ND,AD-FMCDAQ2-EBZ,Analog Devices Inc.,EVAL BOARD FOR FMC MODULE,6,0,"1393.80000","0","1","-","Active","Data Acquisition","ADC, DAC","-","AD9144, AD9680","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/75136.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/MFG_75136.jpg,541-2640-ND,MPCA75136,Vishay Dale,POWER POLE ASSEMBLY,9,0,"1766.40000","0","1","-","Active","Power Management","*","-","-","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Dale%20PDFs/75550.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/MFG_75550.jpg,541-2641-ND,MPCA75550,Vishay Dale,2 INVERTER ASSEMBLY,19,0,"2009.60000","0","1","-","Active","Power Management","*","-","-","-","Board(s)"
