Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Container Type","Size / Dimension","Height","Area (L x W)","Design","Material","Color","Thickness","Features","Ratings","Material Flammability Rating"
http://www.hammondmfg.com/pdf/1553B.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1553BBK.jpg,HM984-ND,1553BBK,Hammond Manufacturing,BOX ABS BLACK 4.62""L X 3.11""W,1345,5457,"8.06000","0","1","1553","Active","Box","4.615"" L x 3.109"" W (117.22mm x 78.97mm)","0.945"" (24.00mm)","14.4in² (93cm²)","Hand Held, Split Sides","Plastic, ABS","Black","0.108"" (2.74mm)","PCB Supports","-","UL94 HB"
http://www.hammondmfg.com/pdf/1553C.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1553CBK.jpg,HM447-ND,1553CBK,Hammond Manufacturing,BOX ABS BLACK 4.62""L X 3.11""W,1118,2658,"8.34000","0","1","1553","Active","Box","4.615"" L x 3.109"" W (117.22mm x 78.97mm)","1.260"" (32.00mm)","14.4in² (93cm²)","Hand Held, Split Sides","Plastic, ABS","Black","0.098"" (2.49mm)","PCB Supports","-","UL94 HB"
https://www.hammfg.com/files/parts/pdf/1590B.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590B.jpg,HM151-ND,1590B,Hammond Manufacturing,BOX ALUM UNPAINTED 4.41""LX2.38""W,331,8152,"8.34000","0","1","1590","Active","Box","4.409"" L x 2.382"" W (111.99mm x 60.50mm)","1.220"" (30.99mm)","10.4in² (67cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","EMI Shielded","IP54","-"
https://www.hammfg.com/files/parts/pdf/1590BFL.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590BFL.jpg,HM572-ND,1590BFL,Hammond Manufacturing,BOX ALUM UNPAINTED 4.41""LX2.38""W,256,1238,"8.34000","0","1","1590FL","Active","Box","4.409"" L x 2.382"" W (111.99mm x 60.50mm)","1.220"" (30.99mm)","10.4in² (67cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","-","IP54","-"
http://www.budind.com/pdf/hb1322mb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PN-1322-DGMB.jpg,377-1898-ND,PN-1322-DGMB,Bud Industries,BOX ABS GRAY 4.53""L X 2.56""W,926,809,"8.50000","0","1","PN","Active","Box","4.528"" L x 2.559"" W (115.01mm x 65.00mm)","2.165"" (55.00mm)","11.7in² (75cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.budind.com/pdf/hb4773.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/DMB-4773.JPG,377-1810-ND,DMB-4773,Bud Industries,BOX ABS/PC GRAY 4.18""L X 3.55""W,796,2015,"8.50000","0","1","DMB","Active","Box","4.183"" L x 3.551"" W (106.25mm x 90.20mm)","2.264"" (57.51mm)","14.9in² (96cm²)","Cover Included","Plastic, ABS/PC Blend","Gray","-","DIN Rail Mount","-","UL94 V-0"
http://www.hammondmfg.com/pdf/1550Z106.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1550Z106.jpg,HM198-ND,1550Z106,Hammond Manufacturing,BOX ALUM UNPAINTED 4.54""LX2.58""W,669,323,"9.02000","0","1","1550Z","Active","Box","4.543"" L x 2.575"" W (115.39mm x 65.41mm)","1.197"" (30.40mm)","11.7in² (75cm²)","Cover Included","Metal, Aluminum","Unpainted","0.122"" (3.10mm)","Wall Mount, Watertight","IP66, NEMA 1,4,4X,12,13","-"
http://www.hammondmfg.com/pdf/1591D.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591DBK.jpg,HM117-ND,1591DBK,Hammond Manufacturing,BOX ABS BLACK 5.91""L X 3.15""W,793,2373,"9.46000","0","1","1591","Active","Box","5.906"" L x 3.150"" W (150.01mm x 80.01mm)","1.969"" (50.00mm)","18.6in² (120cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Card Guides, Flame Retardant","IP54","UL94 V-0"
https://www.hammfg.com/files/parts/pdf/1590LB.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1590LBBK.jpg,HM1536-ND,1590LBBK,Hammond Manufacturing,BOX ALUM BLACK 1.99""L X 1.99""W,482,0,"9.46000","0","1","1590","Active","Box","1.988"" L x 1.988"" W (50.50mm x 50.50mm)","1.220"" (30.99mm)","3.95in² (25.5cm²)","Cover Included","Metal, Aluminum","Black","0.080"" (2.03mm)","Card Guides, EMI Shielded","IP54","-"
http://www.budind.com/pdf/hb1323mb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PN-1323-DGMB.jpg,377-1899-ND,PN-1323-DGMB,Bud Industries,BOX ABS GRAY 4.53""L X 3.54""W,1703,1138,"9.50000","0","1","PN","Active","Box","4.528"" L x 3.543"" W (115.01mm x 89.99mm)","2.165"" (55.00mm)","16.0in² (103cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.hammondmfg.com/pdf/1594B.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1594BBK.jpg,HM227-ND,1594BBK,Hammond Manufacturing,BOX ABS BLACK 3.19""L X 2.21""W,612,1875,"9.58000","0","1","1594","Active","Box","3.189"" L x 2.205"" W (81.00mm x 56.00mm)","1.578"" (40.08mm)","7.03in² (45.4cm²)","Cover Included","Plastic, ABS","Black","0.130"" (3.30mm)","Flame Retardant","IP54","UL94 V-0"
http://www.budind.com/pdf/hb3281.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CU-3283.jpg,377-1218-ND,CU-3283,Bud Industries,BOX ABS BLACK 6.11""L X 4.61""W,2234,0,"9.70000","0","1","Utilibox Style A","Active","Box","6.112"" L x 4.612"" W (155.24mm x 117.14mm)","2.356"" (59.84mm)","29.4in² (190cm²)","Cover Included","Plastic, ABS","Black","0.130"" (3.30mm)","PCB Supports","-","UL94 5VA"
http://www.hammondmfg.com/pdf/1550D.pdf,//media.digikey.com/Renders/Hammond%20Renders/1550D.jpg,HM1184-ND,1550D,Hammond Manufacturing,BOX ALUM UNPAINTED 4.51""LX2.52""W,774,591,"9.70000","0","1","1550","Active","Box","4.508"" L x 2.520"" W (114.50mm x 64.00mm)","2.169"" (55.09mm)","11.5in² (74cm²)","Cover Included","Metal, Aluminum","Unpainted","0.071"" (1.80mm)","-","IP54","-"
http://www.hammondmfg.com/pdf/1554C.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1554CGY.jpg,HM983-ND,1554CGY,Hammond Manufacturing,BOX ABS GRAY 4.72""L X 2.56""W,1213,2122,"9.76000","0","1","1554","Active","Box","4.724"" L x 2.559"" W (120.00mm x 65.00mm)","1.575"" (40.00mm)","12.1in² (78cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Card Guides, PCB Supports, Watertight","IP66, NEMA 4,4X,12,13","UL94 HB"
https://www.hammfg.com/files/parts/pdf/1590B.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1590BBK.jpg,HM1382-ND,1590BBK,Hammond Manufacturing,BOX ALUM BLACK 4.41""L X 2.38""W,449,1029,"9.81000","0","1","1590","Active","Box","4.409"" L x 2.382"" W (111.99mm x 60.50mm)","1.220"" (30.99mm)","10.4in² (67cm²)","Cover Included","Metal, Aluminum","Black","0.080"" (2.03mm)","EMI Shielded","IP54","-"
https://www.hammfg.com/files/parts/pdf/1590SFL.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590SFL.jpg,HM575-ND,1590SFL,Hammond Manufacturing,BOX ALUM UNPAINTED 4.34""LX3.23""W,2570,1588,"10.01000","0","1","1590FL","Active","Box","4.335"" L x 3.232"" W (110.11mm x 82.09mm)","1.727"" (43.87mm)","14.0in² (90cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","-","IP54","-"
https://www.hammfg.com/files/parts/pdf/1590BB.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590BB.jpg,HM152-ND,1590BB,Hammond Manufacturing,BOX ALUM UNPAINTED 4.71""LX3.7""W,2018,6041,"10.01000","0","1","1590","Active","Box","4.705"" L x 3.701"" W (119.50mm x 94.00mm)","1.339"" (34.00mm)","17.3in² (112cm²)","Cover Included","Metal, Aluminum","Unpainted","0.089"" (2.26mm)","EMI Shielded","IP54","-"
https://www.hammfg.com/files/parts/pdf/1590S.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590S.jpg,HM158-ND,1590S,Hammond Manufacturing,BOX ALUM UNPAINTED 4.34""LX3.23""W,635,1140,"10.01000","0","1","1590","Active","Box","4.335"" L x 3.232"" W (110.11mm x 82.09mm)","1.810"" (45.97mm)","14.0in² (90cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","EMI Shielded","IP54","-"
http://www.budind.com/pdf/hb4774.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/DMB-4774.jpg,377-1811-ND,DMB-4774,Bud Industries,BOX ABS/PC GRAY 6.28""L X 3.55""W,1139,1626,"10.10000","0","1","DMB","Active","Box","6.280"" L x 3.551"" W (159.51mm x 90.20mm)","2.264"" (57.51mm)","22.3in² (144cm²)","Cover Included","Plastic, ABS/PC Blend","Gray","-","DIN Rail Mount","-","UL94 V-0"
https://www.hammfg.com/files/parts/pdf/1590Y.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590Y.jpg,HM955-ND,1590Y,Hammond Manufacturing,BOX ALUM UNPAINTED 3.62""LX3.62""W,1340,758,"10.22000","0","1","1590","Active","Box","3.622"" L x 3.622"" W (92.00mm x 92.00mm)","1.654"" (42.01mm)","13.1in² (85cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","EMI Shielded","IP54","-"
https://www.hammfg.com/files/parts/pdf/1590TFL.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590TFL.jpg,HM579-ND,1590TFL,Hammond Manufacturing,BOX ALUM UNPAINTED 4.74""LX3.15""W,245,1242,"10.31000","0","1","1590FL","Active","Box","4.744"" L x 3.150"" W (120.50mm x 80.01mm)","2.323"" (59.00mm)","14.9in² (96cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","-","IP54","-"
http://www.budind.com/pdf/hb1321mb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PN-1321-CMB.JPG,377-1888-ND,PN-1321-CMB,Bud Industries,BOX PLSTC GRAY/CLR 4.53""LX2.56""W,2165,1516,"10.70000","0","1","PN","Active","Box","4.528"" L x 2.559"" W (115.01mm x 65.00mm)","1.575"" (40.00mm)","11.7in² (75cm²)","Cover Included","Plastic, Polycarbonate","Gray, Clear Cover/Door","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.budind.com/pdf/hb1321mb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PN-1321-MB.jpg,377-1879-ND,PN-1321-MB,Bud Industries,BOX PLASTIC GRAY 4.53""L X 2.56""W,1285,1150,"10.70000","0","1","PN","Active","Box","4.528"" L x 2.559"" W (115.01mm x 65.00mm)","1.575"" (40.00mm)","11.7in² (75cm²)","Cover Included","Plastic, Polycarbonate","Gray","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.hammondmfg.com/pdf/1553B_BAT.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1553BGY.JPG,HM1163-ND,1553BGYBAT,Hammond Manufacturing,BOX ABS GRAY 4.62""L X 3.11""W,514,1363,"10.87000","0","1","1553","Active","Box","4.615"" L x 3.109"" W (117.22mm x 78.97mm)","0.945"" (24.00mm)","14.4in² (93cm²)","Hand Held, Split Sides","Plastic, ABS","Gray","0.108"" (2.74mm)","Battery Compartment, 9V and AA, PCB Supports","-","UL94 HB"
http://www.hammondmfg.com/pdf/1553B_BAT.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1553BTBUBKBAT.JPG,HM1156-ND,1553BTBUBKBAT,Hammond Manufacturing,BOX ABS TRN BLUE 4.62""L X 3.11""W,318,2046,"10.87000","0","1","1553","Active","Box","4.615"" L x 3.109"" W (117.22mm x 78.97mm)","0.945"" (24.00mm)","14.4in² (93cm²)","Hand Held, Split Sides","Plastic, ABS","Translucent - Blue","0.108"" (2.74mm)","Battery Compartment, 9V and AA, PCB Supports","-","UL94 HB"
http://www.hammondmfg.com/pdf/1550Z111.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1550Z111.jpg,HM218-ND,1550Z111,Hammond Manufacturing,BOX ALUM UNPAINTED 4.54""LX2.58""W,210,465,"11.52000","0","1","1550Z","Active","Box","4.543"" L x 2.575"" W (115.39mm x 65.41mm)","2.181"" (55.40mm)","11.7in² (75cm²)","Cover Included","Metal, Aluminum","Unpainted","0.118"" (3.00mm)","Wall Mount, Watertight","IP66, NEMA 1,4,4X,12,13","-"
http://www.budind.com/pdf/hb123.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CU-234.JPG,377-1109-ND,CU-234,Bud Industries,BOX ALUM NATURAL 4.69""L X 3.69""W,1084,0,"11.60000","0","1","Econobox","Active","Box","4.688"" L x 3.688"" W (119.08mm x 93.68mm)","2.218"" (56.34mm)","17.3in² (112cm²)","Cover Included","Metal, Aluminum","Natural","0.094"" (2.39mm)","-","-","-"
http://www.budind.com/pdf/hb32010.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBF-32010.jpg,377-1765-ND,NBF-32010,Bud Industries,BOX ABS GRAY 5.9""L X 5.9""W,876,0,"11.60000","0","1","NBF","Active","Box","5.900"" L x 5.900"" W (149.86mm x 149.86mm)","3.540"" (89.92mm)","34.8in² (225cm²)","Hinged Door, Lid","Plastic, ABS","Gray","0.115"" (2.92mm)","PCB Supports, Non-Metallic Hinges","IP66, NEMA 1,2,4,4X,12,13","UL94 HB"
http://www.budind.com/pdf/hb3281.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CU-3284.jpg,377-1219-ND,CU-3284,Bud Industries,BOX ABS BLACK 7.61""L X 4.61""W,519,0,"11.70000","0","1","Utilibox Style A","Active","Box","7.612"" L x 4.612"" W (193.34mm x 117.14mm)","2.356"" (59.84mm)","36.5in² (235cm²)","Cover Included","Plastic, ABS","Black","0.130"" (3.30mm)","PCB Supports","-","UL94 5VA"
http://www.hammondmfg.com/pdf/RP1245.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/RP1245.JPG,HM1110-ND,RP1245,Hammond Manufacturing,BOX ABS GRAY 6.54""L X 4.94""W,927,378,"11.95000","0","1","RP","Active","Box","6.535"" L x 4.941"" W (165.99mm x 125.50mm)","2.953"" (75.00mm)","32.2in² (208cm²)","Cover Included","Plastic, ABS","Gray","0.128"" (3.25mm)","PCB Supports, Watertight","IP65","UL94 HB"
http://www.hammondmfg.com/pdf/1591D.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591DTCL.jpg,HM960-ND,1591DTCL,Hammond Manufacturing,BOX PLSTC TRN CLR 5.91""LX3.15""W,289,466,"12.02000","0","1","1591T","Active","Box","5.906"" L x 3.150"" W (150.01mm x 80.01mm)","1.969"" (50.00mm)","18.6in² (120cm²)","Cover Included","Plastic, Polycarbonate","Translucent - Clear","0.079"" (2.01mm)","Card Guides","IP54","UL91 V-0"
http://www.budind.com/pdf/hban2851a.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/AN-2851-AB.JPG,377-2363-ND,AN-2851-AB,Bud Industries,BOX ALUM BLACK 2.52""L X 2.28""W,786,2046,"12.40000","0","1","AN-A","Active","Box","2.520"" L x 2.280"" W (64.01mm x 57.91mm)","1.380"" (35.05mm)","5.75in² (37.1cm²)","Cover Included","Metal, Aluminum","Black","0.130"" (3.30mm)","Mounting Flange, PCB Supports, Watertight","IP68, NEMA 4X,6,6P,12,13","-"
http://www.budind.com/pdf/hb1323mb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PN-1323-CMB.jpg,377-1890-ND,PN-1323-CMB,Bud Industries,BOX PLSTC GRAY/CLR 4.53""LX3.54""W,232,0,"12.60000","0","1","PN","Active","Box","4.528"" L x 3.543"" W (115.01mm x 89.99mm)","2.165"" (55.00mm)","16.0in² (103cm²)","Cover Included","Plastic, Polycarbonate","Gray, Clear Cover/Door","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.budind.com/pdf/hb32006.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBF-32006.jpg,377-1763-ND,NBF-32006,Bud Industries,BOX ABS GRAY 7.87""L X 3.93""W,747,1301,"12.70000","0","1","NBF","Active","Box","7.870"" L x 3.930"" W (199.90mm x 99.82mm)","2.750"" (69.85mm)","30.8in² (199cm²)","Hinged Door, Lid","Plastic, ABS","Gray","0.115"" (2.92mm)","PCB Supports, Non-Metallic Hinges","IP66, NEMA 1,2,4,4X,12,13","UL94 HB"
https://www.hammfg.com/files/parts/pdf/1590P1FL.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590P1FL.jpg,HM576-ND,1590P1FL,Hammond Manufacturing,BOX ALUM UNPAINTED 6.02""LX3.27""W,468,814,"13.01000","0","1","1590FL","Active","Box","6.024"" L x 3.268"" W (153.01mm x 83.01mm)","1.988"" (50.50mm)","19.7in² (127cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","-","IP54","-"
http://www.hammondmfg.com/pdf/1555CF22.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1555CF22GY.jpg,HM385-ND,1555CF22GY,Hammond Manufacturing,BOX ABS GRAY 4.72""L X 2.59""W,813,2790,"13.18000","0","1","1555F","Active","Box","4.722"" L x 2.590"" W (119.94mm x 65.79mm)","1.654"" (42.01mm)","12.3in² (79cm²)","Cover Included","Plastic, ABS","Gray","0.157"" (4.00mm)","Mounting Flange, PCB Supports, Watertight","IP67, NEMA 4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1550C.pdf,//media.digikey.com/Renders/Hammond%20Renders/1550CBK.jpg,HM1183-ND,1550CBK,Hammond Manufacturing,BOX ALUM BLACK 4.53""L X 3.54""W,174,54,"13.27000","0","1","1550","Active","Box","4.528"" L x 3.543"" W (115.01mm x 89.99mm)","2.169"" (55.09mm)","16.0in² (103cm²)","Cover Included","Metal, Aluminum","Black","0.071"" (1.80mm)","-","IP54","-"
http://www.hammondmfg.com/pdf/1554F.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1554FGY.jpg,HM921-ND,1554FGY,Hammond Manufacturing,BOX ABS GRAY 4.72""L X 3.54""W,765,1294,"13.37000","0","1","1554","Active","Box","4.724"" L x 3.543"" W (120.00mm x 89.99mm)","2.362"" (60.00mm)","16.7in² (108cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Card Guides, PCB Supports, Watertight","IP66, NEMA 4,4X,12,13","UL94 HB"
http://www.budind.com/pdf/hb1323.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PN-1323.jpg,377-1119-ND,PN-1323,Bud Industries,BOX PLASTIC GRAY 4.53""L X 3.54""W,427,0,"13.40000","0","1","PN","Active","Box","4.528"" L x 3.543"" W (115.01mm x 89.99mm)","2.165"" (55.00mm)","16.0in² (103cm²)","Cover Included","Plastic, Polycarbonate","Gray","0.120"" (3.05mm)","Card Guides, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.hammondmfg.com/pdf/1555CF42.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1555CF42GY.jpg,HM386-ND,1555CF42GY,Hammond Manufacturing,BOX ABS GRAY 4.72""L X 2.59""W,1536,4703,"13.57000","0","1","1555F","Active","Box","4.722"" L x 2.590"" W (119.94mm x 65.79mm)","2.441"" (62.00mm)","12.3in² (79cm²)","Cover Included","Plastic, ABS","Gray","0.157"" (4.00mm)","Mounting Flange, PCB Supports, Watertight","IP67, NEMA 4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1555FF17.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1555FF17GY.jpg,HM389-ND,1555FF17GY,Hammond Manufacturing,BOX ABS GRAY 4.72""L X 3.57""W,204,695,"13.73000","0","1","1555F","Active","Box","4.722"" L x 3.574"" W (119.94mm x 90.78mm)","1.465"" (37.21mm)","16.9in² (109cm²)","Cover Included","Plastic, ABS","Gray","0.157"" (4.00mm)","Mounting Flange, PCB Supports, Watertight","IP67, NEMA 4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1455C801.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455C801.jpg,HM969-ND,1455C801,Hammond Manufacturing,BOX ALUM NATURAL 3.15""L X 2.13""W,405,3443,"13.90000","0","1","1455","Active","Box","3.150"" L x 2.126"" W (80.00mm x 54.00mm)","0.906"" (23.00mm)","6.70in² (43.2cm²)","End Panel(s)","Metal, Aluminum","Natural","0.060"" (1.52mm)","Card Guides","-","-"
http://www.hammondmfg.com/pdf/1555FF42.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1555FF42GY.jpg,HM390-ND,1555FF42GY,Hammond Manufacturing,BOX ABS GRAY 4.72""L X 3.57""W,217,741,"14.24000","0","1","1555F","Active","Box","4.722"" L x 3.574"" W (119.94mm x 90.78mm)","2.441"" (62.00mm)","16.9in² (109cm²)","Cover Included","Plastic, ABS","Gray","0.157"" (4.00mm)","Mounting Flange, PCB Supports, Watertight","IP67, NEMA 4,4X,12,13","UL94 HB"
http://www.budind.com/pdf/hb1324mb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PN-1324-DGMB.JPG,377-1901-ND,PN-1324-DGMB,Bud Industries,BOX ABS GRAY 6.73""L X 4.76""W,1357,677,"14.40000","0","1","PN","Active","Box","6.732"" L x 4.764"" W (170.99mm x 121.01mm)","2.165"" (55.00mm)","32.1in² (207cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.hammondmfg.com/pdf/1591XXF.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591XXFBK.JPG,HM1048-ND,1591XXFBK,Hammond Manufacturing,BOX ABS BLACK 8.7""L X 5.91""W,327,683,"14.53000","0","1","1591XX","Active","Box","8.701"" L x 5.906"" W (221.01mm x 150.01mm)","2.500"" (63.50mm)","51.4in² (332cm²)","Cover Included","Plastic, ABS","Black","0.124"" (3.15mm)","Flame Retardant, PCB Supports","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1455C1201.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455C1201.jpg,HM971-ND,1455C1201,Hammond Manufacturing,BOX ALUM NATURAL 4.72""LX2.13""W,1635,962,"14.81000","0","1","1455","Active","Box","4.724"" L x 2.126"" W (120.00mm x 54.00mm)","0.906"" (23.00mm)","10.1in² (65cm²)","End Panel(s)","Metal, Aluminum","Natural","0.060"" (1.52mm)","Card Guides","-","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M03081206.pdf,//media.digikey.com/photos/Rose%20&%20Bopla%20Enclosures/090812060.jpg,902-1352-ND,090812060,Rose Enclosures,BOX ABS GRAY 4.72""L X 3.15""W,621,0,"14.82000","0","1","09","Active","Box","4.724"" L x 3.150"" W (120.00mm x 80.00mm)","2.165"" (55.00mm)","14.9in² (96cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Watertight","IP66, NEMA 4X","UL94 HB"
http://www.hammondmfg.com/pdf/1555NF42.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1555NF42GY.jpg,HM474-ND,1555NF42GY,Hammond Manufacturing,BOX ABS GRAY 4.72""L X 4.72""W,463,852,"14.99000","0","1","1555F","Active","Box","4.723"" L x 4.723"" W (119.96mm x 119.96mm)","2.441"" (62.00mm)","22.3in² (144cm²)","Cover Included","Plastic, ABS","Gray","0.157"" (4.00mm)","Mounting Flange, PCB Supports, Watertight","IP67, NEMA 4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf2/1553WC.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/MFG_1553WCBK.jpg,HM1420-ND,1553WCBK,Hammond Manufacturing,BOX ABS BLACK 4.62""L X 3.11""W,218,1087,"15.01000","0","1","1553W","Active","Box","4.615"" L x 3.109"" W (117.22mm x 78.97mm)","1.260"" (32.00mm)","14.4in² (93cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Black","0.118"" (3.00mm)","PCB Supports, Sealing Gasket","IP65","UL94 V-0"
https://www.hammfg.com/files/parts/pdf/1590U.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590U.jpg,HM160-ND,1590U,Hammond Manufacturing,BOX ALUM UNPAINTED 4.72""LX4.72""W,268,1327,"15.03000","0","1","1590","Active","Box","4.724"" L x 4.724"" W (120.00mm x 119.99mm)","2.323"" (59.00mm)","22.3in² (144cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","EMI Shielded","IP54","-"
http://www.hammondmfg.com/pdf/1554C.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1554C2GYCL.jpg,HM1518-ND,1554C2GYCL,Hammond Manufacturing,BOX PLSTC GRAY/CLR 4.72""LX2.56""W,355,2355,"15.16000","0","1","1554","Active","Box","4.724"" L x 2.559"" W (120.00mm x 65.00mm)","1.575"" (40.00mm)","12.1in² (78cm²)","Cover Included","Plastic, Polycarbonate","Gray, Clear Cover/Door","0.118"" (3.00mm)","Card Guides, PCB Supports, Watertight","IP66, NEMA 4,4X,12,13, UL-508","UL94 5VA"
http://www.hammondmfg.com/pdf/1455K1202.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455K1202.jpg,HM973-ND,1455K1202,Hammond Manufacturing,BOX ALUM NATURAL 4.72""LX3.07""W,387,442,"15.17000","0","1","1455","Active","Box","4.724"" L x 3.071"" W (120.00mm x 78.00mm)","1.693"" (43.00mm)","14.5in² (94cm²)","End Panel(s)","Metal, Aluminum; Plastic","Natural","0.060"" (1.52mm)","Card Guides","-","-"
