Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Function","Actuator Type","Operating Pressure","Orifice Diameter","Fluid Type","Connection Method","For Use With/Related Products","Mounting Type","Features"
-,-,81501066-ND,81501066,Crouzet,LOGIC YES ELEMENT SUB-BASE MOUNT,0,0,"89.51000","0","1","-","Active","Logic Element","LOGIC YES","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Pressure Indicator"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519776.JPG,966-1275-ND,81519776,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"90.86000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 110VAC"
-,-,81513561-ND,81513561,Crouzet,PRESSURE SWITCH DIN RAIL,0,0,"91.05000","0","1","-","Active","Pressure Switch","-","-","44 ~ 116PSI (3 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","DIN Rail","Pressure Indicator"
-,-,81735546-ND,81735546,Crouzet,RND RED PSH-BTN-1 NC80 VLV,0,0,"91.54000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-"
-,-,81526003-ND,81526003,Crouzet,FLOW RESTRICT ONEWAY SUB-BASE MT,0,0,"91.99000","0","1","-","Active","Flow Restrictor, Adjustable","One-Way","-","30 ~ 116PSI (2 ~ 8 bar)","0.067"" (1.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519777.JPG,966-1276-ND,81519777,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"93.66000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 220 ~ 230VAC"
-,-,81921716-ND,81921716,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"94.46067","0","15","-","Active","Position Detector","3/2 Normally Closed","Roller Plunger","1 ~ 116PSI (0.1 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","-"
-,-,81519347-ND,81519347,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"95.99000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Supply Voltage 12VDC"
-,-,81921601-ND,81921601,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"96.50050","0","20","-","Active","Position Detector","3/2 Normally Closed","Round (Pin Plunger)","1 ~ 116PSI (0.1 ~ 8 bar)","-","Air, Inert Gas","Threaded M5","-","Chassis Mount","Operating Force 18N"
-,-,81502438-ND,81502438,Crouzet,POS DET REL POSITIVE OUT SUBBASE,0,0,"96.63133","0","15","-","Active","Position Detector Relay","Positive Output","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81921901.JPG,966-1322-ND,81921901,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"98.25000","0","1","-","Active","Position Detector","3/2 Normally Closed","Lever, Roller","1 ~ 116PSI (0.1 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 6.00mm Dia","-","Chassis Mount","Operating Force 18N"
-,-,81513103-ND,81513103,Crouzet,SOLENOID VALVE ASSY 3/2 NC DIN,0,0,"99.27000","0","5","-","Active","Solenoid Valve Assembly","3/2 Normally Closed","-","44 ~ 116PSI (3 ~ 8 bar)","0.118"" (3.00mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","DIN Rail","Manual Override, Supply Voltage 24VDC"
-,-,81505437-ND,81505437,Crouzet,POS DET REL NEG OUT SUBBASE MNT,0,0,"99.61200","0","15","-","Active","Position Detector Relay","Negative Output","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Sub-Base Mount","-"
-,-,81513518-ND,81513518,Crouzet,PRESSURE SWITCH CHASSIS MOUNT,0,0,"101.74000","0","1","-","Active","Pressure Switch","-","-","-4 ~ 17 PSI (-0.3 ~ 1.2 bar)","-","Air, Inert Gas","Threaded 1/8"" BSP","-","Chassis Mount","-"
-,-,81513570-ND,81513570,Crouzet,PRESSURE SWITCH,0,0,"101.74000","0","1","-","Active","Pressure Switch","Pressure Operated","-","7 ~ 44 PSI (0.5 ~ 3 bar)","-","Air, Inert Gas, Liquid","Threaded 1/8"" BSP","-","Chassis Mount","-"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81921902.jpg,966-1323-ND,81921902,Crouzet,POSITION DETECT 3/2 NO CHAS MNT,0,0,"104.62000","0","5","-","Active","Position Detector","3/2 Normally Open","Lever, Roller","1 ~ 116PSI (0.1 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 6.00mm Dia","-","Chassis Mount","Operating Force 18N"
-,-,81513201-ND,81513201,Crouzet,CONTROL VALVE 4/2 SUBBASE MNT,0,0,"104.72000","0","2","-","Active","Control Valve, Momentary","4/2","-","44 ~ 116PSI (3 ~ 8 bar)","0.118"" (3.00mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/89543701.JPG,966-1197-ND,89543701,Crouzet,CONTROL VALVE 3/2 NO PANEL MOUNT,0,0,"106.52000","0","1","-","Active","Control Valve, Momentary","3/2 Normally Open","-","0 ~ 116PSI (0 ~ 8 bar)","0.079"" (2.00mm)","Air, Inert Gas","Threaded 1/8"" BSP","-","Panel Mount","-"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,-,89543205-ND,89543205,Crouzet,CONTROL VALVE 3/2 NO PANEL MOUNT,0,0,"107.92000","0","1","-","Active","Control Valve, Momentary","3/2 Normally Open","-","0 ~ 116PSI (0 ~ 8 bar)","0.079"" (2.00mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Panel Mount","-"
-,-,81550401-ND,81550401,Crouzet,SEQUENCER SUB-BASE MOUNT,0,0,"112.81000","0","1","-","Active","Sequencer","-","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81549010.jpg,966-1302-ND,81549010,Crouzet,SOLENOID VALVE 3/2 NC CHASSIS MT,0,0,"116.81000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.032"" (0.80mm)","Air, Inert Gas, Liquid","Threaded M5","-","Chassis Mount","Manual Override, Supply Voltage 24VDC"
-,-,81513260-ND,81513260,Crouzet,SOLENOID VALVE ASSY 4/2 SUB-BASE,0,0,"119.16500","0","2","-","Active","Solenoid Valve Assembly","4/2","-","44 ~ 116PSI (3 ~ 8 bar)","0.118"" (3.00mm)","Air, Inert Gas","-","-","Sub-Base Mount","Supply Voltage 24VDC"
-,-,81525106-ND,81525106,Crouzet,FLOW RESTRICT ONE-WAY FREE HANG,0,0,"119.46000","0","1","-","Active","Flow Restrictor, Adjustable","One-Way","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Free Hanging (In-Line)","-"
-,-,81922521-ND,81922521,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"121.16000","0","1","-","Active","Position Detector","3/2 Normally Closed","Round (Pin Plunger)","1 ~ 116PSI (0.1 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","-"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81535301.jpg,966-1291-ND,81535301,Crouzet,VAC GEN PRES OPERATED SUBBASE MT,0,0,"121.33000","0","1","-","Active","Vacuum Generator","Pressure Operated","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,-,89543305-ND,89543305,Crouzet,CONTROL VALVE 3/2 NO PANEL MOUNT,0,0,"121.72000","0","5","-","Active","Control Valve, Momentary","3/2 Normally Open","-","0 ~ 116PSI (0 ~ 8 bar)","0.079"" (2.00mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Panel Mount","-"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/photos/Crouzet%20Photos/81922010.JPG,966-1326-ND,81922010,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"124.53000","0","5","Compact","Active","Position Detector","3/2 Normally Closed","Side Rotary - No Lever","1 ~ 116PSI (0.1 ~ 8 bar)","0.118"" (3.00mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","Operating Force 25N"
-,-,81922211-ND,81922211,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"126.25900","0","10","-","Active","Position Detector","3/2 Normally Closed","Side Rotary - No Lever","1 ~ 116PSI (0.1 ~ 8 bar)","-","Air, Inert Gas","Threaded 1/8"" BSP","-","Chassis Mount","-"
-,-,81550013-ND,81550013,Crouzet,SEQUENCER SUB-BASE MOUNT,0,0,"130.41000","0","3","-","Active","Sequencer","-","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81550403-ND,81550403,Crouzet,SEQUENCER SUB-BASE MOUNT,0,0,"131.04000","0","1","-","Active","Sequencer","-","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://www.crouzet-USA.com/PDF/Pneumatics/Logic_Components_ATEX.pdf,-,81523205-ND,81523205,Crouzet,MEMORY ELEMENT 4/2 SUB-BASE MNT,0,0,"132.46000","0","1","-","Active","Memory Element","4/2","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Pressure Indicator"
-,-,81550213-ND,81550213,Crouzet,SEQUENCER SUB-BASE MOUNT,0,0,"132.84000","0","1","-","Active","Sequencer","-","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81550601.JPG,966-1304-ND,81550601,Crouzet,SHIFT REGISTER SUB-BASE MOUNT,0,0,"134.22000","0","1","-","Active","Shift Register","-","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/Man-Machine-interface-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81716512.JPG,966-1316-ND,81716512,Crouzet,CONTROL VALVE 3/2 NC PANEL MOUNT,0,0,"134.39000","0","8","-","Active","Control Valve, Maintained","3/2 Normally Closed","Paddle","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Panel Mount","Operating Force 8 ~ 18N"
http://www.crouzet-USA.com/PDF/Pneumatics/Logic_Components_ATEX.pdf,-,81523608-ND,81523608,Crouzet,MEMORY ELEMENT 4/2 SUB-BASE MNT,0,0,"145.13000","0","3","-","Active","Memory Element","4/2","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Pressure Indicator"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81922205.JPG,966-1327-ND,81922205,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"148.75000","0","1","Compact","Active","Position Detector","3/2 Normally Closed","Side Rotary, Roller","1 ~ 116PSI (0.1 ~ 8 bar)","0.118"" (3.00mm)","Air, Inert Gas","Threaded 1/8"" BSP","-","Chassis Mount","Operating Force 25N"
-,-,81507543-ND,81507543,Crouzet,IMPULSE GENERATOR SUB-BASE MOUNT,0,0,"153.56000","0","1","-","Active","Impulse Generator, Fixed","-","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 0.4sec"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81506710.JPG,966-1119-ND,81506710,Crouzet,TIMER OFF-DELAY SUB-BASE MOUNT,0,0,"155.14200","0","5","-","Active","Timer, Adjustable","Off-Delay","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 0.1 ~ 15sec"
-,-,81503728-ND,81503728,Crouzet,TIMER POSITIVE OUTPUT SUBBASE MT,0,0,"164.79000","0","5","-","Active","Timer, Adjustable","Positive Output","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 0.1 ~ 15sec"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81506720.jpg,966-1120-ND,81506720,Crouzet,TIMER OFF-DELAY SUB-BASE MOUNT,0,0,"166.66200","0","5","-","Active","Timer, Adjustable","Off-Delay","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 0.1 ~ 30sec"
-,-,81503543-ND,81503543,Crouzet,TIMER FIXED POS OUT SUB-BASE MNT,0,0,"169.68000","0","1","-","Active","Timer, Fixed","Positive Output","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 0.4sec"
-,-,81506944-ND,81506944,Crouzet,FREQ GENERATOR SUB-BASE MOUNT,0,0,"172.71200","0","5","-","Active","Frequency Generator","-","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81502110.JPG,966-1224-ND,81502110,Crouzet,VACUUM SWITCH NEG OUT SUBBASE MT,0,0,"176.25000","0","1","-","Active","Vacuum Switch","Negative Output","-","-1 ~ -13PSI (-0.1 ~ -0.9 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81519738-ND,81519738,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"179.02000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 24VAC"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81502150.JPG,966-1226-ND,81502150,Crouzet,SWITCH NEG OUTPUT SUB-BASE MNT,0,0,"192.38000","0","1","-","Active","Pressure Switch","Negative Output","-","1 ~ 36PSI (0.1 ~ 2.5 bar)","0.098"" (2.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81502111-ND,81502111,Crouzet,VACUUM SWITCH NEG OUT SUBBASE MT,0,0,"200.47000","0","1","-","Active","Vacuum Switch","Negative Output","-","-1 ~ -13PSI (-0.1 ~ -0.9 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,//media.digikey.com/Photos/Crouzet%20Photos/81506945.JPG,966-1235-ND,81506945,Crouzet,FREQ GENERATOR SUB-BASE MOUNT,0,0,"203.44000","0","1","-","Active","Frequency Generator","-","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81999501-ND,81999501,Crouzet,CONTROL VALVE 3/2 NC CHASSIS MNT,0,0,"210.62000","0","1","-","Active","Control Valve, Momentary","3/2 Normally Closed","Pedal","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","Barbed Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","-"
-,-,81507724-ND,81507724,Crouzet,IMPULSE GENERATOR SUB-BASE MOUNT,0,0,"224.22000","0","1","-","Active","Impulse Generator, Adjustable","-","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 1 ~ 30sec"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81505230.JPG,966-1232-ND,81505230,Crouzet,AMPLIFIER RELAY NEG OUT SUB-BASE,0,0,"225.45000","0","1","-","Active","Amplifier Relay","Negative Output","-","30 ~ 116PSI (2 ~ 8 bar)","0.098"" (2.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Input Pressure 10 ~ 20mb"
-,-,81506721-ND,81506721,Crouzet,TIMER OFF-DELAY SUB-BASE MOUNT,0,0,"226.32000","0","1","-","Active","Timer, Adjustable","Off-Delay","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 0.1 ~ 30sec"
-,-,81505231-ND,81505231,Crouzet,AMPLIFIER RELAY NEG OUT SUB-BASE,0,0,"228.73000","0","1","-","Active","Amplifier Relay","Negative Output","-","30 ~ 116PSI (2 ~ 8 bar)","0.098"" (2.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81503729-ND,81503729,Crouzet,TIMER POSITIVE OUTPUT SUBBASE MT,0,0,"235.49000","0","1","-","Active","Timer, Adjustable","Positive Output","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 0.1 ~ 30sec"
-,-,81506714-ND,81506714,Crouzet,TIMER OFF-DELAY SUB-BASE MOUNT,0,0,"257.38000","0","1","-","Active","Timer, Adjustable","Off-Delay","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 0.1 ~ 15sec"
-,-,81505161-ND,81505161,Crouzet,SWITCH POSITIVE OUT SUB-BASE MNT,0,0,"259.14000","0","1","-","Active","Pressure Switch","Positive Output","-","30 ~ 116PSI (2 ~ 8 bar)","0.098"" (2.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81502141-ND,81502141,Crouzet,SWITCH NEG OUTPUT SUB-BASE MNT,0,0,"263.76000","0","1","-","Active","Pressure Switch","Negative Output","-","0.7 ~ 7PSI (0.05 ~ 0.5 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81503731-ND,81503731,Crouzet,TIMER POSITIVE OUTPUT SUBBASE MT,0,0,"289.52000","0","1","-","Active","Timer, Adjustable","Positive Output","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 0.1 ~ 60sec"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81502320.JPG,966-1228-ND,81502320,Crouzet,AMPLIFIER RELAY POS OUT SUB-BASE,0,0,"326.00000","0","1","-","Active","Amplifier Relay","Positive Output","-","30 ~ 116PSI (2 ~ 8 bar)","0.098"" (2.50mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Sub-Base Mount","Input Pressure 1 ~ 4mb"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81505320.JPG,966-1233-ND,81505320,Crouzet,AMPLIFIER RELAY NEG OUT SUB-BASE,0,0,"329.35000","0","1","-","Active","Amplifier Relay","Negative Output","-","30 ~ 116PSI (2 ~ 8 bar)","0.098"" (2.50mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Sub-Base Mount","Input Pressure 1 ~ 4mb"
-,-,81505111-ND,81505111,Crouzet,VACUUM SWITCH POS OUT SUBBASE MT,0,0,"349.69000","0","1","-","Active","Vacuum Switch","Positive Output","-","-1 ~ -13PSI (-0.1 ~ -0.9 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81505164-ND,81505164,Crouzet,SWITCH POSITIVE OUT SUB-BASE MNT,0,0,"349.69000","0","1","-","Active","Pressure Switch","Positive Output","-","30 ~ 116PSI (2 ~ 8 bar)","0.098"" (2.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81505151-ND,81505151,Crouzet,ADJUSTABLE PRESSURE SWITCH (MANO,0,0,"378.27000","0","1","-","Active","Pressure Switch","Positive Output","-","1 ~ 36PSI (0.1 ~ 2.5 bar)","0.098"" (2.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81505141-ND,81505141,Crouzet,SWITCH POSITIVE OUT SUB-BASE MNT,0,0,"442.04000","0","1","-","Active","Pressure Switch","Positive Output","-","0.7 ~ 7PSI (0.05 ~ 0.5 bar)","0.098"" (2.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81508110.JPG,966-1236-ND,81508110,Crouzet,SWITCH VACUUM OPERATED SUBBASE,0,0,"456.85000","0","1","-","Active","Vacuum Switch","Vacuum Operated","-","-1 ~ -13PSI (-0.1 ~ -0.9 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","Electrical Output"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81580202.JPG,966-1310-ND,81580202,Crouzet,CONTROL RELAY ONE-WAY CHASSIS MT,0,0,"474.31000","0","1","-","Active","Control Relay","One-Way","-","30 ~ 116PSI (2 ~ 8 bar)","0.098"" (2.50mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","-"
-,-,81508150-ND,81508150,Crouzet,SWITCH SUB-BASE MOUNT,0,0,"530.02000","0","1","-","Active","Pressure Switch","-","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","Electrical Output"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81527001.JPG,966-1283-ND,81527001,Crouzet,MINI-HOLDER SUB-BASE MOUNT,0,0,"664.11200","0","5","-","Active","Mini-Holder","-","-","30 ~ 116PSI (2 ~ 8 bar)","-","-","-","-","Sub-Base Mount","-"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,//media.digikey.com/photos/Crouzet%20Photos/81580503.JPG,966-1193-ND,81580503,Crouzet,CONTROL RELAY 2-HAND START CHAS,0,0,"945.96000","0","1","-","Active","Control Relay","2-Hand Start","Pushbutton, Dual","30 ~ 116PSI (2 ~ 8 bar)","0.098"" (2.50mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","-"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,-,89538201-ND,89538201,Crouzet,TOTALIZER PANEL MOUNT,0,0,"1093.16000","0","1","-","Active","Totalizer","-","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Panel Mount","Input Pressure 0.8 bar"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/81213101_81544101.pdf,-,81213101-ND,81213101,Crouzet,CONTROL VALVE 3/2 NC SUB-BASE MT,0,0,"Obsolete","0","1","-","Obsolete","Control Valve, Momentary","3/2 Normally Closed","-","30 ~ 150PSI (2 ~ 12 bar)","0.250"" (6.35mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/Logic%20Elements.pdf,-,966-1223-ND,81501065,Crouzet,LOGIC YES ELEMENT SUB-BASE MOUNT,0,0,"Obsolete","0","1","-","Obsolete","Logic Element","LOGIC YES","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Pressure Indicator"
-,-,81503520-ND,81503520,Crouzet,PNEUM TIMER DELAY .2 SEC N.C.,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,81506540-ND,81506540,Crouzet,TIMER FIXED OFFDELAY SUBBASE MNT,0,0,"Obsolete","0","1","-","Obsolete","Timer, Fixed","Off-Delay","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Delay Time 0.4sec"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81510001.JPG,966-1237-ND,81510001,Crouzet,AMPLIFIER RELAY POS OUT SUB-BASE,0,0,"Obsolete","0","1","-","Obsolete","Amplifier Relay","Positive Output","-","7 ~ 36PSI (0.5 ~ 2.5 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Sub-Base Mount","Input Pressure 0.5 ~ 1.5mb"
-,-,81513004-ND,81513004,Crouzet,PNEUM INTERMEDIATE SUPPLY MODULE,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,81513521-ND,81513521,Crouzet,PNEUM PRESSURE SWTCH BASE MOUNT,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
