Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Coil Type","Voltage - Rated","Current Rating (Amps)","Steps per Revolution","Step Angle","Accuracy","Torque - Holding (oz-in / mNm)","Size / Dimension","NEMA Frame Size","Diameter - Shaft","Length - Shaft and Bearing","Mounting Hole Spacing","Termination Style","Operating Temperature","Coil Resistance","Features"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-1270_hardware_manual_Hw1.00_Rev1.10.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_PD42-1-1270-TMCL.jpg,1460-1204-ND,PD42-1-1270-TMCL,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 38 OZ IN/",28,0,"138.04000","0","1","PANdrive™","Active","Hybrid","Bipolar","24VDC","1A","200","1.8°","±5%","31.2 / 220","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","-","-","1.220"" (31.00mm)","Connector","-20°C ~ 50°C","1 Ohms","Integrated Controller, Round Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-1270_hardware_manual_Hw1.00_Rev1.10.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_PD42-1-1270-CANOPEN.jpg,1460-1205-ND,PD42-1-1270-CANOPEN,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 38 OZ IN/",26,0,"138.04000","0","1","PANdrive™","Active","Hybrid","Bipolar","24VDC","1A","200","1.8°","±5%","31.2 / 220","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","-","-","1.220"" (31.00mm)","Connector","-20°C ~ 50°C","1 Ohms","Integrated Controller, Round Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-1270_hardware_manual_Hw1.00_Rev1.10.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_PD42-2-1270-CANOPEN.jpg,1460-1207-ND,PD42-2-1270-CANOPEN,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 50 OZ IN/",54,0,"141.12000","0","1","PANdrive™","Active","Hybrid","Bipolar","24VDC","1A","200","1.8°","±5%","51 / 360","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","-","-","1.220"" (31.00mm)","Connector","-20°C ~ 50°C","1.2 Ohms","Integrated Controller, Round Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-1270_hardware_manual_Hw1.00_Rev1.10.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_PD42-2-1270-TMCL.jpg,1460-1206-ND,PD42-2-1270-TMCL,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 50 OZ IN/",28,0,"141.12000","0","1","PANdrive™","Active","Hybrid","Bipolar","24VDC","1A","200","1.8°","±5%","51 / 360","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","-","-","1.220"" (31.00mm)","Connector","-20°C ~ 50°C","1.2 Ohms","Integrated Controller, Round Shaft"
https://www.cui.com/product/resource/digikeypdf/nema23-amt112s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_NEMA23-AMT112S.jpg,102-4720-ND,NEMA23-31-01SD-AMT112S,CUI Inc.,STEPPER MOTOR W/ INCREMENTAL ENC,29,0,"134.26000","0","1","NEMA23-AMT112S","Active","-","Bipolar","24 ~ 80VDC","1.4A","200","1.8°","±0.2%","270 / 1906.62","Square - 2.252"" x 2.252"" (57.20mm x 57.20mm)","23","0.250"" (6.35mm)","0.811"" (20.60mm)","1.819"" (46.20mm)","Connector","-20°C ~ 50°C","4.5 Ohms","Integrated Encoder, Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/PG25L-D24-HHC1_Spec.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/PG25L-D24-HHC1.jpg,P14335-ND,PG25L-D24-HHC1,NMB Technologies Corporation,STEP MOTOR PM GEARED BIPOLAR 24V,93,0,"36.61000","0","1","PG","Active","Permanent Magnet Gear Motor","Bipolar","24VDC","250mA","727","0.495°","-","63.7 / 450","Round - 0.984"" Dia (25.00mm)","-","0.197"" (5.00mm)","0.394"" (10.00mm)","1.378"" (35.00mm)","Wire Leads","-","28 Ohms","Double Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/SMC10-20.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_SMC10-20.jpg,P121387-ND,SMC10-F20-HHD9,NMB Technologies Corporation,STEPPER MOTOR PM BIPOLAR 5V,35,0,"39.10000","0","1","-","Active","Permanent Magnet","Bipolar","5VDC","-","20","18°","-","-","Round - 0.394"" Dia (10.00mm)","-","0.059"" (1.50mm)","-","0.551"" (14.00mm)","Through Hole","-10°C ~ 50°C","21.5 Ohms","Round Shaft"
http://www.portescap.com/sites/default/files/20dam_k_specifications.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/20DAM10D2U-K.JPG,403-1031-ND,20DAM10D2U-K,Portescap,STEPPER MOTOR PM LINEAR ACT 12V,72,0,"48.33000","0","1","20DAM-K","Active","Permanent Magnet Linear Actuator","Unipolar","12VDC","100mA","24","15°","-","-","Round - 0.807"" Dia (20.50mm)","-","0.138"" (3.51mm)","1.400"" (35.60mm)","1.030"" (26.16mm)","Wire Leads","-20°C ~ 70°C","115.2 Ohms","Round Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fmotors%2Fqmot-qsh4218%2F_datasheet%2FQSH4218_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/QSH4218-47-28-040.jpg,1460-1163-ND,QSH4218-47-28-040,Trinamic Motion Control GmbH,STEP MOTOR HYBRID BIPOLAR 1.4V,100,0,"54.26000","0","1","QMot QSH4218","Active","Hybrid","Bipolar","1.4VDC","2.81A","200","1.8°","±5%","56.3 / 400","Square - 1.665"" x 1.665"" (42.30mm x 42.30mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (30.99mm)","Wire Leads","-20°C ~ 50°C","1.5 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/Portescap%20Danaher%20PDFs/26DBM-K.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/26dbm10d2u-k.JPG,403-1033-ND,26DBM10D2U-K,Portescap,STEPPER MOTOR PM LINEAR ACT 12V,52,0,"59.32000","0","1","26DBM-K","Active","Permanent Magnet Linear Actuator","Unipolar","12VDC","140mA","48","7.5°","±15%","-","Round - 1.030"" Dia (26.16mm)","-","0.138"" (3.51mm)","1.340"" (34.00mm)","1.370"" (34.90mm)","Wire Leads","-20°C ~ 70°C","84 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/Portescap%20Danaher%20PDFs/35DBM-K.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/35dbm10b2u-k.JPG,403-1035-ND,35DBM10B2U-K,Portescap,STEPPER MOTOR PM LINEAR ACT 12V,70,0,"70.03000","0","1","35DBM-K","Active","Permanent Magnet Linear Actuator","Unipolar","12VDC","210mA","48","7.5°","±15%","-","Round - 1.420"" Dia (35.94mm)","-","0.138"" (3.51mm)","1.600"" (40.56mm)","1.650"" (42.00mm)","Wire Leads","-20°C ~ 70°C","58 Ohms","Round Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fpandrives%2Fpd-1141%2F_datasheet%2FPD-1141_hardware_manual.pdf,//media.digikey.com/photos/Trinamic%20Motion%20Control%20Photos/PD42-1-1141.JPG,1460-1107-ND,PD42-1-1141,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,5,0,"168.35000","0","1","PANdrive™","Active","Hybrid","Bipolar","24VDC","2A","200","1.8°","±5%","38.2 / 270","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","-","Wire Leads with Connector","-","-","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fpandrives%2Fpd-1141%2F_datasheet%2FPD-1141_hardware_manual.pdf,//media.digikey.com/photos/Trinamic%20Motion%20Control%20Photos/PD42-2-1141.JPG,1460-1108-ND,PD42-2-1141,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,20,0,"173.23000","0","1","PANdrive™","Active","Hybrid","Bipolar","24VDC","2A","200","1.8°","±5%","49.56 / 350","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","-","Wire Leads with Connector","-","-","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fpandrives%2Fpd-1160%2F_datasheet%2FPD-1160_hardware_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD60-4-1160-TMCL.jpg,1460-1113-ND,PD60-4-1160-TMCL,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 48V,16,0,"339.13000","0","1","PANdrive™","Active","Hybrid","Bipolar","48VDC","2.8A","200","1.8°","-","438.99 / 3100","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-","-","Integrated Controller, Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/81042_Web.pdf,//media.digikey.com/Photos/Makeblock/MFG_81042.jpg,1890-1032-ND,81042,"Makeblock Co., LTD.",42BYG STEPPER MOTOR,60,0,"24.99000","0","1","42BYG","Active","-","Bipolar","12VDC","1.7A","200","1.8°","-","56.3 / 400","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.157"" (4.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Wire Leads with Connector","-","1.5 Ohms","Flatted Shaft"
http://www.portescap.com/sites/default/files/26m048b_specifications.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/26M048B2U.JPG,403-1004-ND,26M048B2U,Portescap,STEPPER MOTOR PM UNIPOLAR 12V,90,0,"25.65000","0","1","26M","Active","Permanent Magnet","Unipolar","12VDC","110mA","48","7.5°","±15%","1.3 / 9.2","Round - 1.030"" Dia (26.16mm)","-","0.079"" (2.00mm)","0.445"" (11.30mm)","1.370"" (34.90mm)","Wire Leads","-20°C ~ 70°C","110 Ohms","Round Shaft"
http://www.portescap.com/sites/default/files/42M100B%20Specification%20Sheet.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/42M100B2U.jpg,403-1013-ND,42M100B2U,Portescap,STEPPER MOTOR PM UNIPOLAR 12V,45,0,"26.62000","0","1","42M","Active","Permanent Magnet","Unipolar","12VDC","160mA","100","3.6°","±11%","6.4 / 45.2","Round - 1.650"" Dia (42.00mm)","-","0.118"" (3.00mm)","0.450"" (11.43mm)","1.950"" (49.48mm)","Wire Leads","-20°C ~ 70°C","75 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/PM25S-048-HHC4.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/PM25S-048-HHC4.jpg,P14338-ND,PM25S-048-HHC4,NMB Technologies Corporation,STEPPER MOTOR PM BIPOLAR 24V,86,0,"33.33000","0","1","PM","Active","Permanent Magnet","Bipolar","24VDC","600mA","48","7.5°","-","3.5 / 25","Round - 0.984"" Dia (25.00mm)","-","0.079"" (2.00mm)","0.394"" (10.00mm)","1.260"" (32.00mm)","Wire Leads","-","16 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/PM42S-048-HHC8.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/PM42S-048-HHC8.jpg,P14342-ND,PM42S-048-HHC8,NMB Technologies Corporation,STEPPER MOTOR PM BIPOLAR 24V,35,0,"36.61000","0","1","PM","Active","Permanent Magnet","Bipolar","24VDC","600mA","48","7.5°","-","9.3 / 66","Round - 1.650"" Dia (42.00mm)","-","0.118"" (3.00mm)","0.472"" (12.00mm)","1.950"" (49.48mm)","Wire Leads","-","8 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/PM35S-048-HHC6.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/PM35S-048-HHC6.jpg,P14340-ND,PM35S-048-HHC6,NMB Technologies Corporation,STEPPER MOTOR PM BIPOLAR 24V,24,0,"36.61000","0","1","PM","Active","Permanent Magnet","Bipolar","24VDC","600mA","48","7.5°","-","6.9 / 49","Round - 1.378"" Dia (35.00mm)","-","0.118"" (3.00mm)","0.394"" (10.00mm)","1.650"" (42.00mm)","Wire Leads","-","5.5 Ohms","Round Shaft"
http://image.dfrobot.com/image/data/FIT0349/FIT0349_v1.1_Mechanical.png,//media.digikey.com/Photos/DFRobot/FIT0349.jpg,1738-1155-ND,FIT0349,DFRobot,BIPOLAR STEPPER MOTOR WITH PLANE,18,0,"37.65000","0","1","-","Active","Hybrid Gear Motor","Bipolar","2.7VDC","-","-","1.8°","±5%","48.6 / 343.19","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.315"" (8.00mm)","0.787"" (20.00mm)","1.100"" (28.00mm)","Wire Leads","-20°C ~ 50°C","1.5 Ohms","Flatted Shaft"
http://cdn.sparkfun.com/datasheets/Robotics/57BYGH420-2.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-13656.JPG,1568-1376-ND,ROB-13656,SparkFun Electronics,STEP MOTOR HYBRID BIPOLAR 3.2V,40,0,"38.69000","0","1","-","Active","Hybrid","Bipolar","3.2VDC","2A","200","1.8°","±5%","125 / 882.7","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.827"" (21.00mm)","1.856"" (47.14mm)","Wire Leads","-","1.6 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/SM8-20.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_SM8-20.jpg,P121386-ND,SM8-F20-HHE0,NMB Technologies Corporation,STEPPER MOTOR PM BIPOLAR 5V,91,0,"39.10000","0","1","-","Active","Permanent Magnet","Bipolar","5VDC","-","20","18°","-","-","Round - 0.315"" Dia (8.00mm)","-","0.039"" (1.00mm)","-","0.433"" (11.00mm)","Through Hole","-10°C ~ 50°C","21 Ohms","Round Shaft"
http://cdn.sparkfun.com/datasheets/Robotics/39BYGL.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/ROB-10848.JPG,1568-1189-ND,ROB-10848,SparkFun Electronics,STEP MOTOR HYBRID LINEAR ACT 12V,81,0,"43.69000","0","1","-","Active","Hybrid Linear Actuator","Bipolar","12VDC","400mA","200","1.8°","±5%","29.74 / 210","Square - 1.535"" x 1.535"" (39.00mm x 39.00mm)","15","0.197"" (5.00mm)","4.016"" (102.00mm)","1.220"" (31.00mm)","Wire Leads with Connector","-20°C ~ 50°C","30 Ohms","Notched Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/17PY-Z845-00VS.jpg,P14295-ND,17PY-Z053-00VS,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,15,0,"49.18000","0","1","17PY","Active","Hybrid","Unipolar","24VDC","850mA","400","0.9°","±5%","22.7 / 160","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads with Connector","-10°C ~ 50°C","4.2 Ohms","Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fmotors%2Fqmot-qsh2818%2F_datasheet%2FQSH2818_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/QSH2818-51-07-012.jpg,1460-1073-ND,QSH2818-51-07-012,Trinamic Motion Control GmbH,STEP MOTOR HYBRID BIPOLAR 6.2V,83,0,"50.04000","0","1","QMot QSH2818","Active","Hybrid","Bipolar","6.2VDC","670mA","200","1.8°","±5%","16.99 / 120","Square - 1.100"" x 1.100"" (28.00mm x 28.00mm)","11","0.197"" (5.00mm)","0.787"" (20.00mm)","0.905"" (22.98mm)","Wire Leads","-20°C ~ 50°C","9.2 Ohms","Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fmotors%2Fqmot-qsh5718%2F_datasheet%2FQSH5718_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/QSH5718-51-28-101.jpg,1460-1078-ND,QSH5718-51-28-101,Trinamic Motion Control GmbH,STEP MOTOR HYBRID BIPOLAR 2.3V,38,0,"55.04000","0","1","QMot QSH5718","Active","Hybrid","Bipolar","2.3VDC","2.8A","200","1.8°","±5%","143.05 / 1010","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads","-20°C ~ 50°C","0.83 Ohms","Flatted Shaft"
http://www.portescap.com/sites/default/files/26dbm_l_specifications.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/26DBM10D2U-L.JPG,403-1032-ND,26DBM10D2U-L,Portescap,STEPPER MOTOR PM LINEAR ACT 12V,21,0,"57.96000","0","1","26DBM-L","Active","Permanent Magnet Linear Actuator","Unipolar","12VDC","140mA","48","7.5°","±15%","-","Round - 1.030"" Dia (26.16mm)","-","0.135"" (3.43mm)","3.150"" (80.00mm)","1.030"" (26.16mm)","Wire Leads","-20°C ~ 70°C","84 Ohms","Threaded Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fmotors%2Fqmot-qsh5718%2F_datasheet%2FQSH5718_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/QSH5718-56-28-126.jpg,1460-1079-ND,QSH5718-56-28-126,Trinamic Motion Control GmbH,STEP MOTOR HYBRID BIPOLAR 2.5V,77,0,"60.04000","0","1","QMot QSH5718","Active","Hybrid","Bipolar","2.5VDC","2.8A","200","1.8°","±5%","178.43 / 1260","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads","-20°C ~ 50°C","0.9 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/23KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/23KM-K244-00V.jpg,P14281-ND,23KM-K244-00V,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,30,0,"62.42000","0","1","23KM","Active","Hybrid","Unipolar","24VDC","2.9A","200","1.8°","±5%","67.98 / 480","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-10°C ~ 50°C","0.6 Ohms","Flatted Shaft"
http://www.portescap.com/sites/default/files/35dbm_l_specification.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/35DBM10B2U-L.jpg,403-1034-ND,35DBM10B2U-L,Portescap,STEPPER MOTOR PM LINEAR ACT 12V,8,0,"66.29000","0","1","35DBM-L","Active","Permanent Magnet Linear Actuator","Unipolar","12VDC","210mA","48","7.5°","±15%","-","Round - 1.420"" Dia (35.94mm)","-","0.138"" (3.51mm)","1.600"" (40.56mm)","1.650"" (42.00mm)","Wire Leads","-20°C ~ 70°C","58 Ohms","Threaded Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/23KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/23KM-K066-00V.jpg,P14283-ND,23KM-K066-00V,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,20,0,"66.81000","0","1","23KM","Active","Hybrid","Unipolar","24VDC","1A","200","1.8°","±5%","127.47 / 900","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-10°C ~ 50°C","7 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/23KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/23KM-K044-00V.jpg,P14287-ND,23KM-K044-00V,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,10,0,"66.81000","0","1","23KM","Active","Hybrid","Unipolar","24VDC","3A","200","1.8°","±5%","127.47 / 900","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-10°C ~ 50°C","0.85 Ohms","Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fmotors%2Fqmot-qsh6018%2F_datasheet%2FQSH6018_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/QSH6018-56-28-165.jpg,1460-1082-ND,QSH6018-56-28-165,Trinamic Motion Control GmbH,STEP MOTOR HYBRID BIPOLAR 2.52V,23,0,"73.77000","0","1","QMot QSH6018","Active","Hybrid","Bipolar","2.52VDC","2.8A","200","1.8°","±5%","233.66 / 1650","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads","-20°C ~ 50°C","0.9 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/23KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/23KM-K762-99V.jpg,P14290-ND,23KM-K762-99V,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,10,0,"82.35000","0","1","23KM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","1A","200","1.8°","±5%","198.28 / 1400","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-10°C ~ 50°C","8.6 Ohms","Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fmotors%2Fqmot-qsh5718%2F_datasheet%2FQSH5718_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/QSH5718-76-28-189.jpg,1460-1080-ND,QSH5718-76-28-189,Trinamic Motion Control GmbH,STEP MOTOR HYBRID BIPOLAR 3.2V,22,0,"86.06000","0","1","QMot QSH5718","Active","Hybrid","Bipolar","3.2VDC","2.8A","200","1.8°","±5%","267.64 / 1890","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads","-20°C ~ 50°C","1.13 Ohms","Flatted Shaft"
https://www.cui.com/product/resource/digikeypdf/nema17-amt112s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_NEMA17-AMT112S.jpg,102-4713-ND,NEMA17-19-07PD-AMT112S,CUI Inc.,STEPPER MOTOR W/ INCREMENTAL ENC,25,0,"116.91000","0","1","NEMA17-AMT112S","Active","-","Bipolar","24 ~ 48VDC","1.1A","200","1.8°","±0.2%","83 / 586.11","Square - 1.669"" x 1.669"" (42.40mm x 42.40mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-20°C ~ 50°C","5.2 Ohms","Integrated Encoder, Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fpandrives%2Fpd-1070%2F_datasheet%2FPD-1070-hardware-manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_PD42-x-1070.JPG,1460-1178-ND,PD42-1-1070,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,12,0,"117.20000","0","1","PANdrive™","Active","Hybrid","Bipolar","24VDC","1A","200","1.8°","±5%","31.2 / 220","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","-","-","1.220"" (30.99mm)","Connector","-20°C ~ 50°C","1 Ohms","Integrated Controller, Round Shaft"
https://www.cui.com/product/resource/digikeypdf/nema23-amt112s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_NEMA23-AMT112S.jpg,102-4723-ND,NEMA23-17-01PD-AMT112S,CUI Inc.,STEPPER MOTOR W/ INCREMENTAL ENC,16,0,"121.87000","0","1","NEMA23-AMT112S","Active","-","Bipolar","24 ~ 80VDC","2.8A","200","1.8°","±0.2%","85 / 600.23","Square - 2.252"" x 2.252"" (57.20mm x 57.20mm)","23","0.250"" (6.35mm)","0.811"" (20.60mm)","1.819"" (46.20mm)","Connector","-20°C ~ 50°C","0.7 Ohms","Integrated Encoder, Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fpandrives%2Fpd-1070%2F_datasheet%2FPD-1070-hardware-manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_PD42-x-1070.JPG,1460-1180-ND,PD42-3-1070,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,18,0,"133.00000","0","1","PANdrive™","Active","Hybrid","Bipolar","24VDC","1A","200","1.8°","±5%","62.3 / 440","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","-","-","1.220"" (30.99mm)","Connector","-20°C ~ 50°C","1.4 Ohms","Integrated Controller, Round Shaft"
https://www.cui.com/product/resource/digikeypdf/nema23-amt112s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_NEMA23-AMT112S.jpg,102-4719-ND,NEMA23-31-01PD-AMT112S,CUI Inc.,STEPPER MOTOR W/ INCREMENTAL ENC,16,0,"134.26000","0","1","NEMA23-AMT112S","Active","-","Bipolar","24 ~ 80VDC","2.8A","200","1.8°","±0.2%","270 / 1906.62","Square - 2.252"" x 2.252"" (57.20mm x 57.20mm)","23","0.250"" (6.35mm)","0.811"" (20.60mm)","1.819"" (46.20mm)","Connector","-20°C ~ 50°C","1.1 Ohms","Integrated Encoder, Flatted Shaft"
https://www.trinamic.com/fileadmin/assets/Products/Drives_Documents/PD42-x-1240_hardware_manual_V102.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_PD42-x-1240.jpg,1460-1265-ND,PD42-1-1240-TMCL,Trinamic Motion Control GmbH,"PANDRIVE NEMA17, 24V, 0.22NM",8,0,"230.40000","0","1","PANdrive™","Active","Hybrid","Bipolar","24VDC","2A","200","1.8°","±5%","31.15 / 220","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Wire Leads with Connector","-20°C ~ 50°C","1.0 Ohms","Integrated Controller, Flatted Shaft"
