Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Style","Technology","Frequency","Memory Type","Writable Memory","Standards","Operating Temperature","Size / Dimension"
https://www.nxp.com/docs/en/data-sheet/HTSICH56_48_SDS.pdf,"//media.digikey.com/Photos/NXP%20Semi%20Photos/HTSH5601ETK,118.JPG",568-8621-6-ND,"HTSH5601ETK,118",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,6194,0,"Digi-Reel","0","1","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","256b (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
http://rfid.averydennison.com/content/dam/averydennison/rfid/Global/Documents/datasheets/AD-227m5-Datasheet-v1.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_AD-227m5.jpg,1543-1004-ND,600376,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,117742,0,"0.59000","0","1","Impinj® Monza® 5","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","128b (EPC)","EPC, ISO 18000-6","-40°C ~ 85°C","95.03mm x 8.15mm"
-,//media.digikey.com/photos/NXP%20Semi%20Photos/PCF7936AA%5E3851%5EC%5E6.jpg,568-12142-5-ND,PCF7936AA/3851/C/6,NXP USA Inc.,RFID TAG R/W 125KHZ PLLMC,1221,0,"3.66000","0","1","HITAG® 2","Active","-","-","125kHz","Read/Write","-","-","-","-"
https://abracon.com/RFID-Tags-and-IC/ART915X2509EP60-IC.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_ART915X2509EP60-IC.jpg,535-13562-ND,ART915X2509EP60-IC,Abracon LLC,RFID TAG R/W 902-928MHZ ENCAP,336,0,"6.33000","0","1","-","Active","Encapsulated","Passive","902MHz ~ 928MHz","Read/Write","512b (User)","ISO 18000-6, EPC","-30°C ~ 85°C","-"
https://abracon.com/RFID-Tags-and-IC/ART915X050503OP-IC_Datasheet.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_ART915X050503OP-IC.jpg,535-13599-ND,ART915X050503OP-IC,Abracon LLC,RFID TAG R/W 902-928MHZ ENCAP,923,0,"7.24000","0","1","-","Active","Encapsulated","Passive","866MHz ~ 868MHz, 902MHz ~ 928MHz","Read/Write","512b (User)","EPC, ISO 18000-6","-40°C ~ 85°C","0.197"" L x 0.197"" W (5.00mm x 5.00mm)"
https://abracon.com/RFID-Tags-and-IC/ART915X100503JA-IC_datasheet.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_ART915X100503JA-IC.jpg,535-13601-ND,ART915X100503JA-IC,Abracon LLC,RFID TAG R/W 902-928MHZ ENCAP,369,0,"7.48000","0","1","-","Active","Encapsulated","Passive","866MHz ~ 868MHz, 902MHz ~ 928MHz","Read/Write","512b (User)","EPC, ISO 18000-6","-40°C ~ 85°C","0.394"" L x 0.197"" W (10.00mm x 5.00mm)"
https://abracon.com/RFID-Tags-and-IC/ART915X250903AM-IC_datasheet.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_ART915X250903AM-IC.jpg,535-13602-ND,ART915X250903AM-IC,Abracon LLC,RFID TAG R/W 902-928MHZ ENCAP,259,0,"8.46000","0","1","-","Active","Encapsulated","Passive","866MHz ~ 868MHz, 902MHz ~ 928MHz","Read/Write","512b (User)","EPC, ISO 18000-6","-40°C ~ 85°C","0.906"" L x 0.354"" W (23.00mm x 9.00mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWT-S4TR-ND,AS3956-ATWT-S4,ams,RFID TAG R/W 13.56MHZ INLAY,12000,0,"0.58650","0","12000","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWT-S4CT-ND,AS3956-ATWT-S4,ams,RFID TAG R/W 13.56MHZ INLAY,12000,0,"1.69000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWT-S4DKR-ND,AS3956-ATWT-S4,ams,RFID TAG R/W 13.56MHZ INLAY,12000,0,"Digi-Reel","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
//media.digikey.com/pdf/Data%20Sheets/Avery%20Dennison%20PDFs/AD-238u8~.pdf,//media.digikey.com/Photos/Avery%20Dennison/MFG_AD-236u7.jpg,1543-1063-ND,600959,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,8552,0,"0.61000","0","1","-","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","128b (EPC)","ISO 18000-6, EPC","-40°C ~ 85°C","2.756"" L x 0.571"" W (70.00mm x 14.50mm)"
//media.digikey.com/pdf/Data%20Sheets/Avery%20Dennison%20PDFs/AD-384r6.pdf,-,1543-1064-ND,600873,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,8978,0,"0.62000","0","1","-","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","96b (EPC)","ISO 18000-6, EPC","-40°C ~ 85°C","-"
//media.digikey.com/pdf/Data%20Sheets/Avery%20Dennison%20PDFs/AD-663u7xm.pdf,-,1543-1065-ND,600932,Avery Dennison RFID,RFID TAG R/W 860-960MHZ INLAY,9787,0,"0.63000","0","1","-","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","2kb (User)","ISO 18000-6, EPC","-40°C ~ 85°C","3.543"" L x 0.748"" W (90.00mm x 19.00mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956-ATDM%5EATDT.jpg,AS3956-ATDT-S4TR-ND,AS3956-ATDT-S4,ams,RFID TAG R/W 13.56MHZ INLAY,6000,0,"0.87100","0","6000","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956-ATDM%5EATDT.jpg,AS3956-ATDT-S4CT-ND,AS3956-ATDT-S4,ams,RFID TAG R/W 13.56MHZ INLAY,11944,0,"2.18000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956-ATDM%5EATDT.jpg,AS3956-ATDT-S4DKR-ND,AS3956-ATDT-S4,ams,RFID TAG R/W 13.56MHZ INLAY,11944,0,"Digi-Reel","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
https://www.molex.com/pdm_docs/sd/133561431_sd.pdf,//media.digikey.com/photos/Molex/MFG_133561431.jpg,WM26367-ND,0133561431,Molex,"RFID SOLUTIONS, 0.9 TO 1.2M READ",250,0,"3.39000","0","1","13356","Active","Encapsulated","Passive","902MHz ~ 928MHz","Read Only","128b (EPC), 64b (User)","-","-50°C ~ 85°C","0.142"" L x 0.236"" D (3.60mm x 6.00mm)"
https://www.molex.com/pdm_docs/sd/133580861_sd.pdf,//media.digikey.com/photos/Molex/MFG_133580861.jpg,WM26363-ND,0133580861,Molex,"RFID SOLUTIONS, 3.0 TO 3.6M READ",250,0,"3.86000","0","1","13358","Active","Encapsulated","Passive","865MHz ~ 928MHz","Read Only","96b (EPC), 512b (User)","-","-50°C ~ 85°C","1.969"" L x 0.551"" W (50.00mm x 14.00mm)"
https://www.molex.com/pdm_docs/sd/133561351_sd.pdf,//media.digikey.com/photos/Molex/MFG_133561351.jpg,WM26366-ND,0133561351,Molex,"RFID SOLUTIONS, 2.4 TO 2.7M READ",250,0,"4.84000","0","1","13356","Active","Encapsulated","Passive","902MHz ~ 928MHz","Read Only","96b (EPC), 512b (User)","-","-50°C ~ 85°C","1.810"" L x 0.300"" W (45.97mm x 7.62mm)"
http://www.nxp.com/documents/leaflet/75016809.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-11727-ND,PCF7938XA/CAAB3800,NXP USA Inc.,IC TRANSPONDER IMMOBILIZER PLLMC,778,0,"4.94000","0","1","*","Active","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/133561401_sd.pdf,//media.digikey.com/photos/Molex/MFG_133561401.jpg,WM26364-ND,0133561401,Molex,"RFID SOLUTIONS, 1.8 TO 2.1M READ",250,0,"5.15000","0","1","13356","Active","Encapsulated","Passive","902MHz ~ 928MHz","Read Only","128b (EPC), 64b (User)","-","-50°C ~ 85°C","0.425"" L x 0.228"" W (10.80mm x 5.80mm)"
https://www.molex.com/pdm_docs/sd/133580821_sd.pdf,//media.digikey.com/photos/Molex/MFG_133580821.jpg,WM26362-ND,0133580821,Molex,"RFID SOLUTIONS, 4.5M READ RANGE,",250,0,"5.35000","0","1","13358","Active","Encapsulated","Passive","902MHz ~ 928MHz","Read Only","96b (EPC), 512b (User)","-","-50°C ~ 85°C","2.756"" L x 0.669"" W (70.00mm x 17.00mm)"
https://www.molex.com/pdm_docs/sd/133560571_sd.pdf,//media.digikey.com/photos/Molex/MFG_133560571.jpg,WM26360-ND,0133560571,Molex,"RFID SOLUTIONS, 7.6M READ RANGE,",250,0,"10.03000","0","1","13356","Active","Encapsulated","Passive","902MHz ~ 928MHz","Read Only","96b (EPC), 512b (User)","ISO 18000-6C, EPC","-50°C ~ 85°C","2.661"" L x 1.031"" W (67.60mm x 26.20mm)"
https://www.molex.com/pdm_docs/sd/133561151_sd.pdf,//media.digikey.com/photos/Molex/MFG_133561151.jpg,WM26365-ND,0133561151,Molex,"RFID SOLUTIONS, 1.8 TO 2.1M READ",250,0,"10.03000","0","1","13356","Active","Encapsulated","Passive","902MHz ~ 928MHz","Read Only","96b (EPC)","ISO 18000-6C, EPC","-40°C ~ 85°C","2.420"" L x 0.670"" W (61.47mm x 17.02mm)"
https://www.molex.com/pdm_docs/sd/133580681_sd.pdf,//media.digikey.com/photos/Molex/MFG_133580681.jpg,WM26361-ND,0133580681,Molex,"RFID SOLUTIONS, 25.9M READ RANGE",250,0,"15.36000","0","1","13358","Active","Encapsulated","Passive","902MHz ~ 928MHz","Read Only","96b (EPC), 512b (User)","-","-50°C ~ 85°C","5.701"" L x 1.480"" W (144.80mm x 37.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/V600_Series.pdf,-,Z12668-ND,V600-D23P54,Omron Automation and Safety,RFID TAG R/W ENCAP,28,180,"118.40000","0","1","-","Active","Encapsulated","Passive","-","Read/Write","254kB (User)","-","-25°C ~ 70°C","12.00mm Dia x 6.00mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589477,//media.digikey.com/Renders/Atmel%20Renders/ATA5577M233SC-DBQ.jpg,ATA5577M233SC-DBQTR-ND,ATA5577M233SC-DBQ,Microchip Technology,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.32188","0","4000","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","363b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","1.36mm x 1.00mm x 0.29mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589477,//media.digikey.com/Renders/Atmel%20Renders/ATA5577M233SC-DBQ.jpg,ATA5577M233SC-DBQCT-ND,ATA5577M233SC-DBQ,Microchip Technology,RFID TAG R/W 100-150KHZ ENCAP,10227,0,"0.40000","0","1","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","363b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","1.36mm x 1.00mm x 0.29mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589477,//media.digikey.com/Renders/Atmel%20Renders/ATA5577M233SC-DBQ.jpg,ATA5577M233SC-DBQDKR-ND,ATA5577M233SC-DBQ,Microchip Technology,RFID TAG R/W 100-150KHZ ENCAP,10227,0,"Digi-Reel","0","1","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","363b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","1.36mm x 1.00mm x 0.29mm"
https://www.nxp.com/docs/en/data-sheet/HTMS1X01_8X01.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-14458-2-ND,"HTMS8001FTB/AF,115",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.15332","0","5000","HITAG® µ","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","1.76kb (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
https://www.nxp.com/docs/en/data-sheet/HTMS1X01_8X01.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-14458-1-ND,"HTMS8001FTB/AF,115",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,4989,0,"0.42000","0","1","HITAG® µ","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","1.76kb (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
https://www.nxp.com/docs/en/data-sheet/HTMS1X01_8X01.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,568-14458-6-ND,"HTMS8001FTB/AF,115",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,4989,0,"Digi-Reel","0","1","HITAG® µ","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","1.76kb (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590327,//media.digikey.com/Photos/Atmel%20Photos/AT88RF04C-MVA1.jpg,1611-AT88RF04C-MVA1CT-ND,AT88RF04C-MVA1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,9666,0,"0.44000","0","1","*","Active","Inlay","Passive","13.56MHz","Read/Write","4kb (User)","ISO 14443","-40°C ~ 85°C","18.10mm x 8.60mm x 0.75mm"
https://www.nxp.com/docs/en/data-sheet/HTMS1X01_8X01.pdf,-,568-14521-2-ND,"HTMS8001FTK/AF,115",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.17494","0","3000","HITAG® µ","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","1.76kb (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
https://www.nxp.com/docs/en/data-sheet/HTMS1X01_8X01.pdf,-,568-14521-1-ND,"HTMS8001FTK/AF,115",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,2978,0,"0.46000","0","1","HITAG® µ","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","1.76kb (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
https://www.nxp.com/docs/en/data-sheet/HTMS1X01_8X01.pdf,-,568-14521-6-ND,"HTMS8001FTK/AF,115",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,2978,0,"Digi-Reel","0","1","HITAG® µ","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","1.76kb (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-UHF-00C01-03.jpg,481-1078-2-ND,RI-UHF-00C01-03,Texas Instruments,RFID TAG R/W 860-960MHZ INLAY,0,0,"Obsolete","0","10000","Gen 2 Inlay","Obsolete","Inlay","-","860MHz ~ 960MHz","Read/Write","-","-","-","88.90mm x 25.40mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-UHF-00C01-03.jpg,481-1078-1-ND,RI-UHF-00C01-03,Texas Instruments,RFID TAG R/W 860-960MHZ INLAY,3814,0,"0.50000","0","1","Gen 2 Inlay","Obsolete","Inlay","-","860MHz ~ 960MHz","Read/Write","-","-","-","88.90mm x 25.40mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590154,//media.digikey.com/Photos/Atmel%20Photos/AT88SC0808CRF-MR1.jpg,1611-AT88SC0808CRF-MR1CT-ND,AT88SC0808CRF-MR1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,11538,0,"0.55000","0","1","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","128b (User)","ISO 14443","-25°C ~ 85°C","-"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590154,//media.digikey.com/Photos/Atmel%20Photos/AT88SC0808CRF-MVA1.jpg,1611-AT88SC0808CRF-MVA1CT-ND,AT88SC0808CRF-MVA1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,11200,0,"0.58000","0","1","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","8kB (User)","ISO 14443","-25°C ~ 85°C","18.10mm x 8.00mm x 0.75mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590152,//media.digikey.com/Photos/Atmel%20Photos/AT88SC6416CRF-MR1.jpg,1611-AT88SC6416CRF-MR1CT-ND,AT88SC6416CRF-MR1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,1652,0,"0.58000","0","1","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","8kB (User)","ISO 14443","-25°C ~ 85°C","-"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590152,//media.digikey.com/Photos/Atmel%20Photos/AT88SC6416CRF-MVA1.jpg,1611-AT88SC6416CRF-MVA1CT-ND,AT88SC6416CRF-MVA1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,10006,0,"0.60000","0","1","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","8kB (User)","ISO 14443","-25°C ~ 85°C","-"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590327,//media.digikey.com/photos/Atmel%20Photos/AT88RF04C-MX1G.jpg,AT88RF04C-MX1GTR-ND,AT88RF04C-MX1G,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.77250","0","4000","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","4kb (User)","ISO 14443","-40°C ~ 85°C","13.00mm x 12.58mm x 0.90mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590327,//media.digikey.com/photos/Atmel%20Photos/AT88RF04C-MX1G.jpg,AT88RF04C-MX1GCT-ND,AT88RF04C-MX1G,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,2839,0,"0.89000","0","1","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","4kb (User)","ISO 14443","-40°C ~ 85°C","13.00mm x 12.58mm x 0.90mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590154,//media.digikey.com/Photos/Atmel%20Photos/AT88SC0808CRF-MX1.jpg,AT88SC0808CRF-MX1TR-ND,AT88SC0808CRF-MX1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,0,0,"Active","0","0","CryptoMemory®, CryptoRF®","Active","Inlay","Passive","13.56MHz","Read/Write","8kB (User)","ISO 14443","-25°C ~ 85°C","12.58mm x 12.58mm x 0.90mm"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590154,//media.digikey.com/Photos/Atmel%20Photos/AT88SC0808CRF-MX1.jpg,AT88SC0808CRF-MX1CT-ND,AT88SC0808CRF-MX1,Microchip Technology,RFID TAG R/W 13.56MHZ INLAY,8642,0,"1.19000","0","1","CryptoMemory®, CryptoRF®","Discontinued at Digi-Key","Inlay","Passive","13.56MHz","Read/Write","8kB (User)","ISO 14443","-25°C ~ 85°C","12.58mm x 12.58mm x 0.90mm"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/LXMS31ACNx_Magicstrap_DS.pdf,//media.digikey.com/Photos/Murata%20Photos/LXMS31ACNA-010.JPG,490-11802-2-ND,LXMS31ACNA-011,Murata Electronics North America,RFID TAG R/W 865-955MHZ ENCAP,0,0,"0.45892","0","4000","MAGICSTRAP®","Not For New Designs","Encapsulated","Passive","865MHz ~ 955MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","3.20mm x 1.60mm x 0.55mm"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/LXMS31ACNx_Magicstrap_DS.pdf,//media.digikey.com/Photos/Murata%20Photos/LXMS31ACNA-010.JPG,490-11802-1-ND,LXMS31ACNA-011,Murata Electronics North America,RFID TAG R/W 865-955MHZ ENCAP,5207,0,"1.29000","0","1","MAGICSTRAP®","Discontinued at Digi-Key","Encapsulated","Passive","865MHz ~ 955MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","3.20mm x 1.60mm x 0.55mm"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/LXMS31ACNx_Magicstrap_DS.pdf,//media.digikey.com/Photos/Murata%20Photos/LXMS31ACNA-010.JPG,490-11802-6-ND,LXMS31ACNA-011,Murata Electronics North America,RFID TAG R/W 865-955MHZ ENCAP,0,0,"Digi-Reel","0","1","MAGICSTRAP®","Discontinued at Digi-Key","Encapsulated","Passive","865MHz ~ 955MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","3.20mm x 1.60mm x 0.55mm"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/LXMS31ACNx_Magicstrap_DS.pdf,//media.digikey.com/Photos/Murata%20Photos/LXMS31ACNA-010.JPG,490-11803-2-ND,LXMS31ACNA-012,Murata Electronics North America,RFID TAG R/W 865-955MHZ ENCAP,0,0,"Not For New Designs","0","4000","MAGICSTRAP®","Not For New Designs","Encapsulated","Passive","865MHz ~ 955MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","3.20mm x 1.60mm x 0.55mm"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/LXMS31ACNx_Magicstrap_DS.pdf,//media.digikey.com/Photos/Murata%20Photos/LXMS31ACNA-010.JPG,490-11803-1-ND,LXMS31ACNA-012,Murata Electronics North America,RFID TAG R/W 865-955MHZ ENCAP,3653,0,"1.34000","0","1","MAGICSTRAP®","Discontinued at Digi-Key","Encapsulated","Passive","865MHz ~ 955MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","3.20mm x 1.60mm x 0.55mm"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/LXMS31ACNx_Magicstrap_DS.pdf,//media.digikey.com/Photos/Murata%20Photos/LXMS31ACNA-010.JPG,490-11803-6-ND,LXMS31ACNA-012,Murata Electronics North America,RFID TAG R/W 865-955MHZ ENCAP,0,0,"Digi-Reel","0","1","MAGICSTRAP®","Discontinued at Digi-Key","Encapsulated","Passive","865MHz ~ 955MHz","Read/Write","512b (User)","-","-40°C ~ 85°C","3.20mm x 1.60mm x 0.55mm"
https://www.murata.com/~/media/webrenewal/products/rfid/rfid/uhf/uhf-smd/media-datasheets/hf%20magicstrap%20lxms33hcng_134%20datasheet%20160121%20v1_1.ashx,//media.digikey.com/Photos/Murata%20Photos/MFG_LXMS33HCNG-134.JPG,490-9773-2-ND,LXMS33HCNG-134,Murata Electronics North America,RFID TAG R/W 13.56MHZ ENCAP,0,0,"0.65223","0","6000","MAGICSTRAP®","Active","Encapsulated","-","13.56MHz","Read/Write","896b (User)","ISO 15693","-40°C ~ 85°C","3.20mm x 3.20mm x 0.70mm"
https://www.murata.com/~/media/webrenewal/products/rfid/rfid/uhf/uhf-smd/media-datasheets/hf%20magicstrap%20lxms33hcng_134%20datasheet%20160121%20v1_1.ashx,//media.digikey.com/Photos/Murata%20Photos/MFG_LXMS33HCNG-134.JPG,490-9773-1-ND,LXMS33HCNG-134,Murata Electronics North America,RFID TAG R/W 13.56MHZ ENCAP,3493,0,"1.60000","0","1","MAGICSTRAP®","Active","Encapsulated","-","13.56MHz","Read/Write","896b (User)","ISO 15693","-40°C ~ 85°C","3.20mm x 3.20mm x 0.70mm"
https://www.murata.com/~/media/webrenewal/products/rfid/rfid/uhf/uhf-smd/media-datasheets/hf%20magicstrap%20lxms33hcng_134%20datasheet%20160121%20v1_1.ashx,//media.digikey.com/Photos/Murata%20Photos/MFG_LXMS33HCNG-134.JPG,490-9773-6-ND,LXMS33HCNG-134,Murata Electronics North America,RFID TAG R/W 13.56MHZ ENCAP,3493,0,"Digi-Reel","0","1","MAGICSTRAP®","Active","Encapsulated","-","13.56MHz","Read/Write","896b (User)","ISO 15693","-40°C ~ 85°C","3.20mm x 3.20mm x 0.70mm"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWT-I4TR-ND,AS3956-ATWT-I4,ams,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.58650","0","12000","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWT-I4CT-ND,AS3956-ATWT-I4,ams,RFID TAG R/W 13.56MHZ INLAY,11620,0,"1.69000","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://ams.com/documents/20143/36005/AS3956_DS000546_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_AS3956_ATWM%5EATWT.jpg,AS3956-ATWT-I4DKR-ND,AS3956-ATWT-I4,ams,RFID TAG R/W 13.56MHZ INLAY,11620,0,"Digi-Reel","0","1","-","Active","Inlay","Passive","13.56MHz","Read/Write","472b (User)","ISO 14443A","-40°C ~ 125°C","0.071"" L x 0.056"" W (1.80mm x 1.41mm)"
https://www.nxp.com/docs/en/data-sheet/HTSICH56_48_SDS.pdf,"//media.digikey.com/Photos/NXP%20Semi%20Photos/HTSH5601ETK,118.JPG",568-8620-2-ND,"HTSH4801ETK,118",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.69993","0","3000","-","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","2kb (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
