Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shell Size - Insert","Features","Color","Material","Large Diameter Supplied","Large Diameter Recovered","Small Diameter Supplied","Small Diameter Recovered","Large Recovered Length","Small Recovered Length","Total Length Supplied","Total Length Recovered"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=204W201&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/204W201-25-0.JPG,A101506-ND,204W201-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ1 BLACK,151,0,"10.12000","0","1","Thermofit 204W2","Active","Boot","1","Abrasion Resistant, Chemical Resistant, Fluid Resistant, Heat Resistant, Strain Resistant","Black","Elastomer, Semi-Rigid, Irradiated","0.394"" (10.01mm)","0.205"" (5.21mm)","0.350"" (8.89mm)","0.059"" (1.50mm)","-","0.260"" (6.60mm)","-","0.790"" (20.07mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806786-000.JPG,202A111-25-0-ND,202A111-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ11 BLACK,261,0,"13.16000","0","1","Thermofit 202A1","Active","Boot","11","Fluid Resistant","Black","Elastomer, Semi-Rigid","0.650"" (16.51mm)","0.311"" (7.90mm)","0.469"" (11.91mm)","0.150"" (3.81mm)","0.559"" (14.20mm)","-","-","1.000"" (25.40mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773847-4_instalite&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222K121-25L-0.jpg,A120837-ND,222K121-25L-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ21 BLACK,132,0,"13.65000","0","1","Thermofit 222K1","Active","Boot - 90°","21","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","0.941"" (23.90mm)","0.409"" (10.39mm)","0.941"" (23.90mm)","0.220"" (5.59mm)","0.984"" (24.99mm)","0.335"" (8.51mm)","-","0.984"" (24.99mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=203W301-X-G02&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/203W301-25-G02-0.JPG,A101508-ND,203W301-25-G02-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ1 BLACK,160,0,"14.72000","0","1","Thermofit 203W3","Active","Boot","1","Abrasion Resistant, Chemical Resistant, Flame Retardant, Fluid Resistant, Heat Resistant, Lip, Strain Resistant","Black","Elastomer, Semi-Rigid, Irradiated","0.394"" (10.01mm)","0.230"" (5.84mm)","0.236"" (5.99mm)","0.090"" (2.29mm)","0.430"" (10.92mm)","0.177"" (4.50mm)","-","0.750"" (19.05mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=234A011thru071&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/814458-000.JPG,234A011-3-0-ND,234A011-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK RECT BOOT RA SZ11 BLK,123,0,"15.29000","0","1","Thermofit 234A0","Active","Boot, Rectangular - Right Angle, 90°","11","-","Black","Polyolefin (PO), Semi-Rigid","0.800"" (20.32mm)","0.800"" (20.32mm)","0.311"" (7.90mm)","0.161"" (4.09mm)","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202K1-30.0.jpg,202K132-3-0-ND,202K132-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,106,0,"16.09000","0","1","Thermofit 202K1","Active","Boot","32","Flame Retardant, Lip","Black","Polyolefin (PO), Semi-Rigid","1.180"" (29.97mm)","0.559"" (14.20mm)","1.180"" (29.97mm)","0.232"" (5.89mm)","1.260"" (32.00mm)","0.710"" (18.03mm)","-","2.170"" (55.12mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D121thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/808980-000.JPG,202D132-3/42-0-ND,202D132-3/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,447,0,"16.40000","0","1","Thermofit 202D1","Active","Boot","32","-","Black","Polyolefin (PO), Semi-Rigid","1.118"" (28.40mm)","0.563"" (14.30mm)","1.118"" (28.40mm)","0.260"" (6.60mm)","1.091"" (27.71mm)","0.850"" (21.59mm)","-","2.161"" (54.89mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806798-000.JPG,222A111-25/225-0-ND,222A111-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ11 BLACK,176,0,"17.18000","0","1","Thermofit 222A1","Active","Boot - 90°","11","-","Black","Elastomer, Semi-Rigid","0.701"" (17.81mm)","0.311"" (7.90mm)","0.701"" (17.81mm)","0.150"" (3.81mm)","0.791"" (20.10mm)","0.449"" (11.40mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/813909-000.JPG,222A132-3-0-ND,222A132-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ32 BLACK,110,0,"18.67000","0","1","Thermofit 222A1","Active","Boot - 90°","32","Adhesive Coating","Black","Polyolefin (PO), Semi-Rigid","1.181"" (30.00mm)","0.559"" (14.20mm)","1.181"" (30.00mm)","0.252"" (6.40mm)","1.051"" (26.70mm)","0.701"" (17.81mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/812842-000.JPG,202K153-3-0-ND,202K153-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ53 BLACK,119,0,"20.75000","0","1","Thermofit 202K1","Active","Boot","53","Flame Retardant, Lip","Black","Polyolefin (PO), Semi-Rigid","1.420"" (36.07mm)","0.882"" (22.40mm)","1.420"" (36.07mm)","0.331"" (8.41mm)","1.654"" (42.01mm)","1.180"" (29.97mm)","-","3.150"" (80.01mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K232&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/433530-000.JPG,202K232-25/225-0-ND,202K232-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,215,0,"21.04000","0","1","Thermofit 202K2","Active","Boot","32","Adhesive Coating","Black","Elastomer, Semi-Rigid","0.984"" (24.99mm)","0.543"" (13.79mm)","0.310"" (7.87mm)","0.130"" (3.30mm)","1.102"" (27.99mm)","0.900"" (22.86mm)","-","2.170"" (55.12mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=101A011thru094&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/843031-000.JPG,101A011-3-0-ND,101A011-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK CAP SZ11 BLACK,325,0,"2.78000","0","1","Thermofit 101A0","Active","Cap","11","-","Black","Polyolefin (PO), Semi-Rigid","0.201"" (5.11mm)","0.080"" (2.03mm)","-","-","-","-","-","0.902"" (22.91mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-300-08/-12/-18&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/610001N004.JPG,D-300-08CS1108-ND,D-300-08CS1108,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK CAP FOR SPLICE .17"",878,0,"4.58000","0","1","D-300","Active","Cap, Splice Encapsulation","-","-","-","Polyolefin (PO), Irradiated","0.170"" (4.32mm)","0.080"" (2.03mm)","-","-","-","-","1.000"" (25.40mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=224W221&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/224W221-25-0.JPG,A101516-ND,224W221-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ21 BLACK,205,0,"10.79000","0","1","Thermofit 224W2","Active","Boot - 90°","21","Abrasion Resistant, Chemical Resistant, Flame Retardant, Fluid Resistant, Heat Resistant, Lip, Strain Resistant","Black","Elastomer, Semi-Rigid, Irradiated","0.430"" (10.92mm)","0.366"" (9.30mm)","0.430"" (10.92mm)","0.083"" (2.11mm)","0.512"" (13.00mm)","0.260"" (6.60mm)","-","0.484"" (12.29mm)"
-,//media.digikey.com/photos/TE%20Connectivity/CV7360-000.JPG,A120830-ND,202K121-25L-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,167,0,"13.49000","0","1","Thermofit 202K1","Active","Boot","21","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","0.941"" (23.90mm)","0.409"" (10.39mm)","0.941"" (23.90mm)","0.220"" (5.59mm)","0.830"" (21.08mm)","0.335"" (8.51mm)","-","1.496"" (38.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=214A011thru052&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/814409-000.JPG,214A032-3-0-ND,214A032-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK RECTANG BOOT SZ32 BLK,104,0,"16.40000","0","1","Thermofit 214A0","Active","Boot, Rectangular","32","-","Black","Polyolefin (PO), Semi-Rigid","1.710"" (43.43mm)","1.661"" (42.19mm)","0.551"" (14.00mm)","0.319"" (8.10mm)","1.000"" (25.40mm)","-","-","1.770"" (44.96mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202C611thru663&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/806075-000.JPG,202C621-71-0-ND,202C621-71-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,105,0,"16.82000","0","1","Thermofit 202C6","Active","Boot","21","-","Black","Polyolefin (PO), Flexible","1.040"" (26.42mm)","0.461"" (11.71mm)","1.040"" (26.42mm)","0.319"" (8.10mm)","-","0.780"" (19.81mm)","-","5.252"" (133.40mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D1XX-X-60&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/990637N001.JPG,A104840-ND,202D153-4-60/42-0-CS5077,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ53 BLACK,123,0,"19.11000","0","1","Thermofit 202D1","Active","Boot","53","-","Black","Polyolefin (PO), Flexible","1.420"" (36.07mm)","1.420"" (36.07mm)","1.420"" (36.07mm)","0.331"" (8.41mm)","1.630"" (41.40mm)","-","-","3.150"" (80.01mm)"
http://www.qualtekusa.com/images/Heatshrink/PDFs/QSEC.pdf,-,Q1176-ND,QSEC110-14/5-01-QB200,Qualtek,HEATSHRINK CAP BLACK 14/5MM,2750,0,"1.27000","0","1","QSEC","Active","Cap","-","Adhesive Coating, UV Resistant","Black","-","0.551"" (14.00mm)","0.197"" (5.00mm)","-","-","-","-","-","1.772"" (45.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-436-0184/-0186&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3-1194882-6.jpg,A132372-ND,3-1194882-6,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK CAP BLUE/TRANSPARENT,4988,0,"1.57000","0","1","D-436","Active","Cap","-","-","Blue, Transparent","Polyvinylidene Fluoride (PVDF), Irradiated","0.120"" (3.05mm)","-","-","-","0.600"" (15.24mm)","-","-","0.840"" (21.34mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-436-0184/-0186&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-1195164-3.jpg,A132343-ND,2-1195164-3,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK CAP BLUE/TRANSPARENT,5000,0,"1.65000","0","1","D-436","Active","Cap","-","-","Blue, Transparent","Polyvinylidene Fluoride (PVDF), Irradiated","0.188"" (4.78mm)","-","-","-","0.510"" (12.95mm)","-","-","0.855"" (21.72mm)"
http://www.qualtekusa.com/images/Heatshrink/PDFs/QSEC.pdf,-,Q1177-ND,QSEC120-25/8.5-01-QB150,Qualtek,HEATSHRINK CAP BLACK 25/8.5MM,1403,0,"2.17000","0","1","QSEC","Active","Cap","-","Adhesive Coating, UV Resistant","Black","-","0.984"" (24.99mm)","0.335"" (8.50mm)","-","-","-","-","-","2.677"" (68.00mm)"
http://www.qualtekusa.com/images/Heatshrink/PDFs/QSEC.pdf,-,Q1178-ND,QSEC135-40/15-01-QB100,Qualtek,HEATSHRINK CAP BLACK 40/15MM,990,0,"3.00000","0","1","QSEC","Active","Cap","-","Adhesive Coating, UV Resistant","Black","-","1.575"" (40.00mm)","0.591"" (15.00mm)","-","-","-","-","-","3.268"" (83.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-300-08/-12/-18&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3-1194823-3.jpg,A132250-ND,3-1194823-3,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK CAP FOR SPLICE BLACK,1000,0,"4.58000","0","1","D-300","Active","Cap, Splice Encapsulation","-","Flame Retardant, Sealing Sleeve","Black","Polyolefin (PO), Irradiated","0.170"" (4.32mm)","0.080"" (2.03mm)","-","-","-","-","1.000"" (25.40mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-300-01/-03&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/610001N004.JPG,A126005-ND,D-300-02,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK CAP FOR SPLICE BLACK,1537,0,"4.75000","0","1","D-300","Active","Cap, Splice Encapsulation","-","Flame Retardant, Sealing Sleeve","Black","Polyolefin (PO), Irradiated","0.250"" (6.35mm)","0.120"" (3.05mm)","-","-","-","-","1.098"" (27.89mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-300-01/-03&DocType=Customer+Drawing&DocLang=English,-,A126004-ND,D-300-01,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK CAP FOR SPLICE BLACK,987,0,"4.80000","0","1","D-300","Active","Cap, Splice Encapsulation","-","Flame Retardant, Sealing Sleeve","Black","Polyolefin (PO), Irradiated","0.175"" (4.45mm)","0.080"" (2.03mm)","-","-","-","-","1.000"" (25.40mm)","-"
http://www.panduit.com/heiler/PartDrawings/C-HSHSEC05-X--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_HSEC0.5-X.jpg,298-13601-ND,HSEC0.5-X,Panduit Corp,HEATSHRINK CAP BLACK ADH .47"",184,0,"6.59000","0","1","Pan-Shrink™ WET-SHRINK™ HSEC","Active","Cap","-","Adhesive Coating, Dust Tight, UV Resistant, Waterproof","Black","Polyolefin (PO), Semi-Rigid, Irradiated","0.469"" (11.91mm)","0.181"" (4.60mm)","-","-","-","-","1.480"" (37.59mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=QFTX-130/42&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/QFT1-130%5E42-0.jpg,A132457-ND,QFT1-130/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT TRANS CONFIG BLK,589,0,"7.03000","0","1","QFT","Active","Boot, Transition - Configurable","-","Adhesive Coating, Clips Included, Corrosion Resistant, Watertight","Black","Polyolefin (PO), Flexible","1.220"" (30.99mm)","0.354"" (8.99mm)","1.220"" (30.99mm)","0.173"" (4.39mm)","0.984"" (24.99mm)","0.472"" (11.99mm)","-","2.362"" (59.99mm)"
http://www.panduit.com/heiler/PartDrawings/C-HSHSEC05-X--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_HSEC0.8-X.jpg,298-13602-ND,HSEC0.8-X,Panduit Corp,HEATSHRINK CAP BLACK ADH .79"",191,0,"7.99000","0","1","Pan-Shrink™ WET-SHRINK™ HSEC","Active","Cap","-","Adhesive Coating, Dust Tight, UV Resistant, Waterproof","Black","Polyolefin (PO), Semi-Rigid, Irradiated","0.791"" (20.10mm)","0.300"" (7.62mm)","-","-","-","-","1.791"" (45.49mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,-,A125885-ND,202A121-25/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,183,0,"13.09000","0","1","Thermofit 202A1","Active","Boot","21","Adhesive Coating, Fluid Resistant","Black","Elastomer, Semi-Rigid","0.969"" (24.61mm)","0.390"" (9.91mm)","0.969"" (24.61mm)","0.209"" (5.31mm)","0.858"" (21.79mm)","-","-","1.500"" (38.10mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D121thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Molex/1212070082.jpg,A132350-ND,202D121-4-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,484,0,"13.33000","0","1","Thermofit 202D1","Active","Boot","21","-","Black","Polyolefin (PO), Flexible","0.917"" (23.29mm)","0.413"" (10.49mm)","0.917"" (23.29mm)","0.220"" (5.59mm)","0.831"" (21.11mm)","-","-","1.500"" (38.10mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222A111-25%5E86-0.JPG,A125918-ND,222A111-25/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ11 BLACK,577,0,"13.53000","0","1","Thermofit 222A1","Active","Boot - 90°","11","Adhesive Coating, Fluid Resistant","Black","Elastomer, Semi-Rigid","0.701"" (17.81mm)","0.311"" (7.90mm)","0.701"" (17.81mm)","0.150"" (3.81mm)","0.791"" (20.10mm)","0.449"" (11.40mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806698-000.JPG,A132348-ND,202A142-4/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,228,0,"16.48000","0","1","Thermofit 202A1","Active","Boot","42","Adhesive Coating, Flame Retardant","Black","Polyolefin (PO), Flexible","1.220"" (30.99mm)","0.701"" (17.81mm)","1.220"" (30.99mm)","0.291"" (7.39mm)","1.402"" (35.61mm)","0.870"" (22.10mm)","-","2.630"" (66.80mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222D121thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/808605-000.JPG,A132241-ND,222D132-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ32 BLACK,116,0,"17.70000","0","1","Thermofit 222D1","Active","Boot - 90°","32","-","Black","Polyolefin (PO), Flexible","1.118"" (28.40mm)","0.559"" (14.20mm)","1.118"" (28.40mm)","0.260"" (6.60mm)","1.071"" (27.20mm)","0.980"" (24.89mm)","-","-"
http://multimedia.3m.com/mws/media/23079O/heavy-duty-ske-end-caps.pdf,//media.digikey.com/photos/3M%20Photos/SKE-45%5E100.JPG,3M156889-ND,SKE-45/100,3M,HEATSHRINK CAP BLACK 1.77-3.15"",103,0,"18.38000","0","1","SKE","Active","Cap","-","Adhesive Coating, Flame Retardant","Black","Polyolefin (PO), Semi-Rigid","3.941"" (100.10mm)","1.770"" (44.96mm)","-","-","-","-","-","6.402"" (162.61mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222D2.JPG,A132242-ND,222D211-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ11 BLACK,102,0,"18.77000","0","1","Thermofit 222D2","Active","Boot - 90°","11","Adhesive Coating, Flame Retardant, Fluid Resistant, Heat Resistant, Lip, Strain Resistant","Black","Polyolefin (PO), Flexible, Irradiated","0.882"" (22.40mm)","0.449"" (11.40mm)","0.882"" (22.40mm)","0.252"" (6.40mm)","0.728"" (18.49mm)","3.449"" (87.60mm)","-","4.142"" (105.21mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX-X-01&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/202K121-25-01-0.JPG,A125901-ND,202K121-25-01-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,209,0,"19.57000","0","1","Thermofit 202K1","Active","Boot","21","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","0.941"" (23.90mm)","0.409"" (10.39mm)","0.941"" (23.90mm)","0.220"" (5.59mm)","0.350"" (8.89mm)","0.335"" (8.51mm)","-","1.020"" (25.91mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D142-XX-35&DocType=Customer+Drawing&DocLang=English,-,A145089-ND,202D142-3-35-0,"TE Connectivity Aerospace, Defense and Marine",STD POLY MOLDED PARTS,125,0,"19.68000","0","1","Thermofit 202D1","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222K1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/812846-000.JPG,A125932-ND,222K152-25/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ52 BLACK,235,0,"20.67000","0","1","Thermofit 222K1","Active","Boot - 90°","52","Adhesive Coating, Fluid Resistant","Black","Elastomer, Semi-Rigid","1.420"" (36.07mm)","0.882"" (22.40mm)","1.420"" (36.07mm)","0.331"" (8.41mm)","1.496"" (38.00mm)","0.984"" (24.99mm)","-","1.810"" (45.97mm)"
http://multimedia.3m.com/mws/media/23068O/heat-shrink-heavy-duty-breakout-3-way-outlet.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HDBB-3.jpg,3M161606-ND,HDBB-321-1-250,3M,HEATSHRINK BOOT BREAKOUT 3:1 BLK,167,0,"26.36000","0","1","HDBB","Active","Boot, Transition - Breakout, 3:1","-","Adhesive Coating, Flame Retardant","Black","Polyolefin (PO), Semi-Rigid","1.500"" (38.10mm)","0.690"" (17.53mm)","0.650"" (16.51mm)","0.180"" (4.57mm)","-","2.200"" (55.88mm)","-","4.000"" (101.60mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX-12&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/878182-000.JPG,A132224-ND,202K132-12-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,121,0,"41.63000","0","1","Thermofit 202K1","Active","Boot","32","Chemical Resistant, Lip","Black","Fluoroelastomer (FKM), Flexible","1.180"" (29.97mm)","0.559"" (14.20mm)","0.551"" (14.00mm)","0.232"" (5.89mm)","1.260"" (32.00mm)","0.710"" (18.03mm)","-","2.170"" (55.12mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=381A301thru304&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/381A3-1.JPG,A132254-ND,381A301-51-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 2:1 Y SZ1,123,0,"43.44000","0","1","Thermofit 381A3","Active","Boot, Transition - Breakout, 2:1 (Y)","1","-","Black","EPB, Flexible","0.780"" (19.81mm)","0.260"" (6.60mm)","0.520"" (13.21mm)","0.260"" (6.60mm)","1.600"" (40.64mm)","1.600"" (40.64mm)","-","-"
