Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Usage","Dimensions - Overall","Material","Features"
http://documents.protektivepak.com/PDF/37150.pdf,-,37151-ND,37151,Desco,ESD HANDLER 7-1/4X7-1/4X1-3/4,0,0,"32.37000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","7.25"" L x 7.25"" W x 1.75"" H (184.2mm x 184.2mm x 44.5mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.desco.com/PDF/37760.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_37760.jpg,37760-ND,37760,Desco,SUPER TEK-TRAY 18X11-3/8X1-3/4,0,0,"32.52000","0","1","Protektive Pak®","Active","Tray","Storage, Transport","18.00"" L x 11.38"" W x 1.75"" H (457.2mm x 289.1mm x 44.5mm)","Corrugated Fiberboard","Dissipative, Foam Insert, Stackable, Wire Frame"
http://documents.protektivepak.com/PDF/37150.pdf,-,37246DES-ND,37246,Desco,ESD HANDLER 8-3/4X14-5/8X2-3/8,0,0,"32.56000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","14.63"" L x 8.75"" W x 2.38"" H (371.6mm x 222.3mm x 60.5mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37206-ND,37206,Desco,ESD HANDLER 5-7/8X5-3/8X2-3/4,0,0,"32.68000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.38"" L x 5.38"" W x 2.75"" H (212.9mm x 136.7mm x 69.9mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37221-ND,37221,Desco,ESD HANDLER 3-1/2X2-1/4X1-3/4,0,0,"32.73000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","2.25"" L x 3.50"" W x 1.75"" H (57.2mm x 88.9mm x 44.5mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.desco.com/PDF/37760.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_37762.jpg,37762-ND,37762,Desco,SUPER TEK-TRAY 18X11-3/8X1-3/4,0,0,"32.81000","0","1","Protektive Pak®","Active","Tray","Storage","18.00"" L x 11.38"" W x 1.75"" H (457.2mm x 289.1mm x 44.5mm)","Corrugated Fiberboard","Dissipative, Foam Insert, Plastic Corners"
http://documents.protektivepak.com/PDF/37150.pdf,-,37298-ND,37298,Desco,ESD HANDLER 8X20-1/8X2-1/4,0,0,"33.10000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","20.13"" L x 8.00"" W x 2.25"" H (511.3mm x 203.2mm x 57.2mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37154-ND,37154,Desco,ESD HANDLER 7-1/4X14-3/4X3/4,0,0,"33.14000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","14.75"" L x 7.25"" W x 0.75"" H (374.7mm x 184.2mm x 19.1mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38715.pdf,-,38715-ND,38715,Desco,HNDLR ADJ 15CELL 4X11-3/4X1"",0,0,"33.83000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","15 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38718.pdf,-,38718-ND,38718,Desco,HNDLR ADJ 15CELL 4X13-3/4X1"",0,0,"33.83000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","15 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38721.pdf,-,38721-ND,38721,Desco,HNDLR ADJ 15CELL 4X15-3/4X1"",0,0,"33.83000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","15 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38724.pdf,-,38724-ND,38724,Desco,HNDLR ADJ 15CELL 4X17-3/4X1"",0,0,"33.83000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","15 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38727.pdf,-,38727-ND,38727,Desco,HNDLR ADJ 15CELL 4X19-3/4X1"",0,0,"33.83000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","15 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37286-ND,37286,Desco,ESD HANDLER 6X20-1/8X2-1/4,0,0,"33.98000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","20.13"" L x 6.00"" W x 2.25"" H (511.3mm x 152.4mm x 57.2mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37164-ND,37164,Desco,ESD HANDLER 5-3/8X4-3/4X3/4,0,0,"34.14000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 5.38"" W x 0.75"" H (120.7mm x 136.7mm x 19.1mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37196-ND,37196,Desco,ESD HANDLER 5-7/8X12-3/4X3-5/8,0,0,"34.34000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 5.88"" W x 3.63"" H (323.9mm x 149.4mm x 92.2mm)","Corrugated Fiberboard","5 Cells Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37201-ND,37201,Desco,ESD HANDLER 5-7/8X6-1/4X2-7/8,0,0,"34.50000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 5.88"" W x 2.88"" H (158.8mm x 149.4mm x 73.2mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37208-ND,37208,Desco,ESD HANDLER 5-7/8X16-5/8X1-1/4,0,0,"34.78000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 5.88"" W x 1.25"" H (422.4mm x 149.4mm x 57.2mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.desco.com/PDF/37750.pdf,-,37751-ND,37751,Desco,TEK-TRAY 22-7/8X17-1/4X2-3/4,0,0,"34.79000","0","1","Protektive Pak®","Active","Tray","Storage","22.88"" L x 17.25"" W x 2.75"" H (581.2mm x 438.2mm x 69.9mm)","Corrugated Fiberboard","Dissipative, Foam Insert, Stackable"
http://documents.protektivepak.com/PDF/37150.pdf,-,37262-ND,37262,Desco,ESD HANDLER 10X20-1/8X2-1/4,0,0,"34.80000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","20.13"" L x 10.00"" W x 2.25"" H (511.3mm x 254.0mm x 57.2mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37288-ND,37288,Desco,ESD HANDLER 6X6-1/2X2-1/4,0,0,"35.14000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.50"" L x 6.00"" W x 2.25"" H (165.1mm x 152.4mm x 57.2mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37258-ND,37258,Desco,ESD HANDLER 10X10-3/4X3-5/8,0,0,"35.27000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.75"" L x 10.00"" W x 3.63"" H (273.1mm x 254.0mm x 92.2mm)","Corrugated Fiberboard","6 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.mendapump.com/PDF/IPH-38709.pdf,-,38709-ND,38709,Desco,HNDLR ADJ 30CELL 4X7-3/4X1"",0,0,"35.36000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","30 Cells, Dissipative, Lid Included"
http://documents.mendapump.com/PDF/IPH-38712.pdf,-,38712-ND,38712,Desco,HNDLR ADJ 30CELL 4X9-3/4X1"",0,0,"35.36000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","30 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/47557.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_47557.JPG,47557-ND,47557,Desco,TOOL ORGANIZER 12-1/8"" X 5-5/8"",0,0,"35.41000","0","1","Protektive Pak®","Active","Workstation Organizer","Storage, Transport","12.13"" L x 5.63"" W x 9.25"" H","Corrugated Fiberboard","8 Cells, Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,-,37233-ND,37233,Desco,ESD HANDLER 2-1/2X2-1/4X3/4,0,0,"35.48000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","2.25"" L x 2.50"" W x 0.75"" H (57.2mm x 63.5mm x 19.1mm)","Corrugated Fiberboard","60 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37161-ND,37161,Desco,ESD HANDLER 5-3/8X2-1/4X1-3/4,0,0,"35.58000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","2.25"" L x 5.38"" W x 1.75"" H (57.2mm x 136.7mm x 44.5mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37294-ND,37294,Desco,ESD HANDLER 8X10-3/4X3-5/8,0,0,"35.59000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.75"" L x 8.00"" W x 3.63"" H (273.1mm x 203.2mm x 92.2mm)","Corrugated Fiberboard","6 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37197-ND,37197,Desco,ESD HANDLER 5-7/8X12-3/4X2-7/8,0,0,"35.71000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 5.88"" W x 2.88"" H (323.9mm x 149.4mm x 73.2mm)","Corrugated Fiberboard","6 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37207-ND,37207,Desco,ESD HANDLER 5-7/8X4X2-3/4,0,0,"35.71000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.00"" L x 5.88"" W x 2.75"" H (101.6mm x 149.4mm x 69.9mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.desco.com/PDF/37561.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37561.jpg,37561-ND,37561,Desco,STORAGE CONT 12X7 1/4 X7 1/4,0,0,"35.90000","0","1","Protektive Pak®","Active","Tote","Storage, Transport","12.88"" L x 8.38"" W x 7.50"" H (327.0mm x 212.7mm x 190.5mm)","Corrugated Fiberboard","Conductive, Dissipative, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37247-ND,37247,Desco,ESD HANDLER 8-3/4X7-1/8X2-3/8,0,0,"35.93000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","7.13"" L x 8.75"" W x 2.38"" H (181.1mm x 222.3mm x 60.5mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37155-ND,37155,Desco,ESD HANDLER 7-1/4X7-1/4X3/4,0,0,"36.06000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","7.25"" L x 7.25"" W x 0.75"" H (184.2mm x 184.2mm x 19.1mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.mendapump.com/PDF/IPH-38702.pdf,-,38702-ND,38702,Desco,HNDLR ADJ 50CELL 4X1-3/4X3-1/2"",0,0,"36.28000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","50 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38809.pdf,-,38809-ND,38809,Desco,HNDLR ADJ 15CELL 8X5-3/4X3-1/2"",0,0,"36.52000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","15 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38812.pdf,-,38812-ND,38812,Desco,HNDLR ADJ 10CELL 8X7-3/4X3-1/2"",0,0,"36.52000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","10 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37391-ND,37391,Desco,ESD HANDLER 8X16-5/8X2-3/4,0,0,"36.74000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 8.00"" W x 2.75"" H (422.4mm x 203.2mm x 69.9mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38829.pdf,-,38829-ND,38829,Desco,HNDLR ADJ 7CELL 8X19-3/4X2-1/4"",0,0,"36.82000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","7 Cells, Dissipative, Lid Included"
http://documents.mendapump.com/PDF/IPH-38706.pdf,-,38706-ND,38706,Desco,HNDLR ADJ 45CELL 4X5-3/4X1"",0,0,"36.93000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","45 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37225-ND,37225,Desco,ESD HANDLER 3-1/2X2-1/4X3/4,0,0,"37.20000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","2.25"" L x 3.50"" W x 0.75"" H (57.2mm x 88.9mm x 19.1mm)","Corrugated Fiberboard","60 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37282-ND,37282,Desco,ESD HANDLER 6X10-3/4X3-5/8,0,0,"37.34000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.75"" L x 6.00"" W x 3.63"" H (273.1mm x 152.4mm x 92.2mm)","Corrugated Fiberboard","6 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37200-ND,37200,Desco,ESD HANDLER 5-7/8X6-1/4X3-5/8,0,0,"37.36000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 5.88"" W x 3.63"" H (158.8mm x 149.4mm x 92.2mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37209-ND,37209,Desco,ESD HANDLER 5-7/8X8-1/8X1-1/4,0,0,"37.82000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","8.13"" L x 5.88"" W x 1.25"" H (206.5mm x 149.4mm x 31.8mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37212-ND,37212,Desco,ESD HANDLER 5-7/8X16-5/8X1,0,0,"38.11000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 5.88"" W x 1.00"" H (422.4mm x 149.4mm x 25.4mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37568.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_47205.jpg,47205-ND,47205,Desco,REEL HOLDER ESD SAFE 7.31""x7.31"",0,0,"38.15000","0","1","Plastek™","Active","Reel Holder","Storage","7.31"" L x 7.31"" W x 9.38"" H (185.7mm x 185.7mm x 238.3mm)","Polypropylene","Chemical and Moisture Resistant, Conductive, Plastic Corners, Stackable, Viewing Slot, Wire Frame"
http://documents.protektivepak.com/PDF/37150.pdf,-,37263-ND,37263,Desco,ESD HANDLER 10X10X2-1/4,0,0,"38.47000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.00"" L x 10.00"" W x 2.25"" H (254.0mm x 254.0mm x 57.2mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37290-ND,37290,Desco,ESD HANDLER 6X20-1/8X1,0,0,"38.47000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","20.13"" L x 6.00"" W x 1.00"" H (511.3mm x 152.4mm x 25.4mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37568.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37569.jpg,37569-ND,37569,Desco,REEL HLDR ESD SAFE 13.31""x13.31"",0,0,"38.59000","0","1","Plastek™","Active","Reel Holder","Storage","13.31"" L x 13.31"" W x 9.38"" H (338.1mm x 338.1mm x 238.3mm)","Polypropylene","Chemical and Moisture Resistant, Conductive, Stackable, Viewing Slot, Wire Frame"
http://documents.protektivepak.com/PDF/37150.pdf,-,37165-ND,37165,Desco,ESD HANDLER 5-3/8X2-1/4X3/4,0,0,"38.77000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","2.25"" L x 5.38"" W x 0.75"" H (57.2mm x 136.7mm x 19.1mm)","Corrugated Fiberboard","60 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38814.pdf,-,38814-ND,38814,Desco,HNDLR ADJ 14CELL 8X9-3/4X2-1/4"",0,0,"38.98000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","14 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38817.pdf,-,38817-ND,38817,Desco,HNDLR ADJ 7CELL 8X11-3/4X2-1/4"",0,0,"38.98000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","7 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38820.pdf,-,38820-ND,38820,Desco,HNDLR ADJ 7CELL 8X13-3/4X2-1/4"",0,0,"38.98000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","7 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38823.pdf,-,38823-ND,38823,Desco,HNDLR ADJ 7CELL 8X15-3/4X2-1/4"",0,0,"38.98000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","7 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38826.pdf,-,38826-ND,38826,Desco,HNDLR ADJ 7CELL 8X17-3/4X2-1/4"",0,0,"38.98000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","7 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37156-ND,37156,Desco,ESD HANDLER 7-1/4X4-3/4X3/4,0,0,"39.09000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 7.25"" W x 0.75"" H (120.7mm x 184.2mm x 19.1mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37260DES-ND,37260,Desco,ESD HANDLER 10X5-3/16X3-5/8,0,0,"39.22000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.19"" L x 10.00"" W x 3.63"" H (131.8mm x 254.0mm x 92.2mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37248-ND,37248,Desco,ESD HANDLER 8-3/4 X4-5/8X2-3/8,0,0,"39.29000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.63"" L x 8.75"" W x 2.38"" H (117.6mm x 222.3mm x 60.5mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37296-ND,37296,Desco,ESD HANDLER 8X5-3/16X3-5/8,0,0,"39.47000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.19"" L x 8.00"" W x 3.63"" H (131.8mm x 203.2mm x 92.2mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.mendapump.com/PDF/IPH-38701.pdf,-,38701D-ND,38701,Desco,HNDLR ADJ 70CELL 4X1-3/4X2-1/4"",0,0,"39.75000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","70 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37153-ND,37153,Desco,ESD HANDLER 7-1/4X2-1/8X1-3/4,0,0,"40.02000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","2.13"" L x 7.25"" W x 1.75"" H (54.1mm x 184.2mm x 44.5mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.mendapump.com/PDF/IPH-38703.pdf,-,38703-ND,38703,Desco,HNDLR ADJ 75CELL 4X3-3/4X1"",0,0,"40.04000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","75 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37392-ND,37392,Desco,ESD HANDLER 8X8-1/8X2-3/4,0,0,"40.09000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","8.13"" L x 8.00"" W x 2.75"" H (206.5mm x 203.2mm x 69.9mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37300DES-ND,37300,Desco,ESD HANDLER 8X6-1/2X2-1/4,0,0,"40.58000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.50"" L x 8.00"" W x 2.25"" H (165.1mm x 203.2mm x 57.2mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37210-ND,37210,Desco,ESD HANDLER 5-7/8X5-3/8X1-1/4,0,0,"40.70000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.38"" L x 5.88"" W x 1.25"" H (136.7mm x 149.4mm x 31.8mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38806.pdf,-,38806-ND,38806,Desco,HNDLR ADJ 25CELL 8X3-3/4X3-1/2"",0,0,"40.83000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","25 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37198-ND,37198,Desco,ESD HANDLER 5-7/8X12-3/4X1-5/8,0,0,"40.94000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 5.88"" W x 1.63"" H (323.9mm x 149.4mm x 41.4mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37184-ND,37184,Desco,ESD HANDLER 12-5/8X20-1/8X2-1/4,0,0,"40.98000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","20.13"" L x 12.63"" W x 2.25"" H (511.3mm x 320.8mm x 57.2mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37213-ND,37213,Desco,ESD HANDLER 5-7/8X8-1/8X1,0,0,"40.99000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","8.13"" L x 5.88"" W x 1.00"" H (206.5mm x 149.4mm x 25.4mm)","Corrugated Fiberboard","24 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37249-ND,37249,Desco,ESD HANDLER 8-3/4X14-5/8X1,0,0,"41.07000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","14.63"" L x 8.75"" W x 1.00"" H (371.6mm x 222.3mm x 25.4mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37291-ND,37291,Desco,ESD HANDLER 6X10X1,0,0,"41.12000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.00"" L x 6.00"" W x 1.00"" H (254.0mm x 152.4mm x 25.4mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37337-ND,37337,Desco,ESD HANDLER 10X16-5/8X2-3/4,0,0,"41.24000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 10.00"" W x 2.75"" H (422.4mm x 254.0mm x 69.9mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37264-ND,37264,Desco,ESD HANDLER 10X6-1/2X2-1/4,0,0,"41.54000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.50"" L x 10.00"" W x 2.25"" H (165.1mm x 254.0mm x 57.2mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.desco.com/PDF/37810.pdf,-,37813-ND,37813,Desco,TRASH REC 22-7/8X12-7/8X32,0,0,"41.55000","0","1","Protektive Pak Plastek™","Active","Trash Receptacle","-","22.88"" L x 12.88"" W x 32.00"" H (581.2mm x 327.2mm x 812.8mm)","Corrugated Fiberboard","Conductive Handles, Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,-,37283-ND,37283,Desco,ESD HANDLER 6X10-3/4X1-5/8,0,0,"42.14000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.75"" L x 6.00"" W x 1.63"" H (273.1mm x 152.4mm x 41.4mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
